,Δ1,Δ2,Δ3,Δ4,Δ5,Δ6,Δ7,Δ8,Δ9,Δ10,Δ11,Δ12,Δ13,Δ14,Δ15,Δ16,Δ17,Δ18,Δ19,Δ20,Δ21,Δ22,Δ23,Δ24,Δ25,Δ26,Δ27,Δ28,Δ29,Δ30,Δ31,Δ32,Δ33,Δ34,Δ35,Δ36,Δ37,Δ38,Δ39,Δ40,Δ41,Δ42,Δ43,Δ44,Δ45,Δ46,Δ47,Δ48,Δ49,Δ50,Δ51,Δ52,Δ53,Δ54,Δ55,Δ56,Δ57,Δ58,Δ59,Δ60,Δ61,Δ62,Δ63,Δ64,Δ65,Δ66,Δ67,Δ68,Δ69
Δ11,0.015191427724386392,0.016150638778252555,0.015292361814295365,0.01511112455476762,0.016476095007917975,0.01722515200736524,0.0170670554501522,0.015962157652271783,0.015436438402454363,0.018570821253006443,0.039974680158053846,0.020012849065818097,0.01867183742313059,0.014853495686747709,0.01778860603473369,0.01749958167499721,0.014285955782767354,0.01632898496185136,0.013868553404651894,0.013416345064734821,0.013373204580286322,0.014914981189282217,0.014073703733178896,0.015216124421631656,0.013450630637159487,0.015150320223932853,0.014790450762057483,0.014108513405140338,0.013183405193195438,0.013249150799375426,0.012774810362588464,0.014484947307312722,0.013025674053159872,0.013298564455009891,0.01316287107823339,0.013038434019319464,0.013601476958624374,0.012246650064830536,0.013803215428981887,0.012526217579756378,0.015031945003185393,0.01461175632190842,0.013517907495807564,0.012465058493558088,0.01239685651512395,0.01450066254699836,0.012654179700548053,0.012905841560870959,0.01209949402624419,0.012548475613852928,0.014587642345126607,0.01398639732375173,0.013454668329816916,0.01273678771577442,0.012448425810666195,0.012886167094597578,0.012157830393349382,0.01347072618602993,0.012221697989569399,0.012667658069866961,0.012906827601545379,0.012871355633002133,0.013535922793403538,0.0129662802226746,0.012168516043582048,0.012342061174386082,0.012676655350418764,0.012407795179690855,0.012116899309235962
Δ12,0.013621212884494098,0.013482230362942575,0.01498337888372637,0.014907149270040578,0.013511783366758331,0.013843470209307821,0.014150868279751063,0.015031208859783771,0.01645767221702607,0.016765310546662988,0.01752825375423393,0.03889651727559196,0.017381015113778497,0.01659536116445329,0.01655930004135559,0.015356862903152097,0.016519425064819585,0.015640390678868868,0.013133801593502439,0.014759905548185232,0.01726644486651121,0.015371604775444627,0.01429874391000108,0.014996459745939413,0.015419559118675364,0.01414235889469458,0.013181454572141748,0.013377380416213678,0.012551358083323572,0.01530377196989902,0.013224448270349116,0.013404980731940422,0.014049424777829172,0.013062564335299792,0.012525992661119109,0.01308660292097437,0.015066742819215393,0.013057326416669414,0.01563572235840365,0.013460472892858602,0.012814610337261093,0.012508674268444058,0.014088075455903116,0.01524931014007247,0.013932181554651545,0.013064581904298645,0.013565173905642424,0.0151375389704237,0.012417885525674152,0.012768632657037647,0.012391052819033506,0.013616080384875927,0.014096388398685052,0.01333386030242989,0.013248803943875818,0.012750150771490887,0.01275934807799951,0.012273888637068485,0.016519049189159724,0.011711755444621785,0.012837721302012505,0.01256382085471328,0.012822065946196582,0.014559583834527864,0.013385596226705985,0.014149897140424155,0.01341291672014085,0.013770005743893789,0.012642816986797138
Δ13,0.014368845701243294,0.015009977722424343,0.014797287108961605,0.015265694257038356,0.016074038496231933,0.01832630970497139,0.016638096994903224,0.016185850545359166,0.015585698089000165,0.015896507206526918,0.019063081101559944,0.016196471575173194,0.040812296754356214,0.019155442801726347,0.02065475682261393,0.017959743911523805,0.014951014458254573,0.01582584771624931,0.01438119517531382,0.01415592077032289,0.013877136226933729,0.014117718080028263,0.013644854006399653,0.014650024568831072,0.013310006194037065,0.014530927202230271,0.014347792444925126,0.014282364371313258,0.013432564692250317,0.01343726893141604,0.013269165509594085,0.01476083906301613,0.013460836275228621,0.013763869780314979,0.013118710041542574,0.013483067366593935,0.012726454883068762,0.012719516817450706,0.013247027880557503,0.013815099101113337,0.01289091576875699,0.01442424681372683,0.012608134391541065,0.013649322034104799,0.012735063669238867,0.01351048429163912,0.013099664074825991,0.01311907218590902,0.012691023526930648,0.013762553968391876,0.013809275545645006,0.013284821648416267,0.013137409650691058,0.012910816791412679,0.012542677564003015,0.012036694774834367,0.012994357020927433,0.013346834066708106,0.012427233736972444,0.012740311300555779,0.012268777656945602,0.012229952387454439,0.013382878118278365,0.012546522715221624,0.012000597513547647,0.013127481005673318,0.012841459978987616,0.012817514739203012,0.011764582708857366
Δ14,0.013173949966800606,0.012794457124401012,0.014458186321420013,0.013400035971371481,0.012968631232310165,0.014175290615198117,0.012888551281004908,0.014029634138564954,0.013965629762090592,0.01466918412113171,0.013881458004380306,0.015939232220787938,0.01566653339873386,0.03735867000975717,0.01809761379074826,0.01849644802824506,0.016205905375111893,0.01381361754491042,0.015573140856254582,0.014727735231626026,0.014615816809672541,0.0172360120095946,0.013364873277355048,0.014905975739128781,0.014378935330881784,0.014124959630676706,0.014405311098236291,0.013652299568801268,0.015642571079890404,0.014761038750253466,0.013455417853074728,0.014721505654212133,0.01548600429869532,0.015149408816813722,0.012186855051323785,0.016515691031525608,0.015123145076807678,0.01262991565476856,0.014936130394191902,0.01657623049175042,0.014944552078512557,0.012711092899771825,0.012641560448818326,0.012533925770542761,0.013388024212440274,0.013749479963218826,0.015048065412655026,0.013465865894279871,0.012341141993465855,0.012033726576548606,0.011901734922985274,0.011692844625437758,0.016396568027282114,0.014526357341381914,0.013289309862955416,0.012187420567754653,0.0160699340751724,0.012753376885455933,0.013508911698913538,0.011041716035857047,0.01166596424615529,0.011625551123661315,0.01277791043233728,0.014292238723645326,0.015142398343436442,0.01150972251494011,0.01873219616399606,0.0158589586433885,0.012017447902485935
Δ15,0.014791695886056017,0.014497014997483607,0.01654956194539877,0.0157878748984328,0.014972315401562943,0.016917707364901217,0.01559978951670078,0.015797417233869203,0.016793796354855825,0.016758631321827196,0.017188035168726825,0.01644373890928582,0.019547821503669707,0.016779842200373162,0.03862507309868151,0.021690773454535905,0.014230849334678943,0.016380124911285265,0.013799269236534161,0.014593381279249836,0.014968005090646861,0.015337719223232316,0.0131297425255156,0.015553438553333788,0.014533618793866294,0.015079913091849431,0.01496290260862617,0.014603745062170808,0.013257195082656471,0.01487131697541576,0.012465360621016788,0.013328991710915925,0.014354307703205437,0.013268041517697709,0.012691249888993615,0.013115103769166758,0.014302288694141043,0.012351212137373144,0.014346110615815068,0.013106926504146741,0.012525766992633743,0.014434577670003315,0.014224586754422978,0.012451903155883182,0.012511637929460638,0.013485823582939321,0.013232809546076956,0.012330668023327506,0.012131657042278933,0.011410517530072987,0.01287927616915435,0.011874792280668548,0.014159486576957208,0.012678057357319864,0.012823980259209136,0.012668275387758728,0.012727749031702413,0.012868064389287327,0.014095655659063065,0.011243410080449621,0.011990349254462802,0.01328096370271485,0.012649216345436243,0.013870160289719317,0.013204705458904875,0.011523570588969027,0.013872175334748974,0.01279722153950475,0.012681037878974202
Δ16,0.014106444602384157,0.013520112689596972,0.015530645840012567,0.014828649939863048,0.014125978708606959,0.016763988114388496,0.01451474758636783,0.01561574078656841,0.013829005371721092,0.016145555019119778,0.016583960851561694,0.014956755163056355,0.01667073309509411,0.018756099338224613,0.019379950619438636,0.037883107328333936,0.018815726101717237,0.017961663418535806,0.014426989916608705,0.015699874651119456,0.014839571196113219,0.015357016820788468,0.01302068752874868,0.015649490684337075,0.014547606596888639,0.015033503694401805,0.016037685125394236,0.01394122151204884,0.013234119856115088,0.01402641443955887,0.012872751637058867,0.014345929814755421,0.014049581170110717,0.014511750658091356,0.012339253378212608,0.0140638844024748,0.013581416330293514,0.012378350192676035,0.013667998230172661,0.014559267513092902,0.013179842704311691,0.014100363179455256,0.013133814327640896,0.01270796569136381,0.012855277321349768,0.013051585041593207,0.014444603330516202,0.012985930314091516,0.012024249962545447,0.012321138658453483,0.013070562622091796,0.0114932089648582,0.013910875246239237,0.014363222297279831,0.012275319728002053,0.012508551050447026,0.013530505344270922,0.01345254611878998,0.013961469689093847,0.01154082437463761,0.01129585545963578,0.011720415176121126,0.01286238040036301,0.013526740899046694,0.012764305781616185,0.011121859044828163,0.01601985543753396,0.015693878584186586,0.011909623325982922
Δ17,0.014003459332823454,0.01361144983417166,0.01415939980739603,0.013470120666988371,0.013409192912347313,0.01369804395564717,0.01357331466476298,0.013566780801476276,0.014791445375528584,0.013711814254761048,0.014186820772670968,0.016859511593317923,0.014542544580519763,0.0172203776012384,0.014625889384471593,0.017731923847291636,0.039697282524928816,0.018256955923349954,0.016144032007775515,0.014520908163550382,0.017059376035866092,0.016252903829919788,0.014957938097871017,0.014092620278729075,0.01498625435331274,0.014127699341552183,0.013945284973299566,0.014064848622527073,0.014108046264776738,0.014144860088209919,0.014406837341429262,0.014438832959475362,0.01341320825116501,0.014148187788350268,0.013143713365323053,0.013720881462213822,0.01397121150275734,0.012838889257244817,0.01286088634684525,0.013614932895428344,0.013914517838386405,0.012934509549400798,0.014347287673189133,0.016550244018198382,0.014148949929490316,0.013492982316866606,0.013444577203596604,0.01671429270750245,0.0134713968789496,0.013944830596527553,0.012250758607546906,0.014259401720942047,0.012534094023011423,0.01359211097115846,0.012503206393406349,0.012775974892598336,0.012627150592724007,0.013150116643725887,0.015325294673178865,0.011772644569445287,0.013100380621070289,0.01359590751105984,0.013091834725665165,0.013326773845889452,0.012856378459057837,0.014853946963655527,0.013145590745256988,0.014143516628729626,0.012052647638455389
Δ18,0.01786386825009062,0.01651749173182688,0.01578576312749335,0.015975874610450604,0.015106949840400763,0.014124415792744142,0.015011358840088213,0.014337776449723264,0.013652075882186752,0.01692278808605947,0.01569551522547667,0.015450347970180271,0.014899693396284362,0.014207491535367706,0.01629480921590963,0.018218069082968236,0.01575012455026739,0.03842389484221545,0.018715320464131425,0.01627666434189275,0.015529598486422132,0.016136075934932295,0.017213999645767367,0.015227102317645742,0.013960961773145755,0.014802334814734468,0.01340146144019838,0.015817769342132245,0.01314949788604829,0.014660821512800043,0.012856044355536611,0.013792487991284751,0.013295054691354146,0.012979520684771678,0.013067466879388916,0.013295103822590297,0.014370003839854944,0.011721484287838316,0.013501391491021994,0.012967141112160345,0.014277999384142887,0.014818409267358982,0.01403055581779343,0.013019761303354388,0.011815975088840787,0.016459136207642246,0.012825884668112646,0.012903972905376194,0.011617361316146033,0.012031747907359476,0.013353346461280745,0.01317741946487527,0.01439597783386254,0.012760914936456712,0.012524752994994599,0.012301650083102805,0.012544364537506092,0.013547847918938883,0.013781577987327057,0.01164683721201701,0.011871956200723054,0.013500939524993861,0.013289223981702299,0.014321061891724824,0.013084952234209773,0.01159609131403872,0.012704220431331247,0.012556176478453085,0.01226426910094764
Δ19,0.013964221301048888,0.013392507726335517,0.013070720234150329,0.01276156685126567,0.013008442333181646,0.013891302920770747,0.012963841537997664,0.013086162711668452,0.013684594559768826,0.013728070886326986,0.013409449171718962,0.01305102155624759,0.013619736874702684,0.01611200462344755,0.013808660325151158,0.01471956265934634,0.01571867753405968,0.016893544796378727,0.038651359380809214,0.020855825623832744,0.015871031104328626,0.01517702281762441,0.015445600347452976,0.014576929566225342,0.013931743935296231,0.014040933664050863,0.014627792885785354,0.014603510424858144,0.01675038700215422,0.016115075036705926,0.012785454393721089,0.015098120931579853,0.014049773163298755,0.015269282522470068,0.01305052534478488,0.013825710212458488,0.016269599754293592,0.012525199363481496,0.01551901946985401,0.016266189820946204,0.014195925172721105,0.014469499035649714,0.013958969712665682,0.014905034029927263,0.013015863193496797,0.013993250723564452,0.01527329708221616,0.014606509821942351,0.013075760631042295,0.013319269424572363,0.012745915307114301,0.0129627328106893,0.013386940951779948,0.01518543309522739,0.014413065071894821,0.012678713479160032,0.015080635218124206,0.013729907251571074,0.012628033364298663,0.012159430314089453,0.012640099887840634,0.012678408934496649,0.014942653881223664,0.013163025026651778,0.013250266666396707,0.012553716971932133,0.013538779922834738,0.013203237809209985,0.012055449838086613
Δ20,0.013317461279772097,0.01285735409404321,0.013968052070489956,0.012929443168892274,0.013075836692118552,0.01463812979103441,0.013739590322173072,0.014419750193681297,0.013855243568537585,0.013756431948814214,0.013156025472119992,0.014874704431696511,0.013596357365251744,0.015453257625820742,0.014810240078187563,0.01624523784388212,0.014338657271238677,0.016605023939570984,0.019191398058505692,0.03919904473697291,0.018100267894962947,0.017084463345025076,0.014491098800719278,0.015017595496364656,0.014338580287274243,0.014288536198485625,0.01562254232178922,0.014642041249339202,0.016285628189459698,0.01480048429625389,0.013308700509823452,0.01460382943198262,0.015550658601918167,0.016903101272654816,0.012331674159042757,0.015012904423680463,0.015210975209900307,0.012889079130908709,0.01366942431207399,0.015973366328250062,0.013420238598394245,0.014226068484242804,0.0126464192269659,0.013422878745522995,0.013505388780172243,0.015246664952824021,0.01398078263194471,0.012995515439458424,0.012978861642501428,0.012477114272509356,0.012732803723965349,0.012258369072985519,0.014046998425229997,0.013835042290807118,0.012714997641253892,0.012786783041009634,0.015268994658251062,0.013695218753702578,0.01399403253419921,0.011864530033425273,0.012243246036845309,0.012145523690787068,0.012946623057245976,0.013793150256043113,0.013698862553791673,0.012242906119588741,0.01467530570275736,0.013477914882631132,0.012526573338231166
Δ21,0.013195779763285327,0.012681384365252919,0.0153810412682189,0.013508581576086988,0.012741015168419245,0.013007886815533172,0.012376358839052908,0.013191630627595397,0.015234414441582887,0.016159607643410644,0.012353633496732871,0.016392169305696223,0.012556050035556326,0.014446941235585648,0.014309973507725848,0.014465051334583123,0.01586889132868929,0.01492461250457337,0.015162981038233712,0.015204801764585186,0.03692701662170668,0.020032407802669423,0.016843088163609646,0.01864219884605724,0.016549547238948855,0.014626846419362233,0.013854327897779063,0.014232188157052496,0.013856903035782337,0.01691948557891371,0.013049926975198326,0.01356197237433951,0.015057407362354188,0.014817489526934435,0.012310762930404312,0.013003186708856057,0.016156401329227493,0.01321769471251268,0.016382223059015863,0.013586072061455255,0.012881056587666022,0.013294308874090492,0.014203686134395054,0.014795045135884475,0.013501662453396908,0.013806468020097027,0.013663859511127942,0.01489943045607551,0.012272525742358861,0.012589397742505268,0.012009418286367207,0.013513894448394239,0.01587904026958272,0.01252096222042837,0.013013596192406105,0.013427936619876483,0.012896427186242742,0.011651460747179132,0.01819241584318584,0.011473857442068757,0.012542636360464874,0.01268524677089846,0.012698548889386006,0.015898713697005816,0.013907354388147823,0.013662690061732123,0.013595682912817642,0.014365182592222702,0.0133675415514155
