puzzle,slot,true_slot,y_branch,is_true_xy,E_x,E_y,E_d,E_nd,x_minus_d,y_minus_d,x_minus_nd,y_minus_x
3,1,1,-y,True,0.09472399967783929,0.024498936477115763,0.23082638772438746,-0.17285107330441463,-0.13610238804654817,-0.03347637794285707,0.2675750729822539,0.1026260101036911
3,2,1,y,False,0.4086519616068216,0.26426420612730794,0.23082638772438746,-0.17285107330441463,0.17782557388243414,0.2062888917073351,0.5815030349112362,0.02846331782490097
3,2,1,-y,False,0.4086519616068216,0.024498936477115763,0.23082638772438746,-0.17285107330441463,0.17782557388243414,-0.03347637794285707,0.5815030349112362,-0.2113019518252912
4,0,0,y,False,0.6045571314562466,0.3317383264951559,0.3271489266955854,-0.17285107330441463,0.2774082047606612,0.17744047310398514,0.7774082047606612,-0.09996773165667605
4,0,0,-y,True,0.6045571314562466,-0.08154655792209553,0.3271489266955854,-0.17285107330441463,0.2774082047606612,-0.23584441131326628,0.7774082047606612,-0.5132526160739275
4,1,0,y,False,-0.09120727956846508,0.3317383264951559,0.3271489266955854,-0.17285107330441463,-0.41835620626405046,0.17744047310398514,0.08164379373594954,0.5957966793680356
4,1,0,-y,False,-0.09120727956846508,-0.08154655792209553,0.3271489266955854,-0.17285107330441463,-0.41835620626405046,-0.23584441131326628,0.08164379373594954,0.18251179495078418
4,2,0,y,False,0.37786406081443147,0.3317383264951559,0.3271489266955854,-0.17285107330441463,0.050715134118846095,0.17744047310398514,0.5507151341188461,0.12672533898513905
4,2,0,-y,False,0.37786406081443147,-0.08154655792209553,0.3271489266955854,-0.17285107330441463,0.050715134118846095,-0.23584441131326628,0.5507151341188461,-0.2865595454321124
5,0,0,y,True,0.6934312492532939,0.47795416572985516,0.02330763808496572,-0.17285107330441463,0.6701236111683282,0.6274976009493041,0.8662823225577085,-0.042626010219024124
5,0,0,-y,False,0.6934312492532939,0.49712802153585756,0.02330763808496572,-0.17285107330441463,0.6701236111683282,0.6466714567553065,0.8662823225577085,-0.02345215441302173
5,1,0,y,False,0.1401613451401431,0.47795416572985516,0.02330763808496572,-0.17285107330441463,0.11685370705517739,0.6274976009493041,0.31301241844455774,0.5106438938941267
5,1,0,-y,False,0.1401613451401431,0.49712802153585756,0.02330763808496572,-0.17285107330441463,0.11685370705517739,0.6466714567553065,0.31301241844455774,0.5298177497001291
5,2,0,y,False,0.1777673643250921,0.47795416572985516,0.02330763808496572,-0.17285107330441463,0.15445972624012638,0.6274976009493041,0.35061843762950673,0.4730378747091777
5,2,0,-y,False,0.1777673643250921,0.49712802153585756,0.02330763808496572,-0.17285107330441463,0.15445972624012638,0.6466714567553065,0.35061843762950673,0.4922117305151801
6,0,2,y,False,0.35151374033760874,0.5607733261187633,0.6345038487531895,-0.17285107330441463,-0.2829901084155808,0.09912055066998837,0.5243648136420234,0.3821106590855692
6,0,2,-y,False,0.35151374033760874,0.13440185905390933,0.6345038487531895,-0.17285107330441463,-0.2829901084155808,-0.3272509163948656,0.5243648136420234,-0.04426080797928478
6,1,2,y,False,0.37483734181402895,0.5607733261187633,0.6345038487531895,-0.17285107330441463,-0.2596665069391606,0.09912055066998837,0.5476884151184436,0.358787057609149
6,1,2,-y,False,0.37483734181402895,0.13440185905390933,0.6345038487531895,-0.17285107330441463,-0.2596665069391606,-0.3272509163948656,0.5476884151184436,-0.06758440945570499
6,2,2,y,True,0.7891235416921347,0.5607733261187633,0.6345038487531895,-0.17285107330441463,0.15461969293894517,0.09912055066998837,0.9619746149965493,-0.0554991422689568
6,2,2,-y,False,0.7891235416921347,0.13440185905390933,0.6345038487531895,-0.17285107330441463,0.15461969293894517,-0.3272509163948656,0.9619746149965493,-0.48187060933381076
7,0,1,y,False,0.38171841969457887,0.43799146146216117,-0.04888731658262202,-0.17285107330441463,0.4306057362772009,0.6597298513491978,0.5545694929989935,0.22912411507199693
7,0,1,-y,False,0.38171841969457887,-0.319963842541938,-0.04888731658262202,-0.17285107330441463,0.4306057362772009,-0.09822545265490135,0.5545694929989935,-0.5288311889321022
7,1,1,y,True,0.4430860646216388,0.43799146146216117,-0.04888731658262202,-0.17285107330441463,0.4919733812042608,0.6597298513491978,0.6159371379260534,0.167756470144937
7,1,1,-y,False,0.4430860646216388,-0.319963842541938,-0.04888731658262202,-0.17285107330441463,0.4919733812042608,-0.09822545265490135,0.6159371379260534,-0.5901988338591622
7,2,1,y,False,0.7296118689567379,0.43799146146216117,-0.04888731658262202,-0.17285107330441463,0.7784991855393599,0.6597298513491978,0.9024629422611525,-0.11876933419016211
7,2,1,-y,False,0.7296118689567379,-0.319963842541938,-0.04888731658262202,-0.17285107330441463,0.7784991855393599,-0.09822545265490135,0.9024629422611525,-0.8767246381942613
8,0,0,y,False,0.39067474673852587,0.3989739620260764,0.7308263877243872,-0.17285107330441463,-0.34015164098586137,-0.15900135239389623,0.5635258200429405,0.18115028859196514
8,0,0,-y,True,0.39067474673852587,0.515113848953078,0.7308263877243872,-0.17285107330441463,-0.34015164098586137,-0.04286146546689462,0.5635258200429405,0.29729017551896675
8,1,0,y,False,0.6488365154202,0.3989739620260764,0.7308263877243872,-0.17285107330441463,-0.0819898723041872,-0.15900135239389623,0.8216875887246147,-0.07701148008970904
8,1,0,-y,False,0.6488365154202,0.515113848953078,0.7308263877243872,-0.17285107330441463,-0.0819898723041872,-0.04286146546689462,0.8216875887246147,0.03912840683729257
8,2,0,y,False,0.6392000715264459,0.3989739620260764,0.7308263877243872,-0.17285107330441463,-0.09162631619794137,-0.15900135239389623,0.8120511448308605,-0.06737503619595486
8,2,0,-y,False,0.6392000715264459,0.515113848953078,0.7308263877243872,-0.17285107330441463,-0.09162631619794137,-0.04286146546689462,0.8120511448308605,0.04876485073104675
9,0,1,y,False,0.7754693579932024,0.19574139646850597,0.260788296550416,-0.17285107330441463,0.5146810614427864,0.10780417322250457,0.948320431297617,-0.4068768882202818
9,0,1,-y,False,0.7754693579932024,0.11032733708778153,0.260788296550416,-0.17285107330441463,0.5146810614427864,0.022390113841780135,0.948320431297617,-0.4922909476010062
9,1,1,y,True,-0.13577554188468355,0.19574139646850597,0.260788296550416,-0.17285107330441463,-0.39656383843509957,0.10780417322250457,0.03707553141973108,0.5043680116576041
9,1,1,-y,False,-0.13577554188468355,0.11032733708778153,0.260788296550416,-0.17285107330441463,-0.39656383843509957,0.022390113841780135,0.03707553141973108,0.4189539522768797
9,2,1,y,False,0.3330382656530304,0.19574139646850597,0.260788296550416,-0.17285107330441463,0.07224996910261439,0.10780417322250457,0.505889338957445,0.03555420411989019
9,2,1,-y,False,0.3330382656530304,0.11032733708778153,0.260788296550416,-0.17285107330441463,0.07224996910261439,0.022390113841780135,0.505889338957445,-0.04985985526083425
10,0,1,y,False,0.41589527301285045,0.35894666593870284,0.3299612012925248,-0.17285107330441463,0.08593407172032563,0.20183653795059264,0.5887463463172651,0.11590246623026701
10,0,1,-y,False,0.41589527301285045,0.5233532702401504,0.3299612012925248,-0.17285107330441463,0.08593407172032563,0.36624314225204024,0.5887463463172651,0.2803090705317146
10,1,1,y,False,0.5217757280031492,0.35894666593870284,0.3299612012925248,-0.17285107330441463,0.19181452671062438,0.20183653795059264,0.6946268013075638,0.010022011239968265
10,1,1,-y,True,0.5217757280031492,0.5233532702401504,0.3299612012925248,-0.17285107330441463,0.19181452671062438,0.36624314225204024,0.6946268013075638,0.17442861554141587
10,2,1,y,False,0.6476294825005624,0.35894666593870284,0.3299612012925248,-0.17285107330441463,0.3176682812080376,0.20183653795059264,0.820480555804977,-0.11583174325744494
10,2,1,-y,False,0.6476294825005624,0.5233532702401504,0.3299612012925248,-0.17285107330441463,0.3176682812080376,0.36624314225204024,0.820480555804977,0.04857486104400266
11,0,2,y,False,0.699153065475727,0.5673614077385167,-0.08601250515270475,-0.17285107330441463,0.7851655706284317,0.8262249861956361,0.8720041387801416,0.04105941556720438
11,0,2,-y,False,0.699153065475727,0.08493541695689544,-0.08601250515270475,-0.17285107330441463,0.7851655706284317,0.3437989954140148,0.8720041387801416,-0.4413665752144169
11,1,2,y,False,0.8201661227035544,0.5673614077385167,-0.08601250515270475,-0.17285107330441463,0.9061786278562591,0.8262249861956361,0.993017196007969,-0.07995364166062302
11,1,2,-y,False,0.8201661227035544,0.08493541695689544,-0.08601250515270475,-0.17285107330441463,0.9061786278562591,0.3437989954140148,0.993017196007969,-0.5623796324422443
11,2,2,y,False,0.3867347787948745,0.5673614077385167,-0.08601250515270475,-0.17285107330441463,0.47274728394757926,0.8262249861956361,0.5595858520992891,0.35347770224805686
11,2,2,-y,True,0.3867347787948745,0.08493541695689544,-0.08601250515270475,-0.17285107330441463,0.47274728394757926,0.3437989954140148,0.5595858520992891,-0.12894828853356444
12,0,0,y,True,0.3866394770306698,-0.03898303574568729,0.5219645963258461,-0.17285107330441463,-0.13532511929517632,-0.3880965587671188,0.5594905503350844,-0.25277143947194247
12,0,0,-y,False,0.3866394770306698,0.3065823099697269,0.5219645963258461,-0.17285107330441463,-0.13532511929517632,-0.0425312130517046,0.5594905503350844,0.09279390624347172
12,1,0,y,False,0.41389756252162613,-0.03898303574568729,0.5219645963258461,-0.17285107330441463,-0.10806703380422,-0.3880965587671188,0.5867486358260408,-0.2800295249628988
12,1,0,-y,False,0.41389756252162613,0.3065823099697269,0.5219645963258461,-0.17285107330441463,-0.10806703380422,-0.0425312130517046,0.5867486358260408,0.0655358207525154
12,2,0,y,False,0.7456132249353971,-0.03898303574568729,0.5219645963258461,-0.17285107330441463,0.22364862860955093,-0.3880965587671188,0.9184642982398117,-0.6117451873766697
12,2,0,-y,False,0.7456132249353971,0.3065823099697269,0.5219645963258461,-0.17285107330441463,0.22364862860955093,-0.0425312130517046,0.9184642982398117,-0.2661798416612555
13,0,2,y,False,0.24350953041904688,0.4291776596358403,0.0015130038111239585,-0.17285107330441463,0.24199652660792292,0.600515729129131,0.4163606037234615,0.35851920252120806
13,0,2,-y,False,0.24350953041904688,0.5085193086211035,0.0015130038111239585,-0.17285107330441463,0.24199652660792292,0.6798573781143942,0.4163606037234615,0.43786085150647125
13,1,2,y,False,0.7391403506924661,0.4291776596358403,0.0015130038111239585,-0.17285107330441463,0.7376273468813421,0.600515729129131,0.9119914239968807,-0.13711161775221115
13,1,2,-y,False,0.7391403506924661,0.5085193086211035,0.0015130038111239585,-0.17285107330441463,0.7376273468813421,0.6798573781143942,0.9119914239968807,-0.057769968766947954
13,2,2,y,True,0.5354597391872886,0.4291776596358403,0.0015130038111239585,-0.17285107330441463,0.5339467353761647,0.600515729129131,0.7083108124917032,0.06656899375296632
13,2,2,-y,False,0.5354597391872886,0.5085193086211035,0.0015130038111239585,-0.17285107330441463,0.5339467353761647,0.6798573781143942,0.7083108124917032,0.1459106427382295
14,0,1,y,False,0.22881243133639373,0.19558173970081327,0.509216254199611,-0.17285107330441463,-0.2804038228632173,-0.14078344119438313,0.40166350464080836,0.13962038166883417
14,0,1,-y,False,0.22881243133639373,0.11050702115458932,0.509216254199611,-0.17285107330441463,-0.2804038228632173,-0.22585815974060708,0.40166350464080836,0.05454566312261022
14,1,1,y,False,0.5768518415888764,0.19558173970081327,0.509216254199611,-0.17285107330441463,0.06763558738926534,-0.14078344119438313,0.749702914893291,-0.20841902858364847
14,1,1,-y,True,0.5768518415888764,0.11050702115458932,0.509216254199611,-0.17285107330441463,0.06763558738926534,-0.22585815974060708,0.749702914893291,-0.2934937471298724
14,2,1,y,False,0.7157517967264084,0.19558173970081327,0.509216254199611,-0.17285107330441463,0.2065355425267974,-0.14078344119438313,0.888602870030823,-0.34731898372118053
14,2,1,-y,False,0.7157517967264084,0.11050702115458932,0.509216254199611,-0.17285107330441463,0.2065355425267974,-0.22585815974060708,0.888602870030823,-0.4323937022674045
15,0,2,y,False,0.023606913211835945,0.5698913683850151,0.18392273515193214,-0.17285107330441463,-0.1603158219400962,0.5588197065374976,0.19645798651625057,0.7191355284775938
15,0,2,-y,False,0.023606913211835945,0.4728538733158132,0.18392273515193214,-0.17285107330441463,-0.1603158219400962,0.4617822114682957,0.19645798651625057,0.6220980334083919
15,1,2,y,False,0.5457894925257847,0.5698913683850151,0.18392273515193214,-0.17285107330441463,0.36186675737385254,0.5588197065374976,0.7186405658301993,0.19695294916364503
15,1,2,-y,False,0.5457894925257847,0.4728538733158132,0.18392273515193214,-0.17285107330441463,0.36186675737385254,0.4617822114682957,0.7186405658301993,0.09991545409444313
15,2,2,y,False,0.8233256124873094,0.5698913683850151,0.18392273515193214,-0.17285107330441463,0.6394028773353773,0.5588197065374976,0.996176685791724,-0.08058317079787969
15,2,2,-y,True,0.8233256124873094,0.4728538733158132,0.18392273515193214,-0.17285107330441463,0.6394028773353773,0.4617822114682957,0.996176685791724,-0.17762066586708158
16,0,1,y,False,0.3923110120277187,0.17517347282895912,0.6534313865009116,-0.17285107330441463,-0.2611203744731929,-0.30540684036753785,0.5651620853321333,-0.04428646589434493
16,0,1,-y,False,0.3923110120277187,0.13280004804958878,0.6534313865009116,-0.17285107330441463,-0.2611203744731929,-0.3477802651469082,0.5651620853321333,-0.08665989067371527
16,1,1,y,True,0.47697410255482,0.17517347282895912,0.6534313865009116,-0.17285107330441463,-0.17645728394609161,-0.30540684036753785,0.6498251758592346,-0.12894955642144623
16,1,1,-y,False,0.47697410255482,0.13280004804958878,0.6534313865009116,-0.17285107330441463,-0.17645728394609161,-0.3477802651469082,0.6498251758592346,-0.17132298120081657
16,2,1,y,False,0.6990633573927596,0.17517347282895912,0.6534313865009116,-0.17285107330441463,0.045631970891848006,-0.30540684036753785,0.8719144306971742,-0.35103881125938585
16,2,1,-y,False,0.6990633573927596,0.13280004804958878,0.6534313865009116,-0.17285107330441463,0.045631970891848006,-0.3477802651469082,0.8719144306971742,-0.3934122360387562
17,0,0,y,False,0.8204497489484481,0.47172845931528684,0.10119110730779113,-0.17285107330441463,0.719258641640657,0.5433884253119103,0.9933008222528628,-0.17587021632874666
17,0,0,-y,True,0.8204497489484481,0.5738126696379311,0.10119110730779113,-0.17285107330441463,0.719258641640657,0.6454726356345546,0.9933008222528628,-0.07378600600610241
17,1,0,y,False,0.6991252244084194,0.47172845931528684,0.10119110730779113,-0.17285107330441463,0.5979341171006283,0.5433884253119103,0.871976297712834,-0.05454569178871793
17,1,0,-y,False,0.6991252244084194,0.5738126696379311,0.10119110730779113,-0.17285107330441463,0.5979341171006283,0.6454726356345546,0.871976297712834,0.04753851853392632
17,2,0,y,False,0.7630171706506417,0.47172845931528684,0.10119110730779113,-0.17285107330441463,0.6618260633428505,0.5433884253119103,0.9358682439550563,-0.1184376380309402
17,2,0,-y,False,0.7630171706506417,0.5738126696379311,0.10119110730779113,-0.17285107330441463,0.6618260633428505,0.6454726356345546,0.9358682439550563,-0.016353427708295953
18,0,0,y,False,0.6714133853676856,0.10433982280319753,0.6271525510498002,-0.17285107330441463,0.04426083431788541,-0.349961654942188,0.8442644586721002,-0.3942224892600734
18,0,0,-y,True,0.6714133853676856,0.20101893404627447,0.6271525510498002,-0.17285107330441463,0.04426083431788541,-0.2532825436991111,0.8442644586721002,-0.2975433780169965
18,1,0,y,False,0.008003787683563246,0.10433982280319753,0.6271525510498002,-0.17285107330441463,-0.6191487633662369,-0.349961654942188,0.18085486098797787,0.2691871084240489
18,1,0,-y,False,0.008003787683563246,0.20101893404627447,0.6271525510498002,-0.17285107330441463,-0.6191487633662369,-0.2532825436991111,0.18085486098797787,0.36586621966712585
18,2,0,y,False,0.4920256978349471,0.10433982280319753,0.6271525510498002,-0.17285107330441463,-0.13512685321485307,-0.349961654942188,0.6648767711393617,-0.21483480172733493
18,2,0,-y,False,0.4920256978349471,0.20101893404627447,0.6271525510498002,-0.17285107330441463,-0.13512685321485307,-0.2532825436991111,0.6648767711393617,-0.118155690484258
19,0,2,y,False,0.5072956021567734,0.4258403315946424,0.05101140283830574,-0.17285107330441463,0.45628419931846764,0.5476800020607513,0.680146675461188,0.09139580274228365
19,0,2,-y,False,0.5072956021567734,-0.2863029092727061,0.05101140283830574,-0.17285107330441463,0.45628419931846764,-0.1644632388065972,0.680146675461188,-0.6207474381250648
19,1,2,y,False,0.0017135211487584456,0.4258403315946424,0.05101140283830574,-0.17285107330441463,-0.049297881689547296,0.5476800020607513,0.17456459445317307,0.5969778837502986
19,1,2,-y,False,0.0017135211487584456,-0.2863029092727061,0.05101140283830574,-0.17285107330441463,-0.049297881689547296,-0.1644632388065972,0.17456459445317307,-0.1151653571170499
19,2,2,y,False,0.3569529012547008,0.4258403315946424,0.05101140283830574,-0.17285107330441463,0.30594149841639506,0.5476800020607513,0.5298039745591154,0.24173850364435623
19,2,2,-y,True,0.3569529012547008,-0.2863029092727061,0.05101140283830574,-0.17285107330441463,0.30594149841639506,-0.1644632388065972,0.5298039745591154,-0.47040473722299225
20,0,1,y,False,0.5950504420394367,0.10769514104264033,0.6869143627086611,-0.17285107330441463,-0.09186392066922444,-0.4063681483616062,0.7679015153438513,-0.31450422769238173
20,0,1,-y,False,0.5950504420394367,0.1980716332624297,0.6869143627086611,-0.17285107330441463,-0.09186392066922444,-0.3159916561418168,0.7679015153438513,-0.22412773547259235
20,1,1,y,False,0.7840738643884606,0.10769514104264033,0.6869143627086611,-0.17285107330441463,0.09715950167979948,-0.4063681483616062,0.9569249376928752,-0.5035276500414056
20,1,1,-y,True,0.7840738643884606,0.1980716332624297,0.6869143627086611,-0.17285107330441463,0.09715950167979948,-0.3159916561418168,0.9569249376928752,-0.41315115782161627
20,2,1,y,False,0.43827062271152784,0.10769514104264033,0.6869143627086611,-0.17285107330441463,-0.2486437399971333,-0.4063681483616062,0.6111216960159425,-0.15772440836447288
20,2,1,-y,False,0.43827062271152784,0.1980716332624297,0.6869143627086611,-0.17285107330441463,-0.2486437399971333,-0.3159916561418168,0.6111216960159425,-0.0673479161446835
21,0,1,y,False,0.1663380772076124,0.5136818334619875,0.22163073259172883,-0.17285107330441463,-0.05529265538411643,0.4649021741746733,0.339189150512027,0.5201948295587897
21,0,1,-y,False,0.1663380772076124,0.4056648562113736,0.22163073259172883,-0.17285107330441463,-0.05529265538411643,0.3568851969240594,0.339189150512027,0.41217785230817583
21,1,1,y,False,0.18987718859921188,0.5136818334619875,0.22163073259172883,-0.17285107330441463,-0.03175354399251695,0.4649021741746733,0.3627282619036265,0.49665571816719023
21,1,1,-y,True,0.18987718859921188,0.4056648562113736,0.22163073259172883,-0.17285107330441463,-0.03175354399251695,0.3568851969240594,0.3627282619036265,0.38863874091657635
21,2,1,y,False,0.6631486357764658,0.5136818334619875,0.22163073259172883,-0.17285107330441463,0.44151790318473694,0.4649021741746733,0.8359997090808804,0.02338427098993634
21,2,1,-y,False,0.6631486357764658,0.4056648562113736,0.22163073259172883,-0.17285107330441463,0.44151790318473694,0.3568851969240594,0.8359997090808804,-0.08463270626067754
22,0,1,y,False,0.6274759142315247,0.23899697013416699,0.5872162996066379,-0.17285107330441463,0.04025961462488681,-0.1753682561680563,0.8003269875359393,-0.2156278707929431
22,0,1,-y,False,0.6274759142315247,0.05831380971547162,0.5872162996066379,-0.17285107330441463,0.04025961462488681,-0.35605141658675166,0.8003269875359393,-0.39631103121163846
22,1,1,y,False,0.8140612416853372,0.23899697013416699,0.5872162996066379,-0.17285107330441463,0.22684494207869932,-0.1753682561680563,0.9869123149897518,-0.4022131982467556
22,1,1,-y,True,0.8140612416853372,0.05831380971547162,0.5872162996066379,-0.17285107330441463,0.22684494207869932,-0.35605141658675166,0.9869123149897518,-0.582896358665451
22,2,1,y,False,0.41523941467532666,0.23899697013416699,0.5872162996066379,-0.17285107330441463,-0.17197688493131125,-0.1753682561680563,0.5880904879797413,-0.0033913712367450444
22,2,1,-y,False,0.41523941467532666,0.05831380971547162,0.5872162996066379,-0.17285107330441463,-0.17197688493131125,-0.35605141658675166,0.5880904879797413,-0.1840745316554404
23,0,2,y,False,0.3050499211831976,0.010039019073985855,0.035492291589495295,-0.17285107330441463,0.26955762959370233,0.1473978007889052,0.47790099448761225,-0.12215982880479714
23,0,2,-y,False,0.3050499211831976,0.2744593761270977,0.035492291589495295,-0.17285107330441463,0.26955762959370233,0.41181815784201703,0.47790099448761225,0.1422605282483147
23,1,2,y,False,0.3902911730906169,0.010039019073985855,0.035492291589495295,-0.17285107330441463,0.3547988815011216,0.1473978007889052,0.5631422463950315,-0.2074010807122164
23,1,2,-y,False,0.3902911730906169,0.2744593761270977,0.035492291589495295,-0.17285107330441463,0.3547988815011216,0.41181815784201703,0.5631422463950315,0.05701927634089543
23,2,2,y,False,0.8046907809783193,0.010039019073985855,0.035492291589495295,-0.17285107330441463,0.769198489388824,0.1473978007889052,0.9775418542827339,-0.6218006885999188
23,2,2,-y,True,0.8046907809783193,0.2744593761270977,0.035492291589495295,-0.17285107330441463,0.769198489388824,0.41181815784201703,0.9775418542827339,-0.35738033154680693
24,0,2,y,False,0.7784789235808773,0.5189122914902669,0.7183667196698327,-0.17285107330441463,0.06011220391104466,-0.026603354875151197,0.951329996885292,-0.08671555878619586
24,0,2,-y,False,0.7784789235808773,0.38085321288245666,0.7183667196698327,-0.17285107330441463,0.06011220391104466,-0.1646624334829614,0.951329996885292,-0.22477463739400605
24,1,2,y,False,0.03623171883876353,0.5189122914902669,0.7183667196698327,-0.17285107330441463,-0.6821350008310691,-0.026603354875151197,0.20908279214317815,0.655531645955918
24,1,2,-y,False,0.03623171883876353,0.38085321288245666,0.7183667196698327,-0.17285107330441463,-0.6821350008310691,-0.1646624334829614,0.20908279214317815,0.5174725673481078
24,2,2,y,True,0.2221252422699962,0.5189122914902669,0.7183667196698327,-0.17285107330441463,-0.4962414773998365,-0.026603354875151197,0.3949763155744108,0.4696381225246853
24,2,2,-y,False,0.2221252422699962,0.38085321288245666,0.7183667196698327,-0.17285107330441463,-0.4962414773998365,-0.1646624334829614,0.3949763155744108,0.3315790439168751
25,0,0,y,True,0.05673392067124894,0.4155687717860843,0.31917396004425136,-0.17285107330441463,-0.2624400393730024,0.2692458850462476,0.22958499397566356,0.53168592441925
25,0,0,-y,False,0.05673392067124894,-0.25943779635279896,0.31917396004425136,-0.17285107330441463,-0.2624400393730024,-0.4057606830926357,0.22958499397566356,-0.14332064371963327
25,1,0,y,False,0.16374279021599136,0.4155687717860843,0.31917396004425136,-0.17285107330441463,-0.15543116982826,0.2692458850462476,0.336593863520406,0.4246770548745076
25,1,0,-y,False,0.16374279021599136,-0.25943779635279896,0.31917396004425136,-0.17285107330441463,-0.15543116982826,-0.4057606830926357,0.336593863520406,-0.2503295132643757
25,2,0,y,False,0.4340513874485481,0.4155687717860843,0.31917396004425136,-0.17285107330441463,0.11487742740429674,0.2692458850462476,0.6069024607529627,0.15436845764195084
25,2,0,-y,False,0.4340513874485481,-0.25943779635279896,0.31917396004425136,-0.17285107330441463,0.11487742740429674,-0.4057606830926357,0.6069024607529627,-0.5206381104969324
26,0,1,y,False,0.6207689035324222,0.10057099639470835,0.6775395575520236,-0.17285107330441463,-0.05677065401960135,-0.4041174878529006,0.7936199768368368,-0.34734683383329923
26,0,1,-y,False,0.6207689035324222,0.633064232886241,0.6775395575520236,-0.17285107330441463,-0.05677065401960135,0.1283757486386321,0.7936199768368368,0.18514640265823346
26,1,1,y,True,-0.027290371723012186,0.10057099639470835,0.6775395575520236,-0.17285107330441463,-0.7048299292750357,-0.4041174878529006,0.14556070158140244,0.30071244142213516
26,1,1,-y,False,-0.027290371723012186,0.633064232886241,0.6775395575520236,-0.17285107330441463,-0.7048299292750357,0.1283757486386321,0.14556070158140244,0.8332056779136678
26,2,1,y,False,0.3361897072315685,0.10057099639470835,0.6775395575520236,-0.17285107330441463,-0.34134985032045506,-0.4041174878529006,0.5090407805359831,-0.06276763753244552
26,2,1,-y,False,0.3361897072315685,0.633064232886241,0.6775395575520236,-0.17285107330441463,-0.34134985032045506,0.1283757486386321,0.5090407805359831,0.46972559895908716
27,0,0,y,True,0.19177826204877135,0.5049724251026078,0.1962881901749043,-0.17285107330441463,-0.004509928126132934,0.4815353082321181,0.364629335353186,0.48604523635825103
27,0,0,-y,False,0.19177826204877135,0.645075645527811,0.1962881901749043,-0.17285107330441463,-0.004509928126132934,0.6216385286573214,0.364629335353186,0.6261484567834543
27,1,0,y,False,0.0274216668876619,0.5049724251026078,0.1962881901749043,-0.17285107330441463,-0.1688665232872424,0.4815353082321181,0.20027274019207653,0.6504018315193605
27,1,0,-y,False,0.0274216668876619,0.645075645527811,0.1962881901749043,-0.17285107330441463,-0.1688665232872424,0.6216385286573214,0.20027274019207653,0.7905050519445638
27,2,0,y,False,0.41707842584541766,0.5049724251026078,0.1962881901749043,-0.17285107330441463,0.22079023567051337,0.4815353082321181,0.5899294991498323,0.26074507256160473
27,2,0,-y,False,0.41707842584541766,0.645075645527811,0.1962881901749043,-0.17285107330441463,0.22079023567051337,0.6216385286573214,0.5899294991498323,0.400848292986808
28,0,2,y,False,0.3842378918214706,0.6256788858885898,0.7082206283429855,-0.17285107330441463,-0.3239827365215149,0.09030933085001891,0.5570889651258852,0.4142920673715338
