puzzle,log2_sqrt_x,log2_sqrt_y,E_x,E_y,E_x_wrapped,E_y_wrapped,delta_x,delta_y,neg_frac_delta_y
16,127.64982517585923,127.52087561943779,0.47697410255482,0.17517347282895912,0.47697410255482,0.17517347282895912,0.695876970749613,0.824826527171052,-0.824826527171052
17,126.99330082225286,126.91951481624676,0.8204497489484481,0.5738126696379311,-0.17955025105155187,-0.4261873303620689,1.352401324355983,1.4261873303620851,-0.4261873303620851
18,125.8442644586721,127.5467210806551,0.6714133853676856,0.20101893404627447,-0.3285866146323144,0.20101893404627447,2.5014376879367366,0.7989810659537322,-0.7989810659537322
19,127.52980397455912,127.05939923733612,0.3569529012547008,-0.2863029092727061,0.3569529012547008,-0.2863029092727061,0.8158981720497255,1.2863029092727203,-0.2863029092727203
20,126.95692493769288,127.54377377987126,0.7840738643884606,0.1980716332624297,-0.2159261356115394,0.1980716332624297,1.388777208915961,0.801928366737587,-0.801928366737587
21,126.36272826190363,126.7513670028202,0.18987718859921188,0.4056648562113736,0.18987718859921188,0.4056648562113736,1.9829738847052183,1.5943351437886422,-0.5943351437886422
22,126.98691231498975,127.4040159563243,0.8140612416853372,0.05831380971547162,-0.18593875831466278,0.05831380971547162,1.358789831619095,0.9416861902845344,-0.9416861902845344
23,127.97754185428273,127.62016152273593,0.8046907809783193,0.2744593761270977,-0.19530921902168075,0.2744593761270977,0.36816029232610925,0.7255406238729192,-0.7255406238729192
24,127.39497631557441,127.8646144380991,0.2221252422699962,0.5189122914902669,0.2221252422699962,-0.48108770850973315,0.9507258310344272,0.4810877085097524,-0.4810877085097524
25,125.22958499397566,127.76127091839491,0.05673392067124894,0.4155687717860843,0.05673392067124894,0.4155687717860843,3.1161171526331732,0.5844312282139272,-0.5844312282139272
26,127.1455607015814,125.44627314300354,-0.027290371723012186,0.10057099639470835,-0.027290371723012186,0.10057099639470835,1.2001414450274384,2.899429003605297,-0.899429003605297
27,126.36462933535319,124.85067457171144,0.19177826204877135,0.5049724251026078,0.19177826204877135,-0.49502757489739224,1.9810728112556613,3.4950275748974042,-0.49502757489740423
28,127.93487379579878,125.65791235635204,0.7620227224943648,0.31221020974321334,-0.23797727750563524,0.31221020974321334,0.4108283508100614,2.6877897902567978,-0.6877897902567978
29,127.3818872366534,127.9706273329385,0.20903616334898345,0.6249251863296763,0.20903616334898345,-0.3750748136703237,0.9638149099554483,0.37507481367034173,-0.37507481367034173
30,125.85887581632801,127.73295124095651,0.6860247430235944,0.3872490943476805,-0.3139752569764056,0.3872490943476805,2.486826330280831,0.6127509056523379,-0.6127509056523379
31,127.54299429925588,127.04816953049792,0.3701432259514661,-0.29753261611091375,0.3701432259514661,-0.29753261611091375,0.8027078473529616,1.297532616110923,-0.2975326161109231
32,125.64429140689558,127.15928910024374,0.4714403335911612,-0.18641304636508949,0.4714403335911612,-0.18641304636508949,2.701410739713263,1.1864130463651028,-0.1864130463651028
33,127.67584344952192,125.0154558657696,0.5029923762175059,-0.33024628083923346,-0.4970076237824941,-0.33024628083923346,0.6698586970869239,3.3302462808392437,-0.3302462808392437
34,126.96377857427521,127.82189011166821,0.7909275009707954,0.4761879650593812,-0.20907249902920455,0.4761879650593812,1.3819235723336307,0.5238120349406381,-0.5238120349406381
35,127.97317993355335,127.58430067861488,0.8003288602489391,0.2385985320060513,-0.19967113975106088,0.2385985320060513,0.37252221305549027,0.7614014679939662,-0.7614014679939662
36,127.74554206865065,127.3913669234081,0.5726909953462354,0.04566477679927061,-0.42730900465376465,0.04566477679927061,0.6001600779581946,0.9543352232007436,-0.9543352232007436
37,127.48388364500168,127.30195373686968,0.31103257169726817,-0.04374840973915184,0.31103257169726817,-0.04374840973915184,0.8618185016071627,1.0437484097391656,-0.043748409739165606
38,127.79390168244178,126.90024729053853,0.6210506091373702,0.5545451439297011,-0.3789493908626298,-0.4454548560702989,0.5518004641670525,1.4454548560703127,-0.44545485607031265
39,126.75338939221305,126.87409722704517,0.580538318908637,0.52839508043634,-0.41946168109136295,-0.47160491956366,1.5923127543957831,1.4716049195636725,-0.47160491956367245
40,127.67408121966929,127.47495124099923,0.5012301463648754,0.12924909439040277,-0.4987698536351246,0.12924909439040277,0.6716209269395504,0.8707509056096164,-0.8707509056096164
41,127.74329026552805,127.63522451396338,0.5704391922236312,0.28952236735455017,-0.42956080777636885,0.28952236735455017,0.6024118810807952,0.7104776326454592,-0.7104776326454592
42,127.94977893514664,126.6732510096612,0.7769278618422248,0.3275488630523711,-0.22307213815777516,0.3275488630523711,0.3959232114621986,1.672451136947645,-0.6724511369476449
43,127.68836752532391,127.81691566897541,0.5155164520194973,0.47121352236658254,-0.48448354798050275,0.47121352236658254,0.6573346212849331,0.5287864776334241,-0.5287864776334241
44,127.2794026267377,127.4479276844378,0.1065515534332917,0.10222553782897137,0.1065515534332917,0.10222553782897137,1.066299519871129,0.8977744621710353,-0.8977744621710353
45,127.39585461945565,127.70725256388663,0.22300354615123297,0.36155041727779746,0.22300354615123297,0.36155041727779746,0.9498475271531939,0.6384495827222176,-0.6384495827222176
46,127.99243760830544,127.66104125868412,0.8195865350010223,0.31533911207529286,-0.1804134649989777,0.31533911207529286,0.3532645383034029,0.6846608879247215,-0.6846608879247215
47,126.92990031422778,127.79378444285392,0.7570492409233651,0.4480822962450901,-0.24295075907663488,0.4480822962450901,1.4158018323810575,0.5519177037549283,-0.5519177037549283
48,127.59365472556806,127.2662088477776,0.42080365226364336,-0.07949329883122402,0.42080365226364336,-0.07949329883122402,0.7520474210407845,1.0794932988312431,-0.07949329883124312
49,127.23879714626197,127.7726337295042,0.0659460729575585,0.4269315828953637,0.0659460729575585,0.4269315828953637,1.106905000346873,0.5730684171046428,-0.5730684171046428
50,127.96665231012436,127.93900134847111,0.7938012368199452,0.5932992018622798,-0.2061987631800548,-0.4067007981377202,0.3790498364844801,0.40670079813773885,-0.40670079813773885
51,127.56682007541755,127.50591619927724,0.39396900211313834,0.16021405266840816,0.39396900211313834,0.16021405266840816,0.7788820711912888,0.8397859473316094,-0.8397859473316094
53,125.98486606649357,127.33103850572621,0.8120149931891518,-0.014663640882616846,-0.18798500681084818,-0.014663640882616846,2.3608360801152815,1.0146636408826324,-0.01466364088263239
54,127.11398540014805,123.28875334910595,-0.05886567315636171,-0.05694879750288351,-0.05886567315636171,-0.05694879750288351,1.2317167464607948,5.056948797502895,-0.056948797502895054
55,127.53108744061511,125.93902560319754,0.3582363673106954,0.5933234565887062,0.3582363673106954,-0.4066765434112938,0.8146147059937311,2.4066765434113013,-0.40667654341130133
56,126.9906808640824,127.90382430940863,0.8178297907779921,0.5581221627998048,-0.18217020922200788,-0.44187783720019524,1.3550212825264358,0.4418778372002126,-0.4418778372002126
57,127.68373513774922,127.40169630638765,0.5108840644448094,0.05599415977881961,-0.4891159355551906,0.05599415977881961,0.6619670088596155,0.9440058402211939,-0.9440058402211939
58,126.05794110368471,127.18138405516075,-0.11490996961970268,-0.16431809144808085,-0.11490996961970268,-0.16431809144808085,2.2877610429241257,1.1643180914480917,-0.16431809144809173
59,127.01285048505454,125.84863956142556,-0.16000058824987207,0.5029374148167278,-0.16000058824987207,-0.4970625851832722,1.3328516615542996,2.49706258518328,-0.49706258518328017
60,127.09399554107603,127.85223535881977,-0.07885553222838837,0.5065332122109396,-0.07885553222838837,-0.4934667877890604,1.2517066055328112,0.4934667877890796,-0.4934667877890796
61,127.10122340967293,127.86272032822725,-0.07162766363148876,0.5170181816184254,-0.07162766363148876,-0.4829818183815746,1.2444787369359176,0.48298181838158116,-0.48298181838158116
62,126.5667642499598,126.96758571682815,0.3939131766553885,0.6218835702193246,0.3939131766553885,-0.3781164297806754,1.7789378966490328,1.3781164297806894,-0.3781164297806894
63,127.3356644470452,127.2467858781845,0.1628133737407893,-0.09891626842433254,0.1628133737407893,-0.09891626842433254,1.0100376995636313,1.0989162684243483,-0.09891626842434831
64,126.00106809527816,127.17130685104945,-0.17178297802625764,-0.17439529555937838,-0.17178297802625764,-0.17439529555937838,2.34463405133068,1.1743952955593935,-0.17439529555939348
65,126.79441864258398,127.91490803814204,0.6215675692795628,0.5692058915332154,-0.3784324307204372,-0.43079410846678456,1.5512835040248676,0.43079410846680294,-0.43079410846680294
66,127.15084607859627,127.47300495286092,-0.022004994708140657,0.12730280625208934,-0.022004994708140657,0.12730280625208934,1.1948560680125697,0.8726971937479294,-0.8726971937479294
67,126.09005132031677,127.95428081077964,-0.08279975298763986,0.6085786641708069,-0.08279975298763986,-0.39142133582919314,2.2556508262920647,0.39142133582920374,-0.39142133582920374
68,126.49719298774163,125.98065680840652,0.3243419144372126,0.6349546617976927,0.3243419144372126,-0.36504533820230733,1.8485091588672127,2.3650453382023264,-0.36504533820232643
69,127.12083068724715,127.85983957495696,-0.052020386057265,0.5141374283481355,-0.052020386057265,-0.4858625716518645,1.2248714593616867,0.4858625716518791,-0.4858625716518791
70,127.58946005541608,127.8747464635018,0.4166089821116685,0.5290443168929642,0.4166089821116685,-0.47095568310703584,0.7562420911927625,0.47095568310704705,-0.47095568310704705
75,127.41909331272176,127.63844742478024,0.24624223941734158,0.2927452781714095,0.24624223941734158,0.2927452781714095,0.9266088338870802,0.7072547218286098,-0.7072547218286098
80,127.48904736083581,127.31000798734244,0.3161962875313975,-0.03569415926638442,0.3161962875313975,-0.03569415926638442,0.8566547857730321,1.0356941592664024,-0.0356941592664024
85,126.69214506518695,125.904233634523,0.5192939918825346,0.5585314879141663,-0.48070600811746544,-0.4414685120858337,1.6535570814218903,2.4414685120858426,-0.4414685120858426
90,127.26351673292028,127.69738859437095,0.09066565961586548,0.35168644776211977,0.09066565961586548,0.35168644776211977,1.082185413688568,0.6483135522378944,-0.6483135522378944
95,127.61670400524609,127.65034501224847,0.4438529319416773,0.30464286563963583,0.4438529319416773,0.30464286563963583,0.7289981413627513,0.6953571343603698,-0.6953571343603698
100,127.8572064719053,127.5401877183349,0.6843553986008857,0.1944855717260765,-0.3156446013991143,0.1944855717260765,0.48849567470354716,0.8055144282739368,-0.8055144282739368
105,127.78099905052046,125.16475843762571,0.6081479772160492,-0.18094370898312206,-0.3918520227839508,-0.18094370898312206,0.5647030960883841,3.180943708983132,-0.18094370898313183
110,125.63087719620064,124.77666828270986,0.45802612289622857,0.4309661361010342,0.45802612289622857,0.4309661361010342,2.714824950408194,3.5690338638989814,-0.5690338638989814
115,127.09317618289269,127.34282484182997,-0.07967489041172371,-0.0028773047788632766,-0.07967489041172371,-0.0028773047788632766,1.2525259637161534,1.0028773047788693,-0.002877304778869272
120,127.84574630674831,126.7147900864503,0.6728952334438958,0.3690879398414637,-0.3271047665561042,0.3690879398414637,0.4999558398605321,1.63091206015855,-0.6309120601585501
125,126.84240826720198,126.6980474011259,0.6695571938975604,0.35234525451707555,-0.3304428061024396,0.35234525451707555,1.5032938794068667,1.6476547454829418,-0.6476547454829418
130,127.3164051286855,127.73164453037319,0.14355405538108812,0.38594238376435896,0.14355405538108812,0.38594238376435896,1.0292970179233445,0.6140576162356485,-0.6140576162356485
