puzzle,idx,frac_target,anchor,d,d_bits,band_frac,offset_from_anchor,is_true_d,k_bits,rx_match,ry_match,lined_up,formula_roundtrip
130,60,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706999196,130,0.494849,-2516580,False,256,False,False,False,True
130,61,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712116242,130,0.494849,2600466,False,254,False,False,False,True
130,62,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706915310,130,0.494849,-2600466,False,256,False,False,False,True
130,63,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712200128,130,0.494849,2684352,False,256,False,False,False,True
130,64,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706831424,130,0.494849,-2684352,False,252,False,False,False,True
130,65,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712284014,130,0.494849,2768238,False,256,False,False,False,True
130,66,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706747538,130,0.494849,-2768238,False,255,False,False,False,True
130,67,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712367900,130,0.494849,2852124,False,256,False,False,False,True
130,68,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706663652,130,0.494849,-2852124,False,255,False,False,False,True
130,69,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712451786,130,0.494849,2936010,False,255,False,False,False,True
130,70,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706579766,130,0.494849,-2936010,False,256,False,False,False,True
130,71,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712535672,130,0.494849,3019896,False,254,False,False,False,True
130,72,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706495880,130,0.494849,-3019896,False,256,False,False,False,True
130,73,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712619558,130,0.494849,3103782,False,256,False,False,False,True
130,74,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706411994,130,0.494849,-3103782,False,253,False,False,False,True
130,75,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712703444,130,0.494849,3187668,False,256,False,False,False,True
130,76,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706328108,130,0.494849,-3187668,False,255,False,False,False,True
130,77,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712787330,130,0.494849,3271554,False,256,False,False,False,True
130,78,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706244222,130,0.494849,-3271554,False,255,False,False,False,True
130,79,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712871216,130,0.494849,3355440,False,255,False,False,False,True
130,80,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706160336,130,0.494849,-3355440,False,256,False,False,False,True
130,81,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959712955102,130,0.494849,3439326,False,254,False,False,False,True
130,82,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959706076450,130,0.494849,-3439326,False,256,False,False,False,True
130,83,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713038988,130,0.494849,3523212,False,256,False,False,False,True
130,84,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959705992564,130,0.494849,-3523212,False,253,False,False,False,True
130,85,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713122874,130,0.494849,3607098,False,256,False,False,False,True
130,86,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959705908678,130,0.494849,-3607098,False,255,False,False,False,True
130,87,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713206760,130,0.494849,3690984,False,256,False,False,False,True
130,88,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959705824792,130,0.494849,-3690984,False,255,False,False,False,True
130,89,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713290646,130,0.494849,3774870,False,255,False,False,False,True
130,90,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959705740906,130,0.494849,-3774870,False,256,False,False,False,True
130,91,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713374532,130,0.494849,3858756,False,254,False,False,False,True
130,92,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959705657020,130,0.494849,-3858756,False,256,False,False,False,True
130,93,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713458418,130,0.494849,3942642,False,256,False,False,False,True
130,94,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959705573134,130,0.494849,-3942642,False,253,False,False,False,True
130,95,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713542304,130,0.494849,4026528,False,256,False,False,False,True
130,96,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959705489248,130,0.494849,-4026528,False,255,False,False,False,True
130,97,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713626190,130,0.494849,4110414,False,256,False,False,False,True
130,98,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959705405362,130,0.494849,-4110414,False,256,False,False,False,True
130,99,0.58,1017341681030975397897345023959709515776,1017341681030975397897345023959713710076,130,0.494849,4194300,False,255,False,False,False,True
135,0,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704504832,135,0.494849,0,False,256,False,False,False,True
135,1,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704588718,135,0.494849,83886,False,255,False,False,False,True
135,2,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704420946,135,0.494849,-83886,False,256,False,False,False,True
135,3,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704672604,135,0.494849,167772,False,254,False,False,False,True
135,4,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704337060,135,0.494849,-167772,False,256,False,False,False,True
135,5,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704756490,135,0.494849,251658,False,253,False,False,False,True
135,6,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704253174,135,0.494849,-251658,False,256,False,False,False,True
135,7,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704840376,135,0.494849,335544,False,256,False,False,False,True
135,8,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704169288,135,0.494849,-335544,False,253,False,False,False,True
135,9,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704924262,135,0.494849,419430,False,256,False,False,False,True
135,10,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704085402,135,0.494849,-419430,False,254,False,False,False,True
135,11,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705008148,135,0.494849,503316,False,256,False,False,False,True
135,12,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710704001516,135,0.494849,-503316,False,255,False,False,False,True
135,13,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705092034,135,0.494849,587202,False,256,False,False,False,True
135,14,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703917630,135,0.494849,-587202,False,255,False,False,False,True
135,15,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705175920,135,0.494849,671088,False,255,False,False,False,True
135,16,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703833744,135,0.494849,-671088,False,256,False,False,False,True
135,17,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705259806,135,0.494849,754974,False,255,False,False,False,True
135,18,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703749858,135,0.494849,-754974,False,256,False,False,False,True
135,19,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705343692,135,0.494849,838860,False,254,False,False,False,True
135,20,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703665972,135,0.494849,-838860,False,256,False,False,False,True
135,21,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705427578,135,0.494849,922746,False,248,False,False,False,True
135,22,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703582086,135,0.494849,-922746,False,252,False,False,False,True
135,23,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705511464,135,0.494849,1006632,False,256,False,False,False,True
135,24,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703498200,135,0.494849,-1006632,False,254,False,False,False,True
135,25,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705595350,135,0.494849,1090518,False,256,False,False,False,True
135,26,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703414314,135,0.494849,-1090518,False,255,False,False,False,True
135,27,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705679236,135,0.494849,1174404,False,256,False,False,False,True
135,28,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703330428,135,0.494849,-1174404,False,255,False,False,False,True
135,29,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705763122,135,0.494849,1258290,False,255,False,False,False,True
135,30,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703246542,135,0.494849,-1258290,False,256,False,False,False,True
135,31,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705847008,135,0.494849,1342176,False,255,False,False,False,True
135,32,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703162656,135,0.494849,-1342176,False,256,False,False,False,True
135,33,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710705930894,135,0.494849,1426062,False,254,False,False,False,True
135,34,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710703078770,135,0.494849,-1426062,False,256,False,False,False,True
135,35,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706014780,135,0.494849,1509948,False,252,False,False,False,True
135,36,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702994884,135,0.494849,-1509948,False,250,False,False,False,True
135,37,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706098666,135,0.494849,1593834,False,256,False,False,False,True
135,38,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702910998,135,0.494849,-1593834,False,254,False,False,False,True
135,39,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706182552,135,0.494849,1677720,False,256,False,False,False,True
135,40,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702827112,135,0.494849,-1677720,False,255,False,False,False,True
135,41,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706266438,135,0.494849,1761606,False,256,False,False,False,True
135,42,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702743226,135,0.494849,-1761606,False,255,False,False,False,True
135,43,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706350324,135,0.494849,1845492,False,255,False,False,False,True
135,44,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702659340,135,0.494849,-1845492,False,256,False,False,False,True
135,45,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706434210,135,0.494849,1929378,False,255,False,False,False,True
135,46,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702575454,135,0.494849,-1929378,False,256,False,False,False,True
135,47,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706518096,135,0.494849,2013264,False,254,False,False,False,True
135,48,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702491568,135,0.494849,-2013264,False,256,False,False,False,True
135,49,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706601982,135,0.494849,2097150,False,253,False,False,False,True
135,50,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702407682,135,0.494849,-2097150,False,256,False,False,False,True
135,51,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706685868,135,0.494849,2181036,False,256,False,False,False,True
135,52,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702323796,135,0.494849,-2181036,False,253,False,False,False,True
135,53,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706769754,135,0.494849,2264922,False,256,False,False,False,True
135,54,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702239910,135,0.494849,-2264922,False,255,False,False,False,True
135,55,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706853640,135,0.494849,2348808,False,256,False,False,False,True
135,56,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702156024,135,0.494849,-2348808,False,255,False,False,False,True
135,57,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710706937526,135,0.494849,2432694,False,256,False,False,False,True
135,58,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710702072138,135,0.494849,-2432694,False,256,False,False,False,True
135,59,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707021412,135,0.494849,2516580,False,255,False,False,False,True
135,60,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701988252,135,0.494849,-2516580,False,256,False,False,False,True
135,61,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707105298,135,0.494849,2600466,False,254,False,False,False,True
135,62,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701904366,135,0.494849,-2600466,False,256,False,False,False,True
135,63,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707189184,135,0.494849,2684352,False,253,False,False,False,True
135,64,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701820480,135,0.494849,-2684352,False,256,False,False,False,True
135,65,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707273070,135,0.494849,2768238,False,256,False,False,False,True
135,66,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701736594,135,0.494849,-2768238,False,253,False,False,False,True
135,67,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707356956,135,0.494849,2852124,False,256,False,False,False,True
135,68,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701652708,135,0.494849,-2852124,False,254,False,False,False,True
135,69,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707440842,135,0.494849,2936010,False,256,False,False,False,True
135,70,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701568822,135,0.494849,-2936010,False,255,False,False,False,True
135,71,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707524728,135,0.494849,3019896,False,256,False,False,False,True
135,72,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701484936,135,0.494849,-3019896,False,256,False,False,False,True
135,73,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707608614,135,0.494849,3103782,False,255,False,False,False,True
135,74,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701401050,135,0.494849,-3103782,False,256,False,False,False,True
135,75,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707692500,135,0.494849,3187668,False,255,False,False,False,True
135,76,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701317164,135,0.494849,-3187668,False,256,False,False,False,True
135,77,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707776386,135,0.494849,3271554,False,254,False,False,False,True
135,78,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701233278,135,0.494849,-3271554,False,256,False,False,False,True
135,79,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707860272,135,0.494849,3355440,False,256,False,False,False,True
135,80,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701149392,135,0.494849,-3355440,False,252,False,False,False,True
135,81,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710707944158,135,0.494849,3439326,False,256,False,False,False,True
135,82,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710701065506,135,0.494849,-3439326,False,254,False,False,False,True
135,83,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708028044,135,0.494849,3523212,False,256,False,False,False,True
135,84,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710700981620,135,0.494849,-3523212,False,255,False,False,False,True
135,85,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708111930,135,0.494849,3607098,False,256,False,False,False,True
135,86,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710700897734,135,0.494849,-3607098,False,255,False,False,False,True
135,87,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708195816,135,0.494849,3690984,False,255,False,False,False,True
135,88,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710700813848,135,0.494849,-3690984,False,256,False,False,False,True
135,89,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708279702,135,0.494849,3774870,False,255,False,False,False,True
135,90,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710700729962,135,0.494849,-3774870,False,256,False,False,False,True
135,91,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708363588,135,0.494849,3858756,False,254,False,False,False,True
135,92,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710700646076,135,0.494849,-3858756,False,256,False,False,False,True
135,93,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708447474,135,0.494849,3942642,False,251,False,False,False,True
135,94,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710700562190,135,0.494849,-3942642,False,251,False,False,False,True
135,95,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708531360,135,0.494849,4026528,False,256,False,False,False,True
135,96,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710700478304,135,0.494849,-4026528,False,254,False,False,False,True
135,97,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708615246,135,0.494849,4110414,False,256,False,False,False,True
135,98,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710700394418,135,0.494849,-4110414,False,255,False,False,False,True
135,99,0.58,32554933792991212732715040766710704504832,32554933792991212732715040766710708699132,135,0.494849,4194300,False,256,False,False,False,True
140,0,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544154624,140,0.494849,0,False,255,False,False,False,True
140,1,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544238510,140,0.494849,83886,False,256,False,False,False,True
140,2,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544070738,140,0.494849,-83886,False,256,False,False,False,True
140,3,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544322396,140,0.494849,167772,False,254,False,False,False,True
140,4,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543986852,140,0.494849,-167772,False,255,False,False,False,True
140,5,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544406282,140,0.494849,251658,False,256,False,False,False,True
140,6,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543902966,140,0.494849,-251658,False,256,False,False,False,True
140,7,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544490168,140,0.494849,335544,False,254,False,False,False,True
140,8,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543819080,140,0.494849,-335544,False,255,False,False,False,True
140,9,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544574054,140,0.494849,419430,False,256,False,False,False,True
140,10,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543735194,140,0.494849,-419430,False,256,False,False,False,True
140,11,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544657940,140,0.494849,503316,False,254,False,False,False,True
140,12,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543651308,140,0.494849,-503316,False,255,False,False,False,True
140,13,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544741826,140,0.494849,587202,False,256,False,False,False,True
140,14,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543567422,140,0.494849,-587202,False,251,False,False,False,True
140,15,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544825712,140,0.494849,671088,False,253,False,False,False,True
140,16,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543483536,140,0.494849,-671088,False,256,False,False,False,True
140,17,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544909598,140,0.494849,754974,False,256,False,False,False,True
140,18,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543399650,140,0.494849,-754974,False,253,False,False,False,True
140,19,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742544993484,140,0.494849,838860,False,250,False,False,False,True
140,20,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543315764,140,0.494849,-838860,False,256,False,False,False,True
140,21,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742545077370,140,0.494849,922746,False,255,False,False,False,True
140,22,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543231878,140,0.494849,-922746,False,254,False,False,False,True
140,23,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742545161256,140,0.494849,1006632,False,256,False,False,False,True
140,24,0.58,1041757881375718807446881304534742544154624,1041757881375718807446881304534742543147992,140,0.494849,-1006632,False,256,False,False,False,True
