n,d,d_hex,offset_bits,gap_bits,row,ec_hit,source
135,31010030163312675844875306591345841520038,0000000000000000000000000000005b215a9118fccc0818f1f313d88163bda6,134,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (dy_mod mod LO)
135,26185365518889837863881277662133832446038,0000000000000000000000000000004cf3adf4ac64617411bd7a4bca702cf056,134,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (dy residue (shelf_y^3 mod LO))
135,30813630445862753630782067067078093725886,0000000000000000000000000000005a8d995b6ab44fd0ee69267a8b281e60be,134,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (d3 residue (shelf3^3 mod LO))
135,31555214318705735702687228502948652721392,0000000000000000000000000000005cbb81373e5b184faaed491972f3af24f0,134,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (C_plus1 - C_floor)
135,31555214318705735702687228502948652721390,0000000000000000000000000000005cbb81373e5b184faaed491972f3af24ee,134,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (C_minus1 - C_floor)
135,43123722579314463666459528884871362920769,0000000000000000000000000000007ebaaedce6af48a03bbfd25e8cd0364141,133,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + ((N-GAP) mod LO)
135,22103053397932083503726040364239235542895,00000000000000000000000000000040f47d3d7a41cc98633bb882e4023b6f6f,133,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (cube lift - shelf (d2))
135,42814559093037141251406788315395772070863,0000000000000000000000000000007dd218242c593781437bdd6118346f3bcf,133,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (cube lift - shelf (d3))
135,26730549674282897721693199573736643647391,0000000000000000000000000000004e8dd49ad1c2adbba3b8d05164e278579f,134,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (cube lift - shelf (dy))
135,32595485694239305325148191855805704275055,0000000000000000000000000000005fca1e31ee04bf1e3bd362ad0c0b09846f,134,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (matrix t0 col2-col1)
135,23076356848884118918689998050339702657423,00000000000000000000000000000043d0b8aa90389cfa1512ec9e8629d3518f,133,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (matrix t1 col2-col1)
135,31614012784428728684103933937895963612927,0000000000000000000000000000005ce7bd636cb07bd8c9a1b6d7da57ebd6ff,134,133,2,False,align:shelf3 (LO+(L3-L1 mod LO)) + (matrix t2 col2-col1)
135,42465774655094003607688105928060708663662,0000000000000000000000000000007ccbb2b3b5436770dc0953f4cb1b69316e,133,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (dy_mod mod LO)
135,25961657192668413804914869108288746008696,0000000000000000000000000000004c4b614ca0bc675b7746239c713495b078,134,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (d2 residue (shelf2^3 mod LO))
135,42269374937644081393594866403792960869510,0000000000000000000000000000007c37f17e06faeb39b180875b7dc223d486,133,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (d3 residue (shelf3^3 mod LO))
135,43010958810487063465500027839663519865016,0000000000000000000000000000007e65d959daa1b3b86e04a9fa658db498b8,133,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (C_plus1 - C_floor)
135,43010958810487063465500027839663519865014,0000000000000000000000000000007e65d959daa1b3b86e04a9fa658db498b6,133,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (C_minus1 - C_floor)
135,28284843869198939407656101645092899808301,000000000000000000000000000000531f26c72b0f68168b1649bc308314642d,134,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (shelf_y - shelf2)
135,32801395588155729767616353345953064531209,000000000000000000000000000000606506ff82f5e408fed7333f7f6a3bb509,134,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + ((N-GAP) mod LO)
135,33558797889713411266538839700954102686519,000000000000000000000000000000629ed5601688680126531963d69c40e337,134,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (cube lift - shelf (d2))
135,32492232101878407352563612776477473681303,0000000000000000000000000000005f7c7046c89fd2ea06933e420ace74af97,134,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (cube lift - shelf (d3))
135,22273158703080571426305016316887405885495,000000000000000000000000000000417476548a4b5a86feeac38dfea50ef837,133,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (matrix t0 col2-col1)
135,34532101340665446681502797387054569801047,000000000000000000000000000000657b10cd2c7f3862d82a4d7f78c3d8c557,134,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (matrix t1 col2-col1)
135,43069757276210056446916733274610830756551,0000000000000000000000000000007e92158608f717418cb917b8ccf1f14ac7,133,133,2,False,align:shelf_y (LO+(lambda_yN-L1 mod LO)) + (matrix t2 col2-col1)
135,29244584435630977548334441241072358980494,00000000000000000000000000000055f12e166b444325c994b3fcc0f63cfb8e,134,133,2,False,align:C_floor (shelf v0) + (L2-L1 mod LO)
135,32437937182546584850957661178085393991163,0000000000000000000000000000005f53977495375cc0d29be8a4feb94285fb,134,133,2,False,align:C_floor (shelf v0) + (L3-L2 mod LO)
135,24840796485501587389333690585420037313340,000000000000000000000000000000490023611f6b5c1b238ef2dd995197533c,133,133,2,False,align:C_floor (shelf v0) + (L3-L1 mod LO)
135,31471876332860077171152460992922895382964,0000000000000000000000000000005c7ccee74f198cefdf71daf67dda65f9b4,134,133,2,False,align:C_floor (shelf v0) + (dy residue (shelf_y^3 mod LO))
135,41570494997797387011029227977996107335182,0000000000000000000000000000007a2a2a1ca72af76e81e323663204c9460e,133,133,2,False,align:C_floor (shelf v0) + (d2 residue (shelf2^3 mod LO))
135,22115610191387850952114485639167095601603,00000000000000000000000000000040fdef97317df82995b34985f15347f9c3,133,133,2,False,align:C_floor (shelf v0) + (shelf_y - shelf2)
135,26632161910344641312074737340027260324511,0000000000000000000000000000004e43cfcf8964741c09743309403a6f4a9f,134,133,2,False,align:C_floor (shelf v0) + ((N-GAP) mod LO)
135,27389564211902322810997223695028298479821,000000000000000000000000000000507d9e301cf6f81430f0192d976c7478cd,134,133,2,False,align:C_floor (shelf v0) + (cube lift - shelf (d2))
135,26322998424067318897021996770551669474605,0000000000000000000000000000004d5b3916cf0e62fd11303e0bcb9ea8452d,134,133,2,False,align:C_floor (shelf v0) + (cube lift - shelf (d3))
135,32017060488253137028964382904525706584317,0000000000000000000000000000005e16f58d7477d937716d30fc184cb160fd,134,133,2,False,align:C_floor (shelf v0) + (cube lift - shelf (dy))
135,28362867662854358225961181381128765594349,0000000000000000000000000000005359d99d32edc875e2c74d4939940c5aed,134,133,2,False,align:C_floor (shelf v0) + (matrix t1 col2-col1)
135,35835898202387613466213192748579613357309,000000000000000000000000000000694feef1757f116d912f2d67291d44b4fd,134,133,2,False,align:C_floor (cube1 v1)
135,28238757505342616004589222155914256679486,00000000000000000000000000000052fc7addffb310c7e222379fc3b599823e,134,133,2,False,align:C_floor (cube1 v1) + (L2-L1 mod LO)
135,31432110252258223307212442092927291690155,0000000000000000000000000000005c5ee43c29a62a62eb296c4801789f0cab,134,133,2,False,align:C_floor (cube1 v1) + (L3-L2 mod LO)
135,23834969555213225845588471500261935012332,000000000000000000000000000000460b7028b3da29bd3c1c76809c10f3d9ec,133,133,2,False,align:C_floor (cube1 v1) + (L3-L1 mod LO)
135,35290714046994553608401270836976802155956,00000000000000000000000000000067b5c84b5020c525ff33d7618eaaf94db4,134,133,2,False,align:C_floor (cube1 v1) + (dy_mod mod LO)
135,30466049402571715627407241907764793081956,00000000000000000000000000000059881baee3885a91f7ff5e998099c28064,134,133,2,False,align:C_floor (cube1 v1) + (dy residue (shelf_y^3 mod LO))
135,40564668067509025467284008892838005034174,000000000000000000000000000000773576e43b99c5109a70a70934c425ccbe,132,133,2,False,align:C_floor (cube1 v1) + (d2 residue (shelf2^3 mod LO))
135,35094314329544631394308031312709054361804,00000000000000000000000000000067220715a1d848eed4ab0ac84151b3f0cc,134,133,2,False,align:C_floor (cube1 v1) + (d3 residue (shelf3^3 mod LO))
135,35835898202387613466213192748579613357310,000000000000000000000000000000694feef1757f116d912f2d67291d44b4fe,134,133,2,False,align:C_floor (cube1 v1) + (C_plus1 - C_floor)
135,35835898202387613466213192748579613357308,000000000000000000000000000000694feef1757f116d912f2d67291d44b4fc,134,133,2,False,align:C_floor (cube1 v1) + (C_minus1 - C_floor)
135,42887854744039551070025241429642158833779,0000000000000000000000000000007e093c5ec5ecc5cbae40cd28f412a48073,133,133,2,False,align:C_floor (cube1 v1) + (shelf_y - shelf2)
135,25626334980056279768329518254869158023503,0000000000000000000000000000004b4f1c971dd341be2201b6ac42f9cbd14f,134,133,2,False,align:C_floor (cube1 v1) + ((N-GAP) mod LO)
135,26383737281613961267252004609870196178813,0000000000000000000000000000004d88eaf7b165c5b6497d9cd09a2bd0ff7d,134,133,2,False,align:C_floor (cube1 v1) + (cube lift - shelf (d2))
135,25317171493778957353276777685393567173597,0000000000000000000000000000004a6685de637d309f29bdc1aece5e04cbdd,134,133,2,False,align:C_floor (cube1 v1) + (cube lift - shelf (d3))
135,31011233557964775485219163819367604283309,0000000000000000000000000000005b22425508e6a6d989fab49f1b0c0de7ad,134,133,2,False,align:C_floor (cube1 v1) + (cube lift - shelf (dy))
135,27357040732565996682215962295970663293341,00000000000000000000000000000050652664c75c9617fb54d0ec3c5368e19d,134,133,2,False,align:C_floor (cube1 v1) + (matrix t1 col2-col1)
135,35894696668110606447629898183526924248845,000000000000000000000000000000697c2b1da3d474f6afe39b25908181670d,134,133,2,False,align:C_floor (cube1 v1) + (matrix t2 col2-col1)
135,42915064031185637485576815054709902467880,0000000000000000000000000000007e1db4b03423fcc77011aad463235ee328,133,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (dy residue (shelf_y^3 mod LO))
135,31235611213182885663797607164149948886914,0000000000000000000000000000005bcb0fe58c3567461282f344174dc22f82,134,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (d2 residue (shelf2^3 mod LO))
135,25765257475218491590821629584020998214544,0000000000000000000000000000004bb7a016f273eb244cbd570323db505390,134,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (d3 residue (shelf3^3 mod LO))
135,26506841348061473662726791019891557210050,0000000000000000000000000000004de587f2c61ab3a3094179a20ba6e117c2,134,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (C_plus1 - C_floor)
135,26506841348061473662726791019891557210048,0000000000000000000000000000004de587f2c61ab3a3094179a20ba6e117c0,134,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (C_minus1 - C_floor)
135,38832751910227883125421577756815305564737,000000000000000000000000000000721e83f9020167ebc18fe90b7cb56d6241,132,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (cube lift - shelf (d2))
135,43460248186578697343388736966312713669233,0000000000000000000000000000007fb7db565982490f020d00d9fd95aa4a71,133,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (cube lift - shelf (dy))
135,27547112723595043285187754372748608763713,00000000000000000000000000000050f424ed75c45a719a279335a4be3b7741,134,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (matrix t0 col2-col1)
135,39806055361179918540385535442915772679265,00000000000000000000000000000074fabf6617f8384d73671d271edd054461,132,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (matrix t1 col2-col1)
135,26565639813784466644143496454838868101585,0000000000000000000000000000004e11c41ef470172c27f5e760730b1dc9d1,134,133,2,False,align:d_cube_lift2 (1x cube on shelf2) + (matrix t2 col2-col1)
135,42072975220194159179501626879525213075358,0000000000000000000000000000007ba4304858b26f0286f7bac23068de779e,133,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (d3 residue (shelf3^3 mod LO))
135,42814559093037141251406788315395772070864,0000000000000000000000000000007dd218242c593781437bdd6118346f3bd0,133,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (C_plus1 - C_floor)
135,42814559093037141251406788315395772070862,0000000000000000000000000000007dd218242c593781437bdd6118346f3bce,133,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (C_minus1 - C_floor)
135,28088444151749017193562862120825152014149,000000000000000000000000000000528b65917cc6ebdf608d7d22e329cf0745,134,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (shelf_y - shelf2)
135,32604995870705807553523113821685316737057,0000000000000000000000000000005fd145c9d4ad67d1d44e66a63210f65821,134,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + ((N-GAP) mod LO)
135,33362398172263489052445600176686354892367,000000000000000000000000000000620b142a683febc9fbca4cca8942fb864f,134,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (cube lift - shelf (d2))
135,32295832384428485138470373252209725887151,0000000000000000000000000000005ee8af111a5756b2dc0a71a8bd752f52af,134,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (cube lift - shelf (d3))
135,22076758985630649212211776792619658091343,00000000000000000000000000000040e0b51edc02de4fd461f6f4b14bc99b4f,133,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (matrix t0 col2-col1)
135,34335701623215524467409557862786822006895,00000000000000000000000000000064e74f977e36bc2bada180e62b6a93686f,134,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (matrix t1 col2-col1)
135,42873357558760134232823493750343082962399,0000000000000000000000000000007dfe54505aae9b0a62304b1f7f98abeddf,133,133,2,False,align:d_cube_lift3 (1x cube on shelf3) + (matrix t2 col2-col1)
135,41728043509490107485219758655716417619074,0000000000000000000000000000007aa0b0d9fff859cbeb1a9d6e3f56904482,133,133,2,False,align:matrix track0 col2 + (L2-L1 mod LO)
135,23143324773465653126187003717096287096559,00000000000000000000000000000044031a3829eb7366f421d2167d1995ceef,133,133,2,False,align:matrix track0 col2 + (L3-L2 mod LO)
135,27001928568201983427375832461145797562360,0000000000000000000000000000004f59fe4750660e2a082c3d300a4bf00ff8,134,133,2,False,align:matrix track0 col2 + (dy_mod mod LO)
135,22177263923779145446381803531933788488360,000000000000000000000000000000412c51aae3cda39600f7c467fc3ab942a8,133,133,2,False,align:matrix track0 col2 + (dy residue (shelf_y^3 mod LO))
135,32275882588716455286258570517007000440578,0000000000000000000000000000005ed9ace03bdf0e14a3690cd7b0651c8f02,134,133,2,False,align:matrix track0 col2 + (d2 residue (shelf2^3 mod LO))
135,26805528850752061213282592936878049768208,0000000000000000000000000000004ec63d11a21d91f2dda37096bcf2aab310,134,133,2,False,align:matrix track0 col2 + (d3 residue (shelf3^3 mod LO))
135,27547112723595043285187754372748608763714,00000000000000000000000000000050f424ed75c45a719a279335a4be3b7742,134,133,2,False,align:matrix track0 col2 + (C_plus1 - C_floor)
135,27547112723595043285187754372748608763712,00000000000000000000000000000050f424ed75c45a719a279335a4be3b7740,134,133,2,False,align:matrix track0 col2 + (C_minus1 - C_floor)
135,34599069265246980888999803053811154240183,00000000000000000000000000000065ad725ac6320ecfb73932f76fb39b42b7,134,133,2,False,align:matrix track0 col2 + (shelf_y - shelf2)
135,39115620984203771248960054754671318963091,00000000000000000000000000000072f352931e188ac22afa1c7abe9ac29393,132,133,2,False,align:matrix track0 col2 + ((N-GAP) mod LO)
135,39873023285761452747882541109672357118401,000000000000000000000000000000752d20f3b1ab0eba5276029f15ccc7c1c1,132,133,2,False,align:matrix track0 col2 + (cube lift - shelf (d2))
135,38806457497926448833907314185195728113185,000000000000000000000000000000720abbda63c279a332b6277d49fefb8e21,132,133,2,False,align:matrix track0 col2 + (cube lift - shelf (d3))
135,22722448079172205304193725443536599689713,00000000000000000000000000000042c67851092befdd92f31a6d96ad04a9f1,133,133,2,False,align:matrix track0 col2 + (cube lift - shelf (dy))
135,28587384099128612907648717725605660317377,0000000000000000000000000000005402c1e8256e01402b0dacc93dd595d6c1,134,133,2,False,align:matrix track0 col2 + (matrix t0 col2-col1)
135,40846326736713488162846498795772824232929,00000000000000000000000000000078095c60c7a1df1c044d36bab7f45fa3e1,132,133,2,False,align:matrix track0 col2 + (matrix t1 col2-col1)
135,27605911189318036266604459807695919655249,00000000000000000000000000000051206119a419bdfab8dc00f40c22782951,134,133,2,False,align:matrix track0 col2 + (matrix t2 col2-col1)
135,26738560926170527005785587270121465329072,0000000000000000000000000000004e93db84086abb85fe948b1ec602e835b0,134,133,2,False,align:matrix track1 col2 + (L2-L1 mod LO)
135,29931913673086134308408807207134500339741,00000000000000000000000000000057f644e2325dd521079bbfc703c5edc01d,134,133,2,False,align:matrix track1 col2 + (L3-L2 mod LO)
135,22334772976041136846784836614469143661918,00000000000000000000000000000041a2d0cebc91d47b588ec9ff9e5e428d5e,133,133,2,False,align:matrix track1 col2 + (L3-L1 mod LO)
135,33790517467822464609597635951184010805542,000000000000000000000000000000634d28f158d86fe41ba62ae090f8480126,134,133,2,False,align:matrix track1 col2 + (dy_mod mod LO)
135,28965852823399626628603607021972001731542,000000000000000000000000000000551f7c54ec4005501471b21882e71133d6,134,133,2,False,align:matrix track1 col2 + (dy residue (shelf_y^3 mod LO))
135,39064471488336936468480374007045213683760,00000000000000000000000000000072ccd78a44516fceb6e2fa883711748030,132,133,2,False,align:matrix track1 col2 + (d2 residue (shelf2^3 mod LO))
135,33594117750372542395504396426916263011390,00000000000000000000000000000062b967bbaa8ff3acf11d5e47439f02a43e,134,133,2,False,align:matrix track1 col2 + (d3 residue (shelf3^3 mod LO))
135,34335701623215524467409557862786822006896,00000000000000000000000000000064e74f977e36bc2bada180e62b6a936870,134,133,2,False,align:matrix track1 col2 + (C_plus1 - C_floor)
135,34335701623215524467409557862786822006894,00000000000000000000000000000064e74f977e36bc2bada180e62b6a93686e,134,133,2,False,align:matrix track1 col2 + (C_minus1 - C_floor)
135,41387658164867462071221606543849367483365,00000000000000000000000000000079a09d04cea47089cab320a7f65ff333e5,132,133,2,False,align:matrix track1 col2 + (shelf_y - shelf2)
135,24126138400884190769525883369076366673089,00000000000000000000000000000046e67d3d268aec7c3e740a2b45471a84c1,133,133,2,False,align:matrix track1 col2 + ((N-GAP) mod LO)
135,24883540702441872268448369724077404828399,00000000000000000000000000000049204b9dba1d707465eff04f9c791fb2ef,133,133,2,False,align:matrix track1 col2 + (cube lift - shelf (d2))
135,23816974914606868354473142799600775823183,00000000000000000000000000000045fde6846c34db5d4630152dd0ab537f4f,133,133,2,False,align:matrix track1 col2 + (cube lift - shelf (d3))
135,29511036978792686486415528933574812932895,00000000000000000000000000000056b9a2fb119e5197a66d081e1d595c9b1f,134,133,2,False,align:matrix track1 col2 + (cube lift - shelf (dy))
135,35375972998749094089870521215643873560559,00000000000000000000000000000067f5ec922de062fa3e879a79c481edc7ef,134,133,2,False,align:matrix track1 col2 + (matrix t0 col2-col1)
135,25856844153393907683412327410177871942927,0000000000000000000000000000004bfc870ad01440d617c7246b3ea0b7950f,134,133,2,False,align:matrix track1 col2 + (matrix t1 col2-col1)
135,34394500088938517448826263297734132898431,00000000000000000000000000000065138bc3ac8c1fb4cc55eea492ced01a7f,134,133,2,False,align:matrix track1 col2 + (matrix t2 col2-col1)
135,33782506215934835325505248254799189123861,0000000000000000000000000000006347220822306219c0ca70132fd7d82315,134,133,2,False,align:matrix track2 col1 + (L3-L2 mod LO)
135,32816445366248327645700048069636690515662,0000000000000000000000000000006070597adc129248cda06264aef8fb96ce,134,133,2,False,align:matrix track2 col1 + (dy residue (shelf_y^3 mod LO))
135,23460179224776101426662072715880890734301,00000000000000000000000000000044f17a2abe76fd8283e1d0f42271dd96dd,133,133,2,False,align:matrix track2 col1 + (shelf_y - shelf2)
135,27976730943732891786622324416741055457209,00000000000000000000000000000052375a63165d7974f7a2ba77715904e7b9,134,133,2,False,align:matrix track2 col1 + ((N-GAP) mod LO)
135,28734133245290573285544810771742093612519,000000000000000000000000000000547128c3a9effd6d1f1ea09bc88b0a15e7,134,133,2,False,align:matrix track2 col1 + (cube lift - shelf (d2))
135,27667567457455569371569583847265464607303,000000000000000000000000000000514ec3aa5c076855ff5ec579fcbd3de247,134,133,2,False,align:matrix track2 col1 + (cube lift - shelf (d3))
135,33361629521641387503511969981239501717015,000000000000000000000000000000620a80210170de905f9bb86a496b46fe17,134,133,2,False,align:matrix track2 col1 + (cube lift - shelf (dy))
135,39226565541597795106966962263308562344679,0000000000000000000000000000007346c9b81db2eff2f7b64ac5f093d82ae7,132,133,2,False,align:matrix track2 col1 + (matrix t0 col2-col1)
135,29707436696242608700508768457842560727047,000000000000000000000000000000574d6430bfe6cdced0f5d4b76ab2a1f807,134,133,2,False,align:matrix track2 col1 + (matrix t1 col2-col1)
135,30647951934742221004298733752733465004728,0000000000000000000000000000005a10f4d62692ac07d677a92959790f4ab8,134,133,2,False,align:matrix track2 col2 + (L2-L1 mod LO)
135,33841304681657828306921953689746500015397,00000000000000000000000000000063735e345085c5a2df7eddd1973c14d525,134,133,2,False,align:matrix track2 col2 + (L3-L2 mod LO)
135,26244163984612830845297983097081143337574,0000000000000000000000000000004d1fea20dab9c4fd3071e80a31d469a266,134,133,2,False,align:matrix track2 col2 + (L3-L1 mod LO)
135,32875243831971320627116753504584001407198,000000000000000000000000000000609c95a70a67f5d1ec54d023165d3848de,134,133,2,False,align:matrix track2 col2 + (dy residue (shelf_y^3 mod LO))
135,42973862496908630466993520489657213359416,0000000000000000000000000000007e49f0dc627960508ec61892ca879b9538,133,133,2,False,align:matrix track2 col2 + (d2 residue (shelf2^3 mod LO))
135,23518977690499094408078778150828201625837,000000000000000000000000000000451db656eccc610ba2963eb289d61a48ed,133,133,2,False,align:matrix track2 col2 + (shelf_y - shelf2)
135,28035529409455884768039029851688366348745,0000000000000000000000000000005263968f44b2dcfe16572835d8bd4199c9,134,133,2,False,align:matrix track2 col2 + ((N-GAP) mod LO)
135,28792931711013566266961516206689404504055,000000000000000000000000000000549d64efd84560f63dd30e5a2fef46c7f7,134,133,2,False,align:matrix track2 col2 + (cube lift - shelf (d2))
135,27726365923178562352986289282212775498839,000000000000000000000000000000517affd68a5ccbdf1e13333864217a9457,134,133,2,False,align:matrix track2 col2 + (cube lift - shelf (d3))
135,33420427987364380484928675416186812608551,0000000000000000000000000000006236bc4d2fc642197e502628b0cf83b027,134,133,2,False,align:matrix track2 col2 + (cube lift - shelf (dy))
135,39285364007320788088383667698255873236215,000000000000000000000000000000737305e44c08537c166ab88457f814dcf7,132,133,2,False,align:matrix track2 col2 + (matrix t0 col2-col1)
135,29766235161965601681925473892789871618583,0000000000000000000000000000005779a05cee3c3157efaa4275d216deaa17,134,133,2,False,align:matrix track2 col2 + (matrix t1 col2-col1)
135,21778071482940061661655974875633165533184,0000000000000000000000000000004000000000000000000000000000000000,133,133,2,False,shelf2-(L2-L1 mod LO)
135,40362790218964516020688729814253296055699,000000000000000000000000000000769d96a1d60ce664f6f8cb57c23cfa7593,132,133,2,False,shelf2-(L3-L2 mod LO)
135,26181859433069451820656725531285487200338,0000000000000000000000000000004cf10ab54bd8e70aa605c11f27a4a5a852,134,133,2,False,shelf2-(L3-L1 mod LO)
135,41328851068651023700493929999415794663898,00000000000000000000000000000079745f2f1c2ab635ea22d906431bd701da,132,133,2,False,shelf2-(dy residue (shelf_y^3 mod LO))
135,31230232403713713860617163014342582711680,0000000000000000000000000000005bc703f9c4194bb747b190968ef173b580,134,133,2,False,shelf2-(d2 residue (shelf2^3 mod LO))
135,28907045727183188257875930477538428912075,00000000000000000000000000000054f33e7f39c64afc33e16a76cfa2f501cb,134,133,2,False,shelf2-(shelf_y - shelf2)
135,24390494008226397897915678776678264189167,00000000000000000000000000000047ad5e46e1dfcf09c02080f380bbcdb0ef,133,133,2,False,shelf2-((N-GAP) mod LO)
135,23633091706668716398993192421677226033857,00000000000000000000000000000045738fe64e4d4b1198a49acf2989c882c1,133,133,2,False,shelf2-(cube lift - shelf (d2))
135,24699657494503720312968419346153855039073,0000000000000000000000000000004895f4ff9c35e028b86475f0f55794b661,133,133,2,False,shelf2-(cube lift - shelf (d3))
135,40783666913257963842682008087812983462545,00000000000000000000000000000077da3888f6cc69ee58278300a8a98b9a91,132,133,2,False,shelf2-(cube lift - shelf (dy))
135,22659788255716680984029234735576758919329,0000000000000000000000000000004297547938567aafe6cd66b3876230a0a1,133,133,2,False,shelf2-(matrix t1 col2-col1)
135,35559983554340937569996193027355838528656,00000000000000000000000000000068805bb705259f04f28b88cf897c603c90,134,133,2,False,lift68
140,731672169097426420405573756257706080629441,0000000000000000000000000000086630f5fe7378f08007f9980299cb8a72c1,134,134,1,False,align:shelf2 (LO+(L2-L1 mod LO)) + (L2-L1 mod LO)
