source,tag,step,x,y,log2_sqrt_x,log2_sqrt_y,delta_x,delta_y,min_delta,closer,ratio_pmn_over_sqrt,is_p135_pubkey,x_eq_p135_px
00_Projects\patent\puzzle135da.txt,puzzle135da,10,78316740638420343482681406271026547464743773384157120493621718457418590748840,51399646681401791594085846871253574801445131372593379760098195812970671744113,127.71792796800011,127.41414682693964,0.6277741786087355,0.9315553196691981,0.6277741786087355,x,1.545179217386718,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,11,8704726822552020315962436915864879890234387368965325442423149184461650224951,49498686792383090407288571586655900346154075071764513097769771543101664117264,126.13320306976836,127.38696273111137,2.21249907684049,0.958739415497472,0.958739415497472,y,1.9436108826242204,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,12,9242974859684744777794983680250438524212409449250101771762119802447608486138,22224935159931264978933611977071181374071946366308053981960463197511029585524,126.1764821878077,126.80935721075726,2.1692199588011496,1.536344935851585,1.536344935851585,y,2.9005870880341287,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,13,60701769825684432161915507863067277966409073732295956910239349191572608052661,80465762425548493792288665778346110631667539685455166404714823453705187779894,127.53413689593319,127.73745513468836,0.8115652506756494,0.608247011920481,0.608247011920481,y,1.52440581007741,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,14,86982625668891791785897433899507324901075962385327721534856326425700277240428,85924936585508502946870939342205891902727228851913062995632084367220393190644,127.79363123513981,127.78480604664843,0.5520709114690228,0.5608960999604121,0.5520709114690228,x,1.466188821655463,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,15,100639612267759109982212888805791969166973141694739340653684982909389727424464,57726294783042094744023464710218479761783136781175502400704182648676329027354,127.89883078771241,127.497881919504,0.44687135889642254,0.8478202271048416,0.44687135889642254,x,1.3630810597172163,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,16,9077970901462750996800394587275385058731832595448052051336475848669040872394,69800614280442363008284524743032553544199625015308947218833759167524356733980,126.16348849020962,127.63488747218543,2.1822136563992274,0.7108146744234115,0.7108146744234115,y,1.6367280990209099,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,17,34570879252764840835170764174629768346234786985862331576694329645908779521225,10290640372449207038897075763616510058818118273477434328659555680476775578452,127.12804625402661,126.25393398670019,1.217655892582229,2.0917681599086584,1.217655892582229,x,2.3256853012538317,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,18,73616929582708503227719534541494531726477634126311444114626782620840351021631,72948641693648303718404970977694928402976875804225642613721702123147383456830,127.67328639522232,127.66670816339943,0.6724157513865147,0.6789939832094125,0.6724157513865147,x,1.5937394052841556,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,19,67047680835724886046370486460036123820402568369965161303455169283165678768987,22908155426840311528717757824283548387465952891616523496095374468110045236476,127.60586132096687,126.83119825420985,0.7398408256419762,1.5145038923989835,0.7398408256419762,x,1.6699915764213622,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,20,73720391151946834803735929299397248054396687109524186079056719100724896424166,2755769656590098419704349225532756729753105682134449482104578021069052079354,127.6742994686015,125.30353121035539,0.6714026780073309,3.042170936253453,0.6714026780073309,x,1.5926206600419028,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,21,71037328430571341348276837234762990215548238994911684165186150637429717768162,90536603803101325836717574644376169842093789625522028617863934411445360561542,127.6475562686609,127.82251820042903,0.698145877947939,0.5231839461798081,0.5231839461798081,y,1.4371234006488984,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,22,105797494580877785181868077145290519456620455682262261112709344743541717572298,65163593649352134963664852205918329918560685134774020611946018476011896730789,127.9348843846657,127.58530068970441,0.4108177619431518,0.760401456904429,0.4108177619431518,x,1.329439165750483,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,23,90931928436626570704717583904884148462932638961966470667904868549029829185873,76704695164351443536496425889883903841748836508650332033799775086326936372495,127.82566108026342,127.70292505027494,0.5200410663454308,0.6427770963338997,0.5200410663454308,x,1.4339960661638076,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,24,1700080556573638261838656602404809618526543800534092325153425137011805052873,109626582484052528405872114007536317535927119147079160600972252561655033097185,124.95510511257987,127.96053048738518,3.390597034028969,0.3851716592236518,0.3851716592236518,y,1.3060151741994623,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,25,38674986919628385099047427645838068464193746211975688267900140299703368828905,47154845532507258102151987177867965370259921797080033375410124958898374538523,127.20896800758807,127.35197061912898,1.1367341390207657,0.9937315274798684,0.9937315274798684,y,1.9913289033790778,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,26,99510678328426488973792945249698111249366368473756287440681559049965113468857,11008696304358787729384901474364253143417161282159617874740861749656390130972,127.89069327932611,126.30258942025264,0.45500886728272333,2.0431127263561955,0.45500886728272333,x,1.370791230291841,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,27,59105139759584299591382817431304739456188327678190049532771724911923450614661,9699449181333744259565484114327978390640116899761942316661863067022022663334,127.5149094017439,126.21125496873412,0.8307927448649362,2.134447177874713,0.8307927448649362,x,1.7786624490751681,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,28,100015918097027389809744924440493970973043148366477241847898904979026719963078,65011073559711022041211966695828950279957683369697517130951080653175885424972,127.89434646882367,127.58361034485954,0.4513556777851738,0.7620918017493037,0.4513556777851738,x,1.3673245065475579,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,29,26915962369913930838548318242046634636654784375802085070668463331528008625064,103045464742883629688904743495667405180488871900180274421394600950631107662431,126.94749861036354,127.91587215821274,1.3982035362453056,0.42982998839610576,0.42982998839610576,y,1.3470748240873416,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,30,88733982745588944226937486247940459473273611340780423941977708191097404416928,85482137988970368428461179149302217590165338381427739590532416063591279361238,127.80801096773138,127.78107910152673,0.5376911788774669,0.5646230450821149,0.5376911788774669,x,1.4516475091691454,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,31,115538327917765174329427480064945886907607011573389630220074030614872364845142,12517513861387629022817490643561102410970072040039156988373377340958381559609,127.99841741372089,126.39524163222205,0.34728473288796036,1.9504605143867817,0.34728473288796036,x,1.2721640585553269,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,32,26034745717225934726932256841743196353704705427398679477789715411704112964918,68505462586039510208836636935811730035845626600014298270764028577593850036804,126.92348676367789,127.62137712188463,1.4222153829309572,0.7243250247242111,0.7243250247242111,y,1.6521274957031753,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,33,58768361143429188272539943604109709378949140395704505238893133743251634659604,69637238539409477603097630031612627438049532617699418071355444705832273045869,127.51078743915046,127.63319710278802,0.8349147074583834,0.7125050438208295,0.7125050438208295,y,1.638646935966312,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,34,16583449799068039736910711418920303272925183052160800022126691105279503803705,56713582466408180747436864102471966559731879252683003348929465848587650848647,126.59813968423602,127.4851147511719,1.7475624623728276,0.860587395436941,0.860587395436941,y,1.81577745665069,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,35,47563266559122457441636720144990450206307398191695836804066187661056097529248,56713236160796311908002932163488061697580830391157669958452990722947697888763,127.35819150580586,127.48511034645179,0.9875106408029761,0.8605918001570497,0.8605918001570497,y,1.8157830004443947,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,36,48724079600919385139501687199581198030870361669894406305950147710558773398013,63203484127653204987848113022174380653953011256612134853203264454049278051817,127.37558507231738,127.5632696507053,0.9701170742914689,0.7824324959035532,0.7824324959035532,y,1.7200285310611392,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,37,10678658980226636552536258467941225358562247030740459224340788741610583550736,54881976983004364262293179527538111198809873715550529439801037936806469953727,126.28063284851856,127.46143383164463,2.0650692980902825,0.8842683149642091,0.8842683149642091,y,1.8458282437738767,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,38,95840707456049802334596742589376950719434171317115099509647920924896618603719,68784075129888758908027827945813312530411081300502973958715448247327088834224,127.86358688448871,127.62430490133401,0.4821152621201319,0.7213972452748245,0.4821152621201319,x,1.3967901226199977,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,39,86722584916004270751184066338771176114520898055436441098184158105114436361331,101626201105814317466258422975140012181510567518613094760035821052710041658681,127.79147148539131,127.90586785486913,0.554230661217525,0.4398342917397079,0.4398342917397079,y,1.3564485165335076,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,40,47079499109389106146622904951310450659946755320388622445741435364655242544098,66385373756354917832066132864302334188161674237107027148714048483494714419788,127.3508170913514,127.59870031435567,0.994885055257441,0.7470018322531738,0.7470018322531738,y,1.678301405689963,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,41,62889178991663646037776299809899455715326558185953008609729579023361370143461,78950654097127168544256542358430786446918066015493736297943981056417184319391,127.55967350649722,127.72374321506888,0.7860286401116235,0.621958931539967,0.621958931539967,y,1.5389634106549575,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,42,74269716549022381606391293970997614832764420969039532201578259760729653724233,57987430998073812947378325922659420299221191201843410086513974841885836048917,127.67965464185149,127.50113771789306,0.6660475047573601,0.8445644287157844,0.6660475047573601,x,1.5867199327006578,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,43,114576486659232884398804798688382735693871370369631050614437925992397585475556,74714902086408797334234778069716810332538369696696728428663683710152639719233,127.99238715574894,127.68396561626307,0.35331499085989554,0.6617365303457698,0.35331499085989554,x,1.2774926501399948,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,44,76776949670450470996346861068221224174215243912225746916101417499862928329570,6953763826414314303821830472170833411860332058694105750232405210484321072100,127.70360422741983,125.97120059279771,0.6420979191890109,2.3745015538111214,0.6420979191890109,x,1.5605968782237445,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,45,42213467183495818475210009499135787251234981872107172255469532132211987748405,31166814088733681775620073905181921526963044361094771226918338717996726582612,127.27211927034396,127.05327294991145,1.0735828762648731,1.2924291966973958,1.0735828762648731,x,2.104653706827455,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,46,73702685721127083677957953762212670151315355619651098347978378353254827847910,13948175314291890771868693908437501135457690541526583990986932449365467901111,127.67412620171613,126.47330580699062,0.6715759448927132,1.8723963396182182,0.6715759448927132,x,1.5928119443984925,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,47,42507770638275993984663470953084930722919639829959234499662247079746651680139,69112869377073916724645046037656644260851190454262801301752720705417480522889,127.27713090442211,127.62774479429537,1.0685712421867295,0.7179573523134773,0.7179573523134773,y,1.6448515130472396,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,48,103997977350781066266307602615696891634125159164162374540362178031207013164276,48849134528009820287541593166944529935781109710254005984354077874784890647933,127.92250938804676,127.37743410664045,0.4231927585620827,0.9682680399683852,0.4231927585620827,x,1.3408917362293724,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,49,82372476598602723110448492216664384015664629304957997820058144025072392909199,96168003433070912035711196263989837919786698643335113853209129750440415722915,127.7543487883328,127.86604608927217,0.5913533582760299,0.4796560573366642,0.4796560573366642,y,1.3944111950658447,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,50,39017100029389302389382950529047014049375983550517399618020688097500797366938,43084028225626770211597166055184434080591154587518454497988727087452542483024,127.2153208820754,127.28684417761357,1.1303812645334361,1.0588579689952728,1.0588579689952728,y,2.0832817521850227,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,51,104119972416922840635980424788140105400012256425023350003198357589872767560822,52455830189198435861240836682957559549023737859291958557706017821770464461417,127.9233550704941,127.42881917055381,0.4223470761147458,0.9168829760550339,0.4223470761147458,x,1.3401059594146691,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,52,43667877082026865032124147487594914150408102872415994792692529628371404399399,93499768254933645762695465889467196379090791005788942363413058221013248008447,127.29655380375334,127.84574900031684,1.0491483428554995,0.4999531462919957,0.4999531462919957,y,1.4141676343900667,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,53,59595977132253269357475386803608240507817552493089065008678103273494678583011,7744261704430389621451202672560697774445415353706619719822612524642138500710,127.52087508006325,126.04886741173267,0.8248270665455889,2.2968347348761684,0.8248270665455889,x,1.7713226999734761,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,54,47968935827587069828039687783738261004308726139088680059655271031251162990342,106248787946761464536651944669704069125549409718665242416513338754531633421232,127.36431782284936,127.93795484492664,0.9813843237594845,0.40774730168219964,0.40774730168219964,y,1.3266127545676323,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,55,49339822886336678484174337663709591086149296226802901772291569651650232000946,73116765946317448918146760280596840694634972023044682924892829861523382961789,127.38464387414416,127.6683687354446,0.9610582724646871,0.6773334111642385,0.6773334111642385,y,1.5991811935881288,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,56,27227308921706309854044609650398683780423872489711785842588029976202908930131,89631508841165339155799324795515091827828284556889048719582712014391214810870,126.95579480427078,127.81527059718444,1.389907342338067,0.5304315494244091,0.5304315494244091,y,1.4443611787219632,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,57,109438991962227437042660995770587113544131383685780664323515671668027490570248,6658885672388249163168161363391960064524493358795882533997389683825234165776,127.95929507656179,125.93994394351398,0.38640707004705543,2.405758203094867,0.38640707004705543,x,1.3071340220888266,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,58,75894838073019277499142771356663405950422857447627792743027842108654491358569,115201780238474288775779917071161434396219798060119858371665378514801593460289,127.69526848833128,127.99631315878175,0.6504336582775593,0.3493889878270937,0.3493889878270937,y,1.2740209379557388,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,59,97377610994636428147200126679289308658580893071521667953292465616210548479580,91745286069995546999204813854821510125946335090367316940421950470865941985589,127.87506265912214,127.83208462236445,0.47063948748670653,0.5136175242443966,0.47063948748670653,x,1.3857235663694172,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,60,16492744910464037699851654724990650937999585230247874408949610126754894079497,63692856329977064970097610486735538668755423591265447530618284672726761160815,126.59418336996968,127.56883339152687,1.7515187766391629,0.7768687550819787,0.7768687550819787,y,1.7134080302146784,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,61,114412860515934565453231743785290494511719743236294065360077219305991729072701,102131174568374178651698011108232734741230911200237471826462448418874872829982,127.99135626645831,127.9094433043435,0.3543458801505358,0.4362588422653437,0.3543458801505358,x,1.2784058189570238,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,62,88877350228622065701678263148385468642952865916250686171616117173746701049029,66023411403858945058028027993848463625908978248754086275779778476447816514015,127.8091755082945,127.59475644770734,0.536526638314342,0.750945698901497,0.536526638314342,x,1.4504762149882215,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,63,51159060192567922771336439310619147391022711813755711269603399880634479027083,9045167352100051861180549010459603271372784053644243580912486838415299605599,127.4107624865788,126.16087715606812,0.9349396600300334,2.184824990540712,0.9349396600300334,x,1.9118106730279405,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,64,790509195920638720365608331842056784587547326891005487955106932794336892757,115051342940523751756930480238504148207474835588375259820926665277222881168523,124.40273063354228,127.99537056494587,3.9429715130665626,0.35033158166297185,0.35033158166297185,y,1.2748535994933012,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,65,54993493832876216731839587634175338826563054042351063764705277947710221921034,64995452569007275136157657869393110977971538885522762487390339302178904519578,127.46289807894509,127.58343699720845,0.8828040676637556,0.7622651494003917,0.7622651494003917,y,1.696151632190556,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,66,20686960469570742857375547389457632023302631009425223133475170089723561961064,52452322705355915476800403892710912182615242221776782543199247635099615107851,126.75762844867607,127.42877093569876,1.5880736979327683,0.9169312109100749,0.9169312109100749,y,1.888094809974036,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,67,40783859704581605353759250965654154483941805197430928013384890970780821049876,34566288718980731751326503955847815569075438601092336180167401400115760763005,127.24726676354368,127.12795046271017,1.098435383065168,1.2177516838986713,1.098435383065168,x,2.1412234875122196,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,68,110632224039113815315133711970946701667931785080606339424518191989427133674285,97382367362459554444645194179211576465084389261005691056815494807453498738804,127.96711748469404,127.87509789217324,0.3785846619147929,0.47060425443559245,0.3785846619147929,x,1.3000658161705925,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,69,23867996287671920465129424607575504868830121787580881534121335933509384117669,31073923155343638244297197211471278199710496679311011722596654165268343950760,126.86080633452714,127.05111980400766,1.4848958120817075,1.294582342601181,1.294582342601181,y,2.453059695708707,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,70,96147111545257334791054659882631120903443328270417689846524760297954686562015,9479010515847245592957258853994760543088634767938826385169597521232763247056,127.86588936408151,126.19467179256438,0.4798127825273255,2.1510303540444564,0.4798127825273255,x,1.3945626832355575,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,71,25448758294531400055780602802947069157759969255828985863686282411330693296453,91405190003260271753015611034046625711745576371887706875414587566279794169112,126.90706523846703,127.82940564776729,1.4386369081418184,0.5162964988415555,0.5162964988415555,y,1.4302789032681738,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,72,54239539351479416145672084211633911229867079193031208034400286237851788490867,14069448979047269625784002209265274516784413593657880481303205059657453805331,127.45294006868332,126.47955051944685,0.8927620779255271,1.8661516271620018,0.8927620779255271,x,1.8567274771234443,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,73,59760671562560570237008525491249036254168569926681091478334362358684288382057,74327627050709367259920107165263868717341595258777819030399197652415795371238,127.52286578599596,127.68021688068971,0.8228363606128805,0.665485265919135,0.665485265919135,y,1.5861016857851502,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,74,80298060179727445813189612123412148924048954386339459953661451500129619623398,114361342454802806766364082602663950403575833491474621614118939233308786395633,127.7359501736702,127.9910313834444,0.6097519729386413,0.3546707631644519,0.3546707631644519,y,1.2786937378116086,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,75,1190947653618180008108088988684961718652628157179790981144388372283776361829,33716961366705009495495338566661590266511985517258812160799138003009776707900,124.6983585597868,127.11000486765101,3.6473435868220503,1.2356972789578344,1.2356972789578344,y,2.3549513873361496,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,76,61150998365529652152250869185351458829746384517045555715100792392031452689568,40213319115924292469323470192911889486756082875153611224694786486301216981476,127.5394556320809,127.23710431463029,0.8062465145279424,1.1085978319785543,0.8062465145279424,x,1.7486560096333206,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,77,82001185927204782383012376889699608123337884655377593386263921444128951313178,46549080752603259482134412772656505336138916012135789950060556789395443589636,127.7510899930176,127.34264394464128,0.5946121535912414,1.003058201967557,0.5946121535912414,x,1.5100665727795208,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,78,50044091315650655914749965672588434121360762541407500727271491943832030829782,85962336600188826356348272344794060014470810494708484549083523308658510138112,127.3948674760863,127.78511995480207,0.9508346705225442,0.5605821918067719,0.5605821918067719,y,1.474864270743788,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,79,82233637124746709953092261776352311695481708157425008540470147204757961993869,103158578667827066895721887589215466449015333383380604949090748213455923749895,127.75313192546314,127.91666355353283,0.5925702211457109,0.42903859307601117,0.42903859307601117,y,1.3463360842032879,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,80,11469734509413380282099040938227414474040227802021037674017423369585939819366,91826874183140511089349794032567863126279623342874222140387506124219068187109,126.33218360451845,127.83272582402496,2.01351854209039,0.5129763225838737,0.5129763225838737,y,1.4269910858418475,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,81,55220120643597219042665419819202173971059444422384252756321157330361953994414,74065641741161374259237878454356162265443909005487604371080720776993189972678,127.46586462566727,127.67766982917824,0.8798375209415712,0.668032317430594,0.668032317430594,y,1.5889043924212256,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,82,86633140726464513682035232280305032661206682830732587510406065018847213451809,21613704329101743704150338381419363967397581643987153681490118657629676177750,127.79072711597601,126.78924078270768,0.5549750306328288,1.556461363901157,0.5549750306328288,x,1.4691432059408969,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,83,109251312249519931128656432527266287012011228102231060450799081255930089974423,75074056526375535874238462018915975687386774106017573111277653817375376311643,127.95805695739483,127.68742482532113,0.3876451892140103,0.6582773212877173,0.3876451892140103,x,1.308256284444025,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,84,8426012636667312374776120098682833472086966335932118342408650017904353729495,32941268111939794631634936802227183736494156445641290077969998710110465214511,126.10972859804694,127.09321565288748,2.2359735485619012,1.2524864937213578,1.2524864937213578,y,2.382516976007083,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,85,4240912794323184985901025102903682290220792830589498387216480470597200421484,19091308570533833761683224543936412435322759620875399815153805443202570169363,125.61449096686293,126.69972560191832,2.7312111797459138,1.6459765446905277,1.6459765446905277,y,3.129596245614162,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,86,15750586427702920763725763031783934879202985989670225998407467260397873979562,95211732798428550015239101686581611933076953910332642021123123235807312236448,126.56097037782251,127.85883728853223,1.784731768786326,0.4868648580766087,0.4868648580766087,y,1.401396169607976,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,87,83668411007202983815063798950903368244160232264642982254660790303740718471170,49839592904072881276529830267287234275718782383274805444590583933881998519204,127.76560912388616,127.3919137478695,0.5800930227226767,0.9537883987393534,0.5800930227226767,x,1.4949456372869245,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,88,100483951058120539786720241881244463612108854688010287367864526940843866695151,98067300332580750791868127171383182784659566310305284625455984387456710095712,127.89771420198606,127.88015368713111,0.4479879446227842,0.46554845947772333,0.4479879446227842,x,1.3641364359020571,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,89,14930462976096173400364162217867234282666600881583113372928279767518372603304,48432164243605357077479078955212229596512745809810025512452015494450065125765,126.52239705694099,127.37125034210337,1.8233050896678493,0.9744518045054792,0.9744518045054792,y,1.964894434317637,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,90,111228981351887037466482688561172000283227298068187717582388674085396947704591,10109097211449445748235769459810430359111057752625273944961549950906865569994,127.97099802293647,126.24109468758849,0.3747041236723646,2.1046074590203605,0.3747041236723646,x,1.2965736184894256,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,91,1661777126706862471449170371126868122411785308036640731384600462999614815252,51158726563421870979659737490190323240080697228233902665332151532793381820857,124.93866701053487,127.41075778236139,3.4070351360739712,0.9349443642474502,0.9349443642474502,y,1.9118169069079176,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,92,66511732121181291675937127609034575119559840301979140075888961395280523430772,70211133064876944554885014839081918659891509842426649842810140663361134308808,127.60007202700538,127.6391175108993,0.7456301196034568,0.7065846357095448,0.7065846357095448,y,1.6319361762203124,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,93,51332407807765497229612592321086298608166186298354778845465820976338284442393,115190898988297777872925445359663577942952136639041311042429806183533034872624,127.41320257245272,127.99624502152264,0.9324995741561164,0.3494571250861971,0.3494571250861971,y,1.274081110301429,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,94,63049073969016606346831340381016677785305472052784924301751040168127573245265,3244820676331941132808593872430768654595352132136849437482042783957515202789,127.56150519630881,125.42137293351846,0.7841969503000209,2.9243292130903806,0.7841969503000209,x,1.722133458619232,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,95,45208591351028081163898207190055006730045304963305854982264534106350491496595,57171019556452732233359564414732829884508492178071967531795402756864796011350,127.32156608851916,127.49090961508442,1.0241360580896806,0.8547925315244259,0.8547925315244259,y,1.8084986631208317,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,96,64480493303474072067218716625381586472061859338195382050701485258381489114462,20276819537184885601472517746149314907535975389598327967224850359630944090747,127.57769899629224,126.74318329585081,0.7680031503166057,1.6025188507580281,0.7680031503166057,x,1.702911134026903,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,97,80148915688758233840695981378973826796981281425831912623475800074795537388400,7166281482263167762006389802360558096314275388130370882433109209044761556573,127.73460910707604,125.99291591420403,0.6110930395328033,2.3527862324048106,0.6110930395328033,x,1.5274159979794666,False,False
00_Projects\patent\puzzle135da.txt,puzzle135da,98,57405843539666796570678899373696553590865726766392801982153447766182370811542,35642378582164164226380160351224656603232053319523744909510179077874473897718,127.49386640637061,127.15006441464054,0.8518357402382264,1.1956377319683054,0.8518357402382264,x,1.8047959560337814,False,False
