puzzle,solved,log2_sqrt_x,log2_sqrt_y,delta_x,delta_y,min_delta,ratio_pmn_over_coord,closer_side,gap_x_bits,gap_y_bits
90,True,127.26351673292028,127.69738859437095,1.082185413688568,0.6483135522378944,0.6483135522378944,1.5673349780980772,y,1.082185413688568,0.6483135522378944
95,True,127.61670400524609,127.65034501224847,0.7289981413627513,0.6953571343603698,0.6953571343603698,1.6192852321595836,y,0.7289981413627513,0.6953571343603698
100,True,127.8572064719053,127.5401877183349,0.48849567470354716,0.8055144282739368,0.48849567470354716,1.4029811978441724,x,0.48849567470354716,0.8055144282739368
105,True,127.78099905052046,125.16475843762571,0.5647030960883841,3.180943708983132,0.5647030960883841,1.4790830854226082,x,0.5647030960883841,3.180943708983132
110,True,125.63087719620064,124.77666828270986,2.714824950408194,3.5690338638989814,2.714824950408194,6.565136240489467,x,2.714824950408194,3.5690338638989814
115,True,127.09317618289269,127.34282484182997,1.2525259637161534,1.0028773047788693,1.0028773047788693,2.0039927716499895,y,1.2525259637161534,1.0028773047788693
120,True,127.84574630674831,126.7147900864503,0.4999558398605321,1.63091206015855,0.4999558398605321,1.4141702746992748,x,0.4999558398605321,1.63091206015855
125,True,126.84240826720198,126.6980474011259,1.5032938794068667,1.6476547454829418,1.5032938794068667,2.834892206515976,x,1.5032938794068667,1.6476547454829418
130,True,127.3164051286855,127.73164453037319,1.0292970179233445,0.6140576162356485,0.6140576162356485,1.5305578937753426,y,1.0292970179233445,0.6140576162356485
135,False,126.17396964955003,127.33957572369161,2.1717324970588106,1.0061264229172318,1.0061264229172318,2.0085110839674436,y,2.1717324970588106,1.0061264229172318
140,False,126.48668724151985,127.98118978616115,1.8590149050889986,0.3645123604476863,0.3645123604476863,1.287446391377158,y,1.8590149050889986,0.3645123604476863
145,False,127.72916554210546,127.28464500518777,0.6165366045033802,1.061057141421068,0.6165366045033802,1.533190117943428,x,0.6165366045033802,1.061057141421068
150,False,126.14154840138126,127.98041640055446,2.2041537452275834,0.3652857460543767,0.3652857460543767,1.288136737852617,y,2.2041537452275834,0.3652857460543767
155,False,127.26816977446921,127.97119615058493,1.0775323721396317,0.37450599602391105,0.37450599602391105,1.2963955701588736,y,1.0775323721396317,0.37450599602391105
160,False,127.9057963280829,127.80310731731439,0.4399058185259428,0.5425948292944535,0.4399058185259428,1.3565157690057819,x,0.4399058185259428,0.5425948292944535
