puzzle_n,SORT=y2_mod_p,n,d,log2d,Px,Py,Pmy,neg_y,x3_plus_7_mod_p,y2_full,x3plus7_full,p_carry,rmd160,address_payload,address_payload_div_2_32,checksum4,address_base58_lex,rmd160_sq_mod_p,rmd160_cubed_plus_7_mod_p,address_payload_sq_mod_p,address_payload_cubed_plus_7_mod_p,r,s,z,Ry,sha256_pubkey,sha256_vh,sha256_chk
6,39174481976096429720936214824980480828094112001748029707786701133077380044647,6,49,5.614709844115208,109846273198995465046214558810696509369395695668678477567979041624391316796720,101711840700253487202274292900077312932162220876743713596510869779955653950519,14080248537062708221296692108610594921107763788896850442946714227953180721144,14080248537062708221296692108610594921107763788896850442946714227953180721144,39174481976096429720936214824980480828094112001748029707786701133077380044647,10345298538633741789874487370077326189563880796619879121246525362374849521730807491995807951646553076496071813291966189841504121399565511403744571300369361,1325427512027359020087908119726025370415740786741731042498906582455362266376156775292281753456108867208159849338886563206644116934198024647001320914924536674052395716640584833936262752357573088319718268232291649371638186348072448007,11446615401427741773828993739978314633044131708450757516217640157081436145882214096422376355330501551600805149653042101755144341459529589701803278774217642,1422938361785517703193252764698103288189985535068,6111473728092614701644055392239936936006050907832205811221,1422938361785517703193252764698103288189985535068,2084675093,1PitScNLyp2HCygzadCh7FveTnfmpPbfp8,27543364675747777167504028822400039957320629532568404299767316580106498607775,88383847633874677382659542600858742907294301642168289758227183771139140254071,1398577037116049524831375838943911730604284994192534516631139106896671105642,103312403721772287849464508991987272981229518300541582839459206673137811259482,35734417568903649086989382194223683652646692128674615863117089683448727412045,610834535854703359651178011186068005231472389190330319589476518687129965605,23700114295368997443264475320873775288844096389254497479075345986388446382291,88059078063318391047391045562186283584419462139066815886785017093755760212527,42292908505273508818604530328262846210530811301218453565016692107842084587664,102814928804371902563285000163729716883129839232899056895584520508372186898474,56202729338911937307612878510822255834756911781215104352508941750180084597525
70,41155703805981755020087812249969251424919540591154472918778836382849862837751,70,970436974005023690481,69.71719641646361,65540419151317157747671900246361345335112119010416684680126380557251106866307,97334935826427332895556897785451550753483104566423636378820548368192638516448,18457153410888862528014087223236357099786880099216927660637035639716196155215,18457153410888862528014087223236357099786880099216927660637035639716196155215,41155703805981755020087812249969251424919540591154472918778836382849862837751,9474089732334727142206921426360761460555982193171075976794092808655596958860245644869212741029255061881733407402478169002422250155295804711747286366536704,281531920881429754243635863460509406851921150643674677109087463909084680468202282817542742508176649950409722247760285844857233938306919012255958258826019636562933694980617790758518782391803763351086900746095086713514855550545836450,2431357122371540703842212537561622267000533235851302715804377605866712680198007373057629723988018034142382076025928583277660235181570221858528373153657342,535057393045998874059714060903434364160149232400,2298054004615582987739294642691602808150395459638686852230,535057393045998874059714060903434364160149232400,1183261830,19YZECXj3SxEZMoUeJ1yiPsw8xANe7M7QR,66285980448689164112835366303620673468354225320306887061626701867317013049891,113260387118801757570054005636432254865637377419289910944979212253102646026321,81404620838430266867630214849441984429462204103334784364569426416574485898634,88022982666419169745212255365503624554840839668315575846993051126752377863688,24627365656438972145393936536795964759272605064365570793839174424201050735294,26200510735112389683832216171636129003762444885804643612627873572846193488652,113643144646429498255649367785277631114979471735164064919581854761642688719921,78348430515961587643580507810583827593566653410726905656153982094304383447236,106414502166352413616392652658228300374476008670576831653266753789165110585460,42444100329958112387376317166306593080795617866953590912253599517669093865198,31900675842187133349185120565610288759516260710566130481568601936615544360202
39,43066368966227815970129741945670212833964430047245828069695887543759097504431,39,323724968937,38.23597768880248,20565748395003466184666204343636157310765094829742621599321518588759629653315,24311842649879211620913578563307151382181113982951839068539255115674165497966,91480246587436983802657406445380756471088870682688724970918328892234669173697,91480246587436983802657406445380756471088870682688724970918328892234669173697,43066368966227815970129741945670212833964430047245828069695887543759097504431,591065693032485846367419332391595381098139943186077311481512984730881053342804452271941121826370323441534864431477126159528184283099874310827744750137156,8698283428585064581203783692176657373432915821728494200577990889239159312422065452841322005728422343859206598148663671829744318842451513286330484098683142857086363810965553148603824726635753507516627794126654002975721720493030882,75119841829245428998753389480170107364862210767367388237863017741077731858101206615424747113256922221557493496908096410269555187685466330691824371940802,63876230572707873508234135797240279655584434294,274346321301535666879570399959969888174629289060959240819,63876230572707873508234135797240279655584434294,1568391795,122AJhKLEfkFBaGAd84pLp1kfE7xK3GdT8,1510302585230785097885674922654315820290679167669879128177659431841241288253,6161897704796911896169432145161939159749190013577478128785803674256679448377,46750293171067015547465504182043964497025366627471513312943975789753366246467,19398507514586170402140513680337878888759736607696721938244926091258625846063,48246638800728148999201715637266127826441730456877178008566636972123435865007,5318909009479895158552156332337245769166387668552061525780613390113026222261,32498128722277446247013069130559971279513820711252517759418660749795472101432,75834094230957452798699829410522190214276401538190726386041906245289487416143,82992872739642096071426249544722399032595484931371712779838468750000733564687,10164234494178318288014160696208899959618683447156579792057586697112539650678,42283759155272069313849679139707653691950364408599720739126703965391985263598
145,43686228001278366096792844567005637059043309366829395486944701211816496638480,145,,,79546357666492376471204367748066065712056842674356469879774509426893943528165,42952877954946956869894297869747676194508811965881633116318958850539873930467,72839211282369238553676687138940231658761172699758930923138625157368960741196,72839211282369238553676687138940231658761172699758930923138625157368960741196,43686228001278366096792844567005637059043309366829395486944701211816496638480,1844949724612568271837439993873028254898875357914288229271609402505501361277495534673860274635989043111573722362678604694777294726648932426697887150838089,503339363768997858008133603383747877466846414740363110917827418368555779522684156599639538423185018391143678580521614436495683982796621917760870641879711748374738114703146177415977348363879071327029976259785225489210974747733892132,4346923585923063282845566049919866713750609268471153949226418219006312321971308185173325030764982897579186388242715976798062645464678458421479302686250261,518073365973944588491746167881348747634254849833,2225108163786731195688227756983718479459681949364094104247,518073365973944588491746167881348747634254849833,1968042679,19GpszRNUej5yYqxXoLnbZWKew3KdVLkXg,7630193415593481527406565731479314014427775282150742154875472014435256259857,74951598115654013762818632920414234098838307311814176842364111124235943753945,89223034291865485294889836794192470846824937303493256986776502817852679139126,100410594715693101977058147377004000240301450196236506049926218288779271198224,68461748182743492592053786376187327145127480087323247600638966908863247574203,8951876147295536941297964013080917278776455746366925823165790218761987038767,7259683131791771432785610485703068736805697083437563170793170447151605038829,,108454141027722903788654176651483310404723061813434596525657695648169792967229,61920886786257712425474451812910980713073278245389535200198262536944134628977,53058325678175206825658010686644452529384343684792893085487122804083282577539
46,45091024601853928179734157554633339946805744874448206303988629359002754358166,46,51408670348612,45.547076931749785,114584500658952982261284867257664334263474393257290087756987875227521301436489,72377802498278766546639322951454786203104057764824801286631323494589545738903,43414286739037428876931662057233121650165926900815762752826260513319288932760,43414286739037428876931662057233121650165926900815762752826260513319288932760,45091024601853928179734157554633339946805744874448206303988629359002754358166,5238546294479848060115498555229191128988481501576018002431257793194218083377349346930440738307046678418531044622187460075810785446377671552422684247643409,1504449552609608605654178133199060978123343586294387446721325240342308725287331750636079103255036926621800879567874201018808523025106393275709315299644209006082622825061118069385754907550500096940269733119760565609170629512982198176,12992679918973007205416887541600063728829652960510878889499007978751296245440396589871289016988583173004998772226858614794564468095634213202916999009224609,879209874213525173498478046090602189831574216108,3776177656067364341048689113733117058272595006382963005294,879209874213525173498478046090602189831574216108,2266601326,1F3JRMWudBaj48EhwcHDdpeuy2jwACNxjP,93578441423348944634361104794231902668849992247921412781925711434517582711224,72577110675337406361952917476046468858381124550916120497984037646743760878352,54697867060073339999744044150850693153255500745798573537863899614020026860615,109841426237982449359368112370418618591962728104218877122287775224742922988932,82758810787447725812342160336617787075773711683028733244700283929033008925273,51711326545673025574427458551375243133856212205675783566184163394411856911203,51353087520524176770385848472908656661067608555314652223026513874408679483095,26784652995550433554270776960498577191110866012168965239693718436138245511383,49188213472947386916324064039123713387315354956893844155246089471800272133874,38359161429959816055089545036032942540416076347022383292125277387038189649375,61107450867414309414561128191546629167573924641821761014616813319439355654532
100,45335247000352258612894257165757587739860389876207647522106414366079987350062,100,868221233689326498340379183142,99.45397745808806,94996722023597679036042775432142722866975674982521337987691298170952592385559,61213091224897107699092739640017491283561943079669346364651076989993654499173,54578998012419087724478245368670416569708041585971217674806507017915180172490,54578998012419087724478245368670416569708041585971217674806507017915180172490,45335247000352258612894257165757587739860389876207647522106414366079987350062,3747042537307575289021438029464714699283737107272118593982702222415528798612734525343707300830289893478256301745669492438420574394787068923920745457683929,857286251851233786459922653164321446529592656068839456298457906155885737413059611214297962730236596710309239526691282349283289551962430160382614680053965633521093243140475609187142993638660274149887849800246272874933877941671231886,7403668570952401843483728256095318265639563877267786467150245668443430762151644747343727374624760797132244759199951058879656530399771358277346351897403739,1139828915410140602940027378257050630209464810606,4895527914721704316389139038958653938165840991216805319218,1139828915410140602940027378257050630209464810606,1201377842,1KCgMv8fo2TPBpddVi9jqmMmcne9uSNJ5F,52500258314113033108701280395686261549895227169047824868386407534544110882714,110717254854893281056049564204959815328128307309857260153906354699071780902878,40016290862352178859389670714923182662318396132783508096609147495281685895250,105163022751085378986407164007511562849284268964866877730778674779952633148023,37759700453772171425875284734163132354478735622287088080897893572845551517660,36052251626993798017815766153534944915943439897760245044831167743098700721420,13084180278286950250006070254136564173534818434119738164336492739469527563394,107660660339104853513150059670425597137055268253606377352450332388842788492508,41626891249494005196934147356963583817144994097085852393064231809290680926432,58622377986627301216509501723598304086555540998089308664978947073855084396493,32389082571832433147165500924847611879654988871728335969780378309471351470263
60,47189276276359913007517371903118919105592260613350156670245099811346670359854,60,1135041350219496382,59.97745056466928,32976901974812130467888454680865813064186458215596336709018932995219129999629,94344309747317421167124060163550008068954848013402657284162153757492808086031,21447779489998774256446924845137899784315136652237906755295430250416026585632,21447779489998774256446924845137899784315136652237906755295430250416026585632,47189276276359913007517371903118919105592260613350156670245099811346670359854,8900848781697772965831913926689789281296450930839929995903878085419443779854238170195590540879637118223465200960881258160783998014110671546591537497332961,35861591557745990672918296863762947086813133585648831820683567643533321868250342093676211747211309309486063771135513857439827132488285938580486048443677373785175099556733032001646859154009723185556787706120654783155168816938935196,309706749346646325907209964094664195330074894378624737321813472725274724960407596060864696892081085818656633530112293476797409914853169519318009191169845,1175893709364434667313789655986219198424304564677,5050425025292375841641366742283902083919722836834345640164,1175893709364434667313789655986219198424304564677,3113836772,1Kn5h2qpgw9mWE5jKpk8PP4qvvJ1QVy8su,25542731882342409978794237878375008883288666236420758425270453986214547240585,96050421095071008631602651605153876496932919074636856110185020858464760659579,102096368269224540417500660636214305050862555134913753515382672901593162799614,772312291025847891731400428417064611670289902909766156283755591596060642354,100916741992770228002307611709350034211173348618223707825484420321142064539342,46541633015215682486181743631423644896517836456806074791541198986993125745605,76988518295090767836827892232749650050518135618473760180120105004486345368428,535779616389040760510653954704651913788081519570765342203466459695900003395,77441617864822291022423789816076570148659685155947839780102024207585747762252,25914818559971536597317345059386922616245915630889674201324860572605735824661,83948873311952152994112916046057486845628828429302100461076256581619266888638
59,48349232212639115590903144793228640427515449747367555209041356681117760027663,59,525070384258266191,58.86528843817682,29468339291227022490967140728449087203757816877061952957844349023051015394437,5867199329528628582491486657327247741547599271992614464633076311922995064508,109924889907787566841079498351360660111722385393647949574824507695985839607155,109924889907787566841079498351360660111722385393647949574824507695985839607155,48349232212639115590903144793228640427515449747367555209041356681117760027663,34424027972421188770247991506392720278960884641876643383132285564346699201032814862054607897011434758332394668240224274516529030295783229082127081282064,25589805485276719942496627803727383374404742179867940994588590072554069654220543015177451875259991780851974265313985664627527127248853665883804586410820631420777032582085390161064222591839608029607826294491807661245013594809811460,220997873462930143833697357086224799337545097882782699147259261689503644297249491699119636755921336857273701875546245572590805098335164104989458984162892,1012249212207301635546491536645835287862862479888,4347577261832124497079492237434648095973740084066286706319,1012249212207301635546491536645835287862862479888,1868963471,1HAX2n9Uruu9YDt4cqRgYcvtGvZj1rbUyt,69796221931676400478807623020147777686858267762747365000821973019200835456112,25762394886199123527651501028944206308166265314515816001830440845598649297568,60774305748055640707960032305612987313162713171513189664462123555386910677472,46149687649231374696199968768008829448995385806524022132104967380259059368158,64668481482017095289541883226154372545147401307344154202161512124421413331516,9428876257743274018361410145309474044361480373651368046968751384552766472392,21645992391032339686671509578213486310275669505355135739632970696387698075605,82113470821290617933940264139554512008519842618383114187878612600958293941931,32184590436245564754041469852077866382351292428383781008360328416338042766814,52023005446443733634918054880266899910799287828160261043658959462054073114746,50387155508678484756582828578006894924064341851137616073000905515877324319579
67,49983171650621649500285869040821337626374091888327767905958007962725606094301,67,132656943602386256302,66.84626208962409,8199270313230837952220440610769591593514599319024034412022685032436710272885,108680892268991160269437367347039106826837182347366220564480894908240312674034,7111196968325035154133617661648801026432802318274343474976689099668521997629,7111196968325035154133617661648801026432802318274343474976689099668521997629,49983171650621649500285869040821337626374091888327767905958007962725606094301,11811536344384062548751071145913907430296747776889830524077791945998149631664758729042436212963196810857184739226363511178409618016951379019045371537833156,551220820682628530086840973941770411044884101864000546647921746618145300846450839058648340780444238349130948077220035108900195123130797432451892360430529716986900065592592677001365266795467384399230474780481342843454484574754132,4760435918492669990196375724864943490231777703142743951872689502596130178998301754862129046933646402067886462354777512321577592946565495970697965501552,659839303824851248897023097662559050620196000625,2833988230543143826077470276217305166082550339796292029210,659839303824851248897023097662559050620196000625,1921469210,1BY8GQbnueYofwSuFAT3USAhGjPrkxDdW9,96310546089293526349562635762121509806129722270077044083858996967225441166327,3640696685865039392998387186947078229912726694384715814877244789202570564719,41400919461558086842993793975768978521977833766761501906439096628590798037474,40692252180917571145680913490493556903552868096532051823337730032914440809337,42674808748448929497441495442295531455232189496099378077379461486020378087690,50560729501172865454917937028609469342861075999191637755692336441424305940275,4024284905828906000385295780236448261289109902533325751560092357512114338032,59767634448563383668757481918748103863435914384087300078371313672346389350131,80784619396372341901548345825376794306398832492010490774536013075177943885771,44869359712185322932991702016124166726724115557762113951867954863822872650989,51802707444405536129260931597440558560893140655162098754382496402675543033657
66,53236798425987772940806818648141095825058462300682436545783705745872471364884,66,46346217550346335726,65.32908540397543,35681022179418186873973468373280332442853574053612577039287936543695937260509,55769436514148338618765508764324988000805241152238207056637568135859289137720,60022652723167856804805476244362919852464743513402356982820015872049545533943,60022652723167856804805476244362919852464743513402356982820015872049545533943,53236798425987772940806818648141095825058462300682436545783705745872471364884,3110230049105621994559656984515683271698359071150488229641758922922477832833620091544861425293522075098966281304008870626241208476302174926603581126798400,45426770438391936448990668897950844302198890145166937369605943123542061886191823826152637849848198885717811877670367980551135054817240739698289373015470868536644093860388646671620966341064144088470307689057465564483619069106052236,392313246419534320642897305645727189359844225925141600568534524496929687996221416644109661537594362103111453534882681296544472265196806116494246164710772,187423338981158211254787117322131734317871511717,804977111431196477541169792340670895899019011158595474098,187423338981158211254787117322131734317871511717,3999666866,13zb1hQbWVsc2S7ZTZnP2G4undNNpdh5so,84909756418286295619515370309205873183000941332584082087399260664799898664173,5290337846391882902805757944941339055150624863799423000178141148821003403019,36755674608372715909842947452263004986795017075745534181175317395296876757905,48717714275025021219354748017267302805634125786744736408350361431019849009349,21611345829864992050918386511095623127602665419169879588858422423950397102877,15529901188014462119516641710327571314526460213122107697540607906758273757901,35452292157593008896231559417881473990389174340085031186003766200538463285349,32873546067473890904708006513126856084769668869084616595599227812159209811126,48306116720488981507023611282314625973052870853454058694815406024620892338738,36645764604663244464769298000701881349242461973489215879170848093955450998742,107830805396402122900373171688334216196598109354941467210436085341385247535351
52,53399937233887621394585979172934208794454261602806185402843838691926535737064,52,4216495639600700,51.90496588581822,52813238566474594496574906867435567565233423293475819066208762163447782904999,98011757932358350962613998289386682535741825041444942664745561971592823444973,17780331304957844460956986719301225317528159624195621374712022036316011226690,17780331304957844460956986719301225317528159624195621374712022036316011226690,53399937233887621394585979172934208794454261602806185402843838691926535737064,9606304692991210132228973180000465606075032526072708313051609918035830600718086683178261106596420262720613841024046782965047266129673599480475655558970729,147308700778929127666491685092125712411379197218826751908373569799092195263418216810490234925877448012454614700266076445104152278881386754852517099007219035469139536560249983053160302554596322171137729288448986491965327251273715006,1272182769558804253988152178278263227663365030705441095530421590845041599691170732464935526372003415276288638955974822926150032288905859195138602399768379,312196984432035396752469331924175937073177770727,1340875838045413163766240387857304401479452484069966747310,312196984432035396752469331924175937073177770727,3315603118,15z9c9sVpu6fwNiK7dMAFgMYSK4GqsGZim,10594374088584287334161852901224301994456378382084124302227322685095344739738,66440471772817324963089950784703595224856630712502505697276068961700490870951,63474445746624449787104544988702099482945083972674907771337976097418915060516,49102121041677802221160973283013458307077490343475968171462352340078617113763,43190043884035483249486433601451750504649413825031893526796642483813469804946,35645228255255400003882911647051451220803549985641483338846593516540269808345,94086156922229087691247988340369685816293560037881702705363044814942762504041,5418780514851832288783250670976678393791317405066364069278588588259059842688,62911113563860726524614245326431001037599435617196314664495849158150107362916,7642809600635007997091092757034632016103192218833543108716978605095183267515,89388483244242191257867692235242999807177796126243332487495327680038231480754
58,55065236041639029517729594353040823698490713134807153397386896759189477068150,58,199976667976342049,57.47260929829303,7842290535780881515467118634686610054213231290193967407475681065888263921474,37223995011863042135269033180096052877832679834151924259363842760832235837987,78568094225453153288301951828591854975437304831488639780093741247076598833676,78568094225453153288301951828591854975437304831488639780093741247076598833676,55065236041639029517729594353040823698490713134807153397386896759189477068150,1385625804643204642396819398204627605815815986091970887669247132063082024568938183811126239536562729202449342320842016968924861622486822338269924112212169,482312794879251398153688413965690399422358983401351010072363405978811796459494618685203020719338630937681261389878083187060738466171045795851692989745873428232955565081633452744953368339192803572338543741289713697032125952284431,4165334592855907797906084203291734867988494365777167729443226042630368219500809407924421309911774617118024242400437061140029733052896072606391954808474,800203740775494208142289794543520963941115012623,3436848896767609302208551582118981788817484248993572129882,800203740775494208142289794543520963941115012623,3159952474,1Dn8NF8qDyyfHMktmuoQLGyjWmZXgvosXf,76005570528246060157134484386022930681012246835475164934683684628719280180250,94294440562207795607775083207448350592305351097167884109054818685603951685829,84478325815099044098498200685831941838834106135943267520017980263034577186781,101999515896494728773517045226605581752057585883701703068578297795304807305768,22455929103186796868055009162526575182569363604039288553272083549627646058352,20304432904732913857207053496100890086424205322009415504617094092542172078288,95867453829217306095393867959158979671810325435493108364025826587893695452592,62900460279260482369205667500059668850504680157255034440333991767728878157166,103865373351932181556050654956798777303295880886716663453520735454096283037148,9849439398295066741698270773369632682389604700100856631108127524102888702092,85192150177162169436663695980964827366745390562813775006673862205064324165304
30,56511531810813390531630581985586811489056569276244883492669141859587326019968,30,1033162084,29.944419458082397,5951051142208904686425222322481077221567316087439359378589043642169505163867,79964921717795829095410138525196146121807237625496125940956045028689169447181,35827167519520366328160846483491761731462747040144438098501538979219665224482,35827167519520366328160846483491761731462747040144438098501538979219665224482,56511531810813390531630581985586811489056569276244883492669141859587326019968,6394388705333215050718798646299972632768648987514690645465746726230498040111935727161966358549033827085596260163327411186735182781608761859063765148846761,210756533909777640087837313120607300288794970241997532494171572692933833239597467773123068536551951946677090857134996693785212960022245460418592414816792760919781832573593432010090336900139956466818548641726565210415983031635370,1820128950932317684261522954052756621961399477143920213883245737341558538486484111820753399691846804956287480724631266695629935650838788677709568161743,1208082155364218401054824993407966429168167979528,5188673348170509001131885249690631399143181956307369135496,1208082155364218401054824993407966429168167979528,211619208,1LHtnpd8nU5VHEMkG2TMYYNUjjLc992bps,34694377699993877986557571003604462887236958461860665572284291290089004984553,66093430815299769495633839749337190487765600894913512793021820346316795499350,73759937811093274909906828762224410488295191281024170548055463982779621449453,56573390790249199824095075481195721827265351818088335522011923716209801597566,83393334462500148069955485813270984295850914545351819446174880549738732827400,780073360283552801246125196542970305335657205219922080396990631883961765203,38134794463284674719239579591313386383200425429424880558848853182312315179213,73983106775193555457440313314881264022700118474658006305973188199694133832869,28750886890326848342858375765107690430012071699778730033903906878793724357842,63666649848236143931988835354384145159454119163249090167521419029409547882024,5705242574113283432126074802993909900055061578548310178129433092566652122178
29,57750067752607193639767614171355142716652590295571028311046794659533878863929,29,400708894,28.577979290797465,49151630029556619633156338398973320854679402706053926415074712059863391894326,111171837080378547467348261794472043463254055018894513032574226962726028294900,4620252156937647956222723214215864390015929646746051006883357045182806376763,4620252156937647956222723214215864390015929646746051006883357045182806376763,57750067752607193639767614171355142716652590295571028311046794659533878863929,12359177359826230561134318457857504704352539362007940597179260181500112121166480970756229154699603515934469195399756815331899137762340051272595401366010000,118744574364005216809496761616511564380779980621162095466928374448393369359411470014335917314479478448191439839206467350721362844474931205589238091304809458666504903492996924967503954586535233105722070832477592002109629771622877983,1025498159210495764108603631749438746874100503930743869488839027808660070963982848678676733458651613117052466548755699780227175456593822766212734069364641,515268194363014992560971554439871005288137993708,2213060043458120945007056112305529566171195739714382534040,515268194363014992560971554439871005288137993708,3468760472,19EEC52krRUK1RkUAEZmQdjTyHT7Gp1TYT,103228514302814505860595635597176090628525115252546940796332556884734188629644,49045451709082451425711395419235195911792384510474149057738781215571231236287,42763524744004574155744838736852589220759522166859747463129414854110920144063,93135119997190503246899407647701520885763521149094351816429802602954195525137,95863179734972175095309469403338952685657219122121681051473644268009295256535,38504771864206275240921954788538326261880442292937609113110095203189837210361,32584707727039298695279250943347669216882629540923002184506998661049554135027,42632013870733299181132049910021893897540302535480859269085120713569209478732,95266849622930727365997460893656199113780012253558316359213725314407474866869,74574441630411938576392701363495929050046731814699520753316519369783531973586,93517597336909728990970212127433353023440071418987939215049454856658372518502
57,60156711556969636899785621462052651031748538744381614826564644542963015235295,57,138245758910846492,56.940012835374134,74691033661854708945097969794875545130743253282866857528646094060486887766762,50520096726607883683128959576900318161316692878968149241991939304173485276380,65271992510708311740442025431787589691953291786672414797465644703735349395283,65271992510708311740442025431787589691953291786672414797465644703735349395283,60156711556969636899785621462052651031748538744381614826564644542963015235295,2552280173265816604016033866885710646873932796355832889424074346142547234244968854827268778365259803384591640252186014631748122599803346820160644985904400,416682642094384420557631356184003135676536675551219713875434719236071779041682990119905817788613143131279347361119447700588038930953898334671230201979667634730527480255367965415945774505080005433923510403357448744920772624662362735,3598541531109195510939310949733458067324203418679383352185489485155299440080249917291200775371801605469645594028552602263323875781836720987161101406254545,288446282595067968546013571889449807045549408929,1238867350398590935802284962437331848694145093702600910865,288446282595067968546013571889449807045549408929,415524881,15c9mPGLku1HuW9LRtBf4jcHVpBUt8txKz,93285566609984030961472676718762319225408216172984003723179105495932766142243,88617302860420066739008201099468662048750804643046965269186529865468460211391,61570753263016947398452881359620594641263755032902109710959511173869830096656,72510647266026651397363358053831348933742713499653436083022874456682244422014,107954559459707513272013493708346140017604360603014471073489088660236163538652,40473224352338400700954021970683920436783047970158036117366532214198329217853,52437798559524891765865941458083204461325959668083756859315185302063129787272,77163460513884449162249445975263429408278330381018159419546213481823851094141,28747807963565798758709865684181250395305467766771271013432772131754026796843,25952293217326452176049229892702690908238223427376821942417064941614065842070,11202528647547243889053165862642447844668324781893121025129636489366610093267
64,60574050222707083912728203433838404592054676261091944607037630550581483303490,64,17799667357578236628,63.94848408303715,7247729308732252718492345551507130715155957421128527268563563649761751702861,36707592335952288811734416422045697926733415491378770888054924918276179427221,79084496901363906611836568586642209926536569174261793151402659089632655244442,79084496901363906611836568586642209926536569174261793151402659089632655244442,60574050222707083912728203433838404592054676261091944607037630550581483303490,1347447335102463211198563898600120119274366739373009921068371185544028117952692110753750902894525279210028969767871385529461304073359075861776119635782841,380720177502853955158743896872278486907537865044321816006387590556852418834516204870075162627647872809130813088872802726876862112300423196493332493733338031010059643302926803116949700156710335384016125158522701910688453805303388,3287963625240122724840606503475195105323135763620184989771650913909536223307670223714157779594768897947898660335377890389619891371660410974559433406669,359043673790534646037006540730459475416853924004,1542080836766038659083879098175415397968703570807545415491,359043673790534646037006540730459475416853924004,1096042307,16jY7qLJnxb7CHZyqBP8qca9d51gAjyXQN,95289007390749374579305286364318519546431600562314512178915655413230502349451,47502117741092631474750860905370461684591380914194045987316147724928644461888,61680680599665383259524224366636231814112443050317618435068461168298632674360,65639906242916865376946775940159930850770908034700997188555461719787857263050,29465577498301892874447356809108459800376646931005103525173469312064833411057,47618743726334154527915595950534330125388113258327874109212653681549235104737,104745358596692322851268341031400905310221967816025199292279315228309943320238,49838486974675390281215489820424285243717399384766172792158553353167256388895,8860321197860650917421960178520453975198213055421747232440140607620918592034,5440950543476739186973655625742658915987901431258486934336920130167262149078,29549242164143758313385215772114328197211693913942487165103899371449101293599
115,62588256918226842622187354287916790471368729312817333427397440534855808792033,115,31464123230573852164273674364426950,114.59926296795119,32939465712855543687621080654651021859979376333843015892822995152318610898773,46560755643746305144975040470607841658328142774650200719470619734417618747604,69231333593569890278595944538080066194941841890990363319986964273491215924059,69231333593569890278595944538080066194941841890990363319986964273491215924059,62588256918226842622187354287916790471368729312817333427397440534855808792033,2167903966116653406430150068741431094440701433273026749118537565711174634022308453755221827245063612073572990696099697273335310658548020653022333455740816,35739597037669312914147083210086286785221797518519143608721186609883197898735972042627236178092847350726776829532914325045840006364083580784750236066979714373113682116402699549958904250029328096265416327282461331945038237151015924,308653184108466283531294303687339108565315488920694128625474788890470600022413440331705937536870598556326437213706751575569870379261004238101822433719516,1336242137349918844473431344447377884268099680676,5739116279455041545267497965302799205885161024573833070153,1336242137349918844473431344447377884268099680676,2369898057,1NLbHuJebVwUZ1XqDjsAyfTRUPwDQbemfv,7812888041447500721271141865279007195960841551434111413812755890595638408863,109975138969683346342909810924627120961694035371689657624926155178279836845691,17196895788071330669049616061997616345399314593602052073008992457692035922479,112562406785417764916173294637830343882659009692262992356879675129768799482948,69005281318876480428014233914600838808635783608380772874862410002690533880818,7579839113822506767959076721619428913967936976082942186464998787852593841818,644525012636128446756715515451698265660038112331971390645697441252332961643,70340950788213721176361568086222922627168108493202751158849268629715808623994,36201731100671557313760156225408108178367120606736519522967324007017261094091,53589581147443978763501294949963567106843811899964171494188248436349105571617,63892325232800360222797621068411601692119946537126475884884238662121718318290
26,65130384049844948541515279364130290051617767025604873290036615935372201918240,26,54538862,25.700781261712876,35420539632094692837984746081431277047695579008914218444685265805648713712655,3358784347258280833624896144913156994018140069677567813380874750873563501770,112433304890057914589946088863774750859251844595962996226076709257035271169893,112433304890057914589946088863774750859251844595962996226076709257035271169893,65130384049844948541515279364130290051617767025604873290036615935372201918240,11281432291387235651285533871087882054807215994249895991534388324222353484315954786070778220839739116700962176253684942934840119474659806624664793132900,44439127148015419017105076803990275588602459273680372608470554724428187190652236283786227017359688729737268403353732547408130872026400074634556667322388658829535813576979995489010528769181838545383049844850131629108327554113411382,383783792491534629086662646723628639180431441356589618146500159973169681554037013087519885792135476474297922984756463448517013353649049478177577704670414,1095673872063665820899832388566612622792828680495,4705883447595132730637773400775165532395983366057855575951,1095673872063665820899832388566612622792828680495,997484431,1JVnST957hGztonaWK6FougdtjxzHzRMMg,73180882171094405948746634395592847637840656020293791007238446227453652699233,42095799610081841184321569461332342405898102147293048841237082797893201826919,32910363695884598053580177527343061582670114919302423008564273063266373566086,76359724472545373210858708226608340078456007580515380395929878946763000652759,24853539228389162406032548187869119342710650531248078484057761373512410890300,30957237357802419889715668907522091800993459496797487641379353082669285540058,94792976796181024871327635701035761505597215590062460368797255865837606047472,115601660227087456139901664363577061605092180304988289121097259367311675514753,114380817681393997341857901470804331587523863772734917788141698842184638558846,29223909088091329034622511195291806945412538536067977922262204406444157556063,26892127075279944107137499639458336520437548936724682735691957262776107529447
