n0,n1,verify,Delta,Delta_modN,Delta_over_N,P0_x_over_p,P0_y_over_p,P0_x_over_N,P0_y_over_N,P1_x_over_p,P1_y_over_p,P1_x_over_N,P1_y_over_N,P0_x_dot,P0_y_dot,P1_x_dot,P1_y_dot,Padd_x_over_p,Padd_y_over_p
22,23,True,2591299,2591299,0.000000000000000000000000000000000000000000000000000000000000000000000022378894940647679263319028195722812608316893612190564858305423788808962225541806970883,0.245505054086343922792492811688485969277244153428955735192946029925293723585859703607019172316928652378677729487749580720658722724393004113660261037178522817,0.437705346853408484663336185362563105886684935573930810544605849633156274920655344319254544467880766473154335350893041346913157855201834777592515061081828239,0.245505054086343922792492811688485969278160981090422849484270672934424507765932371059835996103533645857951897071783539629155402048352721173391978151048614974,0.437705346853408484663336185362563105888319526646040167724879496736584602137572703772630817572864653513694572064446799231867249622764781316633518367012269569,0.969346059045660648238853485289867975589324835913608853759449832811541454241859108574039995438238437710242791488980441155701174370502526006054066994578072601,0.590628568311036430067234543809686981639498435664300426589353196285547371143933709304045074537035722847926152423256148129812898369056621594241725449824525193,0.969346059045660648238853485289867975592944815485005510649132221915155729776279051814384040589153595674076183282920603199196135292348122341395431530293796390,0.590628568311036430067234543809686981641704111678162978585292267709235753507786136809155514139585531551579909378205236601177079801114843693632881571870734593,x.245505054086343922792492811688485969277244153428955735192946029925293723585859703607019172316928652378677729487749580720658722724393004113660261037178522817,y.437705346853408484663336185362563105886684935573930810544605849633156274920655344319254544467880766473154335350893041346913157855201834777592515061081828239,x.969346059045660648238853485289867975589324835913608853759449832811541454241859108574039995438238437710242791488980441155701174370502526006054066994578072601,y.590628568311036430067234543809686981639498435664300426589353196285547371143933709304045074537035722847926152423256148129812898369056621594241725449824525193,0.969346059045660648238853485289867975589324835913608853759449832811541454241859108574039995438238437710242791488980441155701174370502526006054066994578072601,0.590628568311036430067234543809686981639498435664300426589353196285547371143933709304045074537035722847926152423256148129812898369056621594241725449824525193
23,24,True,8829874,8829874,0.000000000000000000000000000000000000000000000000000000000000000000000076256280184246004142138688268192815362893098275053381214466082675826196252263338690450,0.969346059045660648238853485289867975589324835913608853759449832811541454241859108574039995438238437710242791488980441155701174370502526006054066994578072601,0.590628568311036430067234543809686981639498435664300426589353196285547371143933709304045074537035722847926152423256148129812898369056621594241725449824525193,0.969346059045660648238853485289867975592944815485005510649132221915155729776279051814384040589153595674076183282920603199196135292348122341395431530293796390,0.590628568311036430067234543809686981641704111678162978585292267709235753507786136809155514139585531551579909378205236601177079801114843693632881571870734593,0.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,0.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951,0.432254422958322699849622261184894755886484336755176768471289195005154755720328578191604916919665952781713745015438283043375495622927670617250592112677293198,0.828876391062977358346817926841198593103871693322385390056434826147097463339275380942289266240854652414785582490864694773337846347545399953872316650788646149,x.969346059045660648238853485289867975589324835913608853759449832811541454241859108574039995438238437710242791488980441155701174370502526006054066994578072601,y.590628568311036430067234543809686981639498435664300426589353196285547371143933709304045074537035722847926152423256148129812898369056621594241725449824525193,x.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,y.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951,0.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,0.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951
24,25,True,18756833,18756833,0.000000000000000000000000000000000000000000000000000000000000000000000161987171347757797066119362369786007089299376321538035256797265387327735382059734469509,0.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,0.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951,0.432254422958322699849622261184894755886484336755176768471289195005154755720328578191604916919665952781713745015438283043375495622927670617250592112677293198,0.828876391062977358346817926841198593103871693322385390056434826147097463339275380942289266240854652414785582490864694773337846347545399953872316650788646149,0.021480479192526762262598313118058735940964079564533051219215052513230437198271603251534721418683054487937485553534921957120428534850031932649674976372355254,0.718241956692444702446686253768266472805950977093376581192896932223024348391176361584918537699219707313089194987580090899741021022463279379539940905943673631,0.021480479192526762262598313118058735941044297454867606171435418980699773020083199779609720315855684166304848890865536081184249935613761201751989327717210290,0.718241956692444702446686253768266472808633219607578765865474130329417854242050173994774928849458758087634375329475751558085952584878222695078725643409608225,x.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,y.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951,x.021480479192526762262598313118058735940964079564533051219215052513230437198271603251534721418683054487937485553534921957120428534850031932649674976372355254,y.718241956692444702446686253768266472805950977093376581192896932223024348391176361584918537699219707313089194987580090899741021022463279379539940905943673631,0.021480479192526762262598313118058735940964079564533051219215052513230437198271603251534721418683054487937485553534921957120428534850031932649674976372355254,0.718241956692444702446686253768266472805950977093376581192896932223024348391176361584918537699219707313089194987580090899741021022463279379539940905943673631
25,26,True,21353353,21353353,0.000000000000000000000000000000000000000000000000000000000000000000000184411155724431624424827532708584500583777234956116694634154798800537961835226201417568,0.021480479192526762262598313118058735940964079564533051219215052513230437198271603251534721418683054487937485553534921957120428534850031932649674976372355254,0.718241956692444702446686253768266472805950977093376581192896932223024348391176361584918537699219707313089194987580090899741021022463279379539940905943673631,0.021480479192526762262598313118058735941044297454867606171435418980699773020083199779609720315855684166304848890865536081184249935613761201751989327717210290,0.718241956692444702446686253768266472808633219607578765865474130329417854242050173994774928849458758087634375329475751558085952584878222695078725643409608225,0.305897750575172734666323186375945083600682147534254427419234925733891650808141980667654193454114057898375193574804299635228502092841768851147035877241323536,0.029007027763135384528140865452624181290594607188120637968855956444563054437629992275428663069103395820849797117639468530366423419333908481745408688972070999,0.305897750575172734666323186375945083601824509023925635009558239811513494007402491831216934472656157840359646304997303569152124854969501976645393006021739047,0.029007027763135384528140865452624181290702932637994406472049049530042428586419601100088487341606305360605207585430575349533843693236988913517515580126780134,x.021480479192526762262598313118058735940964079564533051219215052513230437198271603251534721418683054487937485553534921957120428534850031932649674976372355254,y.718241956692444702446686253768266472805950977093376581192896932223024348391176361584918537699219707313089194987580090899741021022463279379539940905943673631,x.305897750575172734666323186375945083600682147534254427419234925733891650808141980667654193454114057898375193574804299635228502092841768851147035877241323536,y.029007027763135384528140865452624181290594607188120637968855956444563054437629992275428663069103395820849797117639468530366423419333908481745408688972070999,0.305897750575172734666323186375945083600682147534254427419234925733891650808141980667654193454114057898375193574804299635228502092841768851147035877241323536,0.029007027763135384528140865452624181290594607188120637968855956444563054437629992275428663069103395820849797117639468530366423419333908481745408688972070999
26,27,True,57411079,57411079,0.000000000000000000000000000000000000000000000000000000000000000000000495811755173843012849181252317030901010758401945922829490072929163246173536360141306798,0.305897750575172734666323186375945083600682147534254427419234925733891650808141980667654193454114057898375193574804299635228502092841768851147035877241323536,0.029007027763135384528140865452624181290594607188120637968855956444563054437629992275428663069103395820849797117639468530366423419333908481745408688972070999,0.305897750575172734666323186375945083601824509023925635009558239811513494007402491831216934472656157840359646304997303569152124854969501976645393006021739047,0.029007027763135384528140865452624181290702932637994406472049049530042428586419601100088487341606305360605207585430575349533843693236988913517515580126780134,0.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,0.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467,0.103611688647230517080966512392058934910721999424391335410172102650684479010879833831409047837205326926259017351369961969105075990237007992812005333529535494,0.012703317710739897754025143730832466350653213091919499383236102919986272723308998447219957977976322303016666060685360863685923005371490140090326725030597322,x.305897750575172734666323186375945083600682147534254427419234925733891650808141980667654193454114057898375193574804299635228502092841768851147035877241323536,y.029007027763135384528140865452624181290594607188120637968855956444563054437629992275428663069103395820849797117639468530366423419333908481745408688972070999,x.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,y.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467,0.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,0.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467
27,28,True,115684467,115684467,0.000000000000000000000000000000000000000000000000000000000000000000000999070556218260961148834784322521351775314081710358471971776886502671193052186461555995,0.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,0.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467,0.103611688647230517080966512392058934910721999424391335410172102650684479010879833831409047837205326926259017351369961969105075990237007992812005333529535494,0.012703317710739897754025143730832466350653213091919499383236102919986272723308998447219957977976322303016666060685360863685923005371490140090326725030597322,0.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,0.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810,0.913671583761778015666704123850759158554067849800170430262541151050538825608812607292670605481264988659858269498072392249409877698805879328004705956876041174,0.038897593515047812794534328543438536479211674223035157955101629095320867694585381479182199990727139676696640267234520209121599400269567951930417783310169054,x.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,y.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467,x.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,y.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810,0.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,0.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810
28,29,True,173074486,173074486,0.000000000000000000000000000000000000000000000000000000000000000000001494700433682333684994205400069321676371104101474420878061880953629929888206287392152333,0.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,0.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810,0.913671583761778015666704123850759158554067849800170430262541151050538825608812607292670605481264988659858269498072392249409877698805879328004705956876041174,0.038897593515047812794534328543438536479211674223035157955101629095320867694585381479182199990727139676696640267234520209121599400269567951930417783310169054,0.424481761692892706353230442759268784420577268877529495016470544947002071584924346473928799011280313149335806960662864227367594892414716001189412021274730370,0.960098723605647801640656840863872527111706947821888687187869080112055913657869194906420036327222406361176191523599342537895798396232148080937993382086635915,0.424481761692892706353230442759268784422162477061355570648090321103295573588911919027795173954324449772604011862449419726832411911345554974282950853144612860,0.960098723605647801640656840863872527115292393632024009041731000112449585480119354656698279361599895344932519710365755465482688244310542932924641797199398926,x.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,y.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810,x.424481761692892706353230442759268784420577268877529495016470544947002071584924346473928799011280313149335806960662864227367594892414716001189412021274730370,y.960098723605647801640656840863872527111706947821888687187869080112055913657869194906420036327222406361176191523599342537895798396232148080937993382086635915,0.424481761692892706353230442759268784420577268877529495016470544947002071584924346473928799011280313149335806960662864227367594892414716001189412021274730370,0.960098723605647801640656840863872527111706947821888687187869080112055913657869194906420036327222406361176191523599342537895798396232148080937993382086635915
29,30,True,632453190,632453190,0.000000000000000000000000000000000000000000000000000000000000000000005461972352047172254603953218090555042047343782373452709446946596874430337885907916106850,0.424481761692892706353230442759268784420577268877529495016470544947002071584924346473928799011280313149335806960662864227367594892414716001189412021274730370,0.960098723605647801640656840863872527111706947821888687187869080112055913657869194906420036327222406361176191523599342537895798396232148080937993382086635915,0.424481761692892706353230442759268784422162477061355570648090321103295573588911919027795173954324449772604011862449419726832411911345554974282950853144612860,0.960098723605647801640656840863872527115292393632024009041731000112449585480119354656698279361599895344932519710365755465482688244310542932924641797199398926,0.051394280744103420689678581749478177296709079590600740671997938576601467087603883717199183249708224393847379458480268517141827144304635397493836508109405298,0.690590542449817180219621312529331678252640875832467884172533484275489733710524437917886778438511228409183990336671537238851217094867355170037619308417428301,0.051394280744103420689678581749478177296901009237030050934539645061056738878107482347917184731538279056162259315864322029852682921344326327717079527347427378,0.690590542449817180219621312529331678255219855374953769601802481298869263368508630395499919753563024310775853752702045361736056244909966323842502955549824359,x.424481761692892706353230442759268784420577268877529495016470544947002071584924346473928799011280313149335806960662864227367594892414716001189412021274730370,y.960098723605647801640656840863872527111706947821888687187869080112055913657869194906420036327222406361176191523599342537895798396232148080937993382086635915,x.051394280744103420689678581749478177296709079590600740671997938576601467087603883717199183249708224393847379458480268517141827144304635397493836508109405298,y.690590542449817180219621312529331678252640875832467884172533484275489733710524437917886778438511228409183990336671537238851217094867355170037619308417428301,0.051394280744103420689678581749478177296709079590600740671997938576601467087603883717199183249708224393847379458480268517141827144304635397493836508109405298,0.690590542449817180219621312529331678252640875832467884172533484275489733710524437917886778438511228409183990336671537238851217094867355170037619308417428301
30,31,True,1069226467,1069226467,0.000000000000000000000000000000000000000000000000000000000000000000009234019992580127878128987512280939959647160352154415910390990728837529292587433340681323,0.051394280744103420689678581749478177296709079590600740671997938576601467087603883717199183249708224393847379458480268517141827144304635397493836508109405298,0.690590542449817180219621312529331678252640875832467884172533484275489733710524437917886778438511228409183990336671537238851217094867355170037619308417428301,0.051394280744103420689678581749478177296901009237030050934539645061056738878107482347917184731538279056162259315864322029852682921344326327717079527347427378,0.690590542449817180219621312529331678255219855374953769601802481298869263368508630395499919753563024310775853752702045361736056244909966323842502955549824359,0.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,0.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752,0.530707410325727846399637838419189153700342561344295294758361483272043179816562733466032960522840652952456917125418401952702472829801383532725713074692003040,0.267264302657754195060689152872516145682543782825105993959990588690501567577129042125168301027191557243282187608554389828351175115529194146750028141405121138,x.051394280744103420689678581749478177296709079590600740671997938576601467087603883717199183249708224393847379458480268517141827144304635397493836508109405298,y.690590542449817180219621312529331678252640875832467884172533484275489733710524437917886778438511228409183990336671537238851217094867355170037619308417428301,x.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,y.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752,0.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,0.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752
31,32,True,991084263,991084263,0.000000000000000000000000000000000000000000000000000000000000000000008559170747569552546945343626202211125076981149642435623271313099968161904549008639075128,0.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,0.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752,0.530707410325727846399637838419189153700342561344295294758361483272043179816562733466032960522840652952456917125418401952702472829801383532725713074692003040,0.267264302657754195060689152872516145682543782825105993959990588690501567577129042125168301027191557243282187608554389828351175115529194146750028141405121138,0.038169995158619347004697265965088027629394481492724177965988515761955613796744201902642614865106516966541982448490410479370799824002058266475418609779446656,0.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275,0.038169995158619347004697265965088027629537025635164440029647145762107640165499310501902262257650100329020439878478785184928939917374046482070625398472915057,0.311775226196333813653828847220850555459315143366643002940942114485169972422826547297278311055023943839307720228140113179288602607769227095145950553750891770,x.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,y.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752,x.038169995158619347004697265965088027629394481492724177965988515761955613796744201902642614865106516966541982448490410479370799824002058266475418609779446656,y.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275,0.038169995158619347004697265965088027629394481492724177965988515761955613796744201902642614865106516966541982448490410479370799824002058266475418609779446656,0.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275
32,33,True,4043965098,4043965098,0.000000000000000000000000000000000000000000000000000000000000000000034924364217247024158756091698712100406177697861758828916266493841908002986028039037605320,0.038169995158619347004697265965088027629394481492724177965988515761955613796744201902642614865106516966541982448490410479370799824002058266475418609779446656,0.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275,0.038169995158619347004697265965088027629537025635164440029647145762107640165499310501902262257650100329020439878478785184928939917374046482070625398472915057,0.311775226196333813653828847220850555459315143366643002940942114485169972422826547297278311055023943839307720228140113179288602607769227095145950553750891770,0.638025901787876621291709158366389781655148105948027492927303298730332588304124935883138927863932940617926656460469266393873446930221025837250057311875052424,0.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270,0.638025901787876621291709158366389781657530785187233280460893587853213198710118933676878481477289006343142269153010572562915503445236972073252829349852068082,0.015963399573301299456205042965700668097602872997378705141299259203234915775383118753600152254019611132136343257721297247143547771917010277782010305281735748,x.038169995158619347004697265965088027629394481492724177965988515761955613796744201902642614865106516966541982448490410479370799824002058266475418609779446656,y.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275,x.638025901787876621291709158366389781655148105948027492927303298730332588304124935883138927863932940617926656460469266393873446930221025837250057311875052424,y.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270,0.638025901787876621291709158366389781655148105948027492927303298730332588304124935883138927863932940617926656460469266393873446930221025837250057311875052424,0.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270
33,34,True,6995634245,6995634245,0.000000000000000000000000000000000000000000000000000000000000000000060415476489610866030608959447026016839608023915982704037108413705338374270167849609286766,0.638025901787876621291709158366389781655148105948027492927303298730332588304124935883138927863932940617926656460469266393873446930221025837250057311875052424,0.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270,0.638025901787876621291709158366389781657530785187233280460893587853213198710118933676878481477289006343142269153010572562915503445236972073252829349852068082,0.015963399573301299456205042965700668097602872997378705141299259203234915775383118753600152254019611132136343257721297247143547771917010277782010305281735748,0.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,0.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,0.237756575828640827132832661278617500907961429983497677682461149841128042992295143804947659882218347518199630913265351351230712998790514837115447942309156402,0.781208863643563692811806291993198625558024869341329575896606353672477077409456448072680642311726632470677966599707576784968412446127810892622855073480920812,x.638025901787876621291709158366389781655148105948027492927303298730332588304124935883138927863932940617926656460469266393873446930221025837250057311875052424,y.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270,x.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,y.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,0.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,0.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348
34,35,True,5979799635,5979799635,0.000000000000000000000000000000000000000000000000000000000000000000051642557573552237361413018603155399433406472347078037420667626503479586647864134938396554,0.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,0.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,0.237756575828640827132832661278617500907961429983497677682461149841128042992295143804947659882218347518199630913265351351230712998790514837115447942309156402,0.781208863643563692811806291993198625558024869341329575896606353672477077409456448072680642311726632470677966599707576784968412446127810892622855073480920812,0.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,0.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,0.963502200875332643910608257556081713758015996998265881869647583732133187437214820312370513702171219308342667471168076957387759307645500299335852242082520024,0.561984154032554027548295810058071202701824444472846260259359909453313195245582063621278285060601654519331275864356172339659692068574548156386228669626914438,x.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,y.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,x.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,y.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,0.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,0.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231
35,36,True,22274898188,22274898188,0.000000000000000000000000000000000000000000000000000000000000000000192369775299135822754884787908623045013046169991179091209838756972434615749043874679837311,0.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,0.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,0.963502200875332643910608257556081713758015996998265881869647583732133187437214820312370513702171219308342667471168076957387759307645500299335852242082520024,0.561984154032554027548295810058071202701824444472846260259359909453313195245582063621278285060601654519331275864356172339659692068574548156386228669626914438,0.702750332979652786081849138803881716270656427354988394227673313276041633255343293250815562041264724823729314378703407444579487702078082673647457697054408585,0.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876,0.702750332979652786081849138803881716273280817092212992640116469286274136836450506725646526272807553358553250754662133210838148368903860336054843148586763411,0.430096962266917870856113373706565115690605542796007403459373692228753581649536748853023628781160788857455431518868106209602735047421281463787759179404628933,x.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,y.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,x.702750332979652786081849138803881716270656427354988394227673313276041633255343293250815562041264724823729314378703407444579487702078082673647457697054408585,y.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876,0.702750332979652786081849138803881716270656427354988394227673313276041633255343293250815562041264724823729314378703407444579487702078082673647457697054408585,0.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876
36,37,True,57863790615,57863790615,0.000000000000000000000000000000000000000000000000000000000000000000499721448987832035353067977667797528323258234400208488653591185669612719510251624182301575,0.702750332979652786081849138803881716270656427354988394227673313276041633255343293250815562041264724823729314378703407444579487702078082673647457697054408585,0.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876,0.702750332979652786081849138803881716273280817092212992640116469286274136836450506725646526272807553358553250754662133210838148368903860336054843148586763411,0.430096962266917870856113373706565115690605542796007403459373692228753581649536748853023628781160788857455431518868106209602735047421281463787759179404628933,0.488952861152067880817836132905138175062330181159433588544124889015880599845176400017422861967510109016183454511796911695981683516342110895384000610898111821,0.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875,0.488952861152067880817836132905138175064156153785235595008269592181301654694637053387037862904394815600681638024681448290903632871260014252474301647520065585,0.379956845046310008747522852254108936672561874162839105606769576281237821973797136313715249446298038543337927628905627512224688387985355933047283134199218867,x.702750332979652786081849138803881716270656427354988394227673313276041633255343293250815562041264724823729314378703407444579487702078082673647457697054408585,y.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876,x.488952861152067880817836132905138175062330181159433588544124889015880599845176400017422861967510109016183454511796911695981683516342110895384000610898111821,y.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875,0.488952861152067880817836132905138175062330181159433588544124889015880599845176400017422861967510109016183454511796911695981683516342110895384000610898111821,0.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875
37,38,True,46719975997,46719975997,0.000000000000000000000000000000000000000000000000000000000000000000403481587600058624966096015881430905166055415500544636790235748753064587450461302227069700,0.488952861152067880817836132905138175062330181159433588544124889015880599845176400017422861967510109016183454511796911695981683516342110895384000610898111821,0.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875,0.488952861152067880817836132905138175064156153785235595008269592181301654694637053387037862904394815600681638024681448290903632871260014252474301647520065585,0.379956845046310008747522852254108936672561874162839105606769576281237821973797136313715249446298038543337927628905627512224688387985355933047283134199218867,0.751478307755962565689583521092941054015388458354716854739295412473768120709345723673717206279442920661807629004760766056275246848055689815087214554203418841,0.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603,0.751478307755962565689583521092941054018194820537797824043553781653212660182933933761316518918183578404207840427547445315882846380681479019997001547726282397,0.217712263601685594498730950161126535528623833659992134076105662912342646900303871754608484104153070757508997196069377812591721300272229455924240671848271617,x.488952861152067880817836132905138175062330181159433588544124889015880599845176400017422861967510109016183454511796911695981683516342110895384000610898111821,y.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875,x.751478307755962565689583521092941054015388458354716854739295412473768120709345723673717206279442920661807629004760766056275246848055689815087214554203418841,y.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603,0.751478307755962565689583521092941054015388458354716854739295412473768120709345723673717206279442920661807629004760766056275246848055689815087214554203418841,0.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603
