max_k,n0,n1,da,k_factorial,k_fact_over_N,k_fact_over_p,Delta_lead,Delta_lead_over_N,Delta_lead_over_p,rem0_over_N,rem1_over_N,P0_x_over_p,P0_y_over_p,P1_x_over_p,P1_y_over_p,P0_x_dot,P0_y_dot,P1_x_dot,P1_y_dot,T_x_over_p,T_y_over_p
8,18,19,4,40320,0.000000000000000000000000000000000000000000000000000000000000000000000000348210316141408007295577707108112110708697510570383261478846974882009894239856402933,0.000000000000000000000000000000000000000000000000000000000000000000000000348210316141408007295577707108112110707397134694070865444155723917210537344910741512,161280,0.000000000000000000000000000000000000000000000000000000000000000000000001392841264565632029182310828432448442834790042281533045915387899528039576959425611735,0.000000000000000000000000000000000000000000000000000000000000000000000001392841264565632029182310828432448442829588538776283461776622895668842149379642966049,0.000000000000000000000000000000000000000000000000000000000000000000000000322897706106426190098570309798244139565661984690378466354975435115661407136259698643,0.000000000000000000000000000000000000000000000000000000000000000000000000302049995214428200772887656401443975000910104965256809777348039347675993329339724519,0.050363729034052879838604933241617888516697063049612390003220740892482537378373267733097788748326870653082386513705430950346428808110914373640927536395938527,0.533456360598229461945450470401661829027195260911347040047257639962501113476296597308318315097503801165160746642482042284541722846520789009652676241214574090,0.521091255169780243306315965461550787518006801342282507716165160872576890917893105488488772020941361880490832716901597405318021104296455534798895099147113142,0.271457542420308265311296771712322212993130046928364567721066935761977886399002397098160825972917629557767420202312319788294723234951391537636180749819815919,x.050363729034052879838604933241617888516697063049612390003220740892482537378373267733097788748326870653082386513705430950346428808110914373640927536395938527,y.533456360598229461945450470401661829027195260911347040047257639962501113476296597308318315097503801165160746642482042284541722846520789009652676241214574090,x.521091255169780243306315965461550787518006801342282507716165160872576890917893105488488772020941361880490832716901597405318021104296455534798895099147113142,y.271457542420308265311296771712322212993130046928364567721066935761977886399002397098160825972917629557767420202312319788294723234951391537636180749819815919,0.099937896506151073966958604214381177854359733812368798547323595744213098927359077754163130974937769924750515235260975130158195375962755373697393121381525975,0.697634665964742086205025646636073445137086283871383478570856098541970741657689722376615762076125412012942076910082688141318220595927414486861729733277122251
9,20,21,2,362880,0.000000000000000000000000000000000000000000000000000000000000000000000003133892845272672065660199363973008996378277595133449353309622773938089048158707626404,0.000000000000000000000000000000000000000000000000000000000000000000000003133892845272672065660199363973008996366574212246637788997401515254894836104196673610,725760,0.000000000000000000000000000000000000000000000000000000000000000000000006267785690545344131320398727946017992756555190266898706619245547876178096317415252808,0.000000000000000000000000000000000000000000000000000000000000000000000006267785690545344131320398727946017992733148424493275577994803030509789672208393347221,0.000000000000000000000000000000000000000000000000000000000000000000000001187965437933126519334270403191234563808440066010173866548753802674718130504760099661,0.000000000000000000000000000000000000000000000000000000000000000000000003111127904961443109627680940462667143108730803519770526988733869528640187017431300061,0.235508310570608608751796625232158217653232228800366823647640347645956181731229344129410715023916432843326162668024855359561369234544372152411354888629403880,0.531281197182471451854511505906293346035891855464889380063536168711922741132968281146681967027397816433108144851245663542364543942851367182795310287231465017,0.103338984997347905740719840146549208926021612739555243923646082424597529533842618478023536259404889794158116428977503737093197088175091159010675372762980720,0.177112016836555759071695157241657381084727088177269777691133543630928814295183272783389650542505146727754828207153080385406026170692142240538197371026030790,x.235508310570608608751796625232158217653232228800366823647640347645956181731229344129410715023916432843326162668024855359561369234544372152411354888629403880,y.531281197182471451854511505906293346035891855464889380063536168711922741132968281146681967027397816433108144851245663542364543942851367182795310287231465017,x.103338984997347905740719840146549208926021612739555243923646082424597529533842618478023536259404889794158116428977503737093197088175091159010675372762980720,y.177112016836555759071695157241657381084727088177269777691133543630928814295183272783389650542505146727754828207153080385406026170692142240538197371026030790,0.424602756099195275593917668773739078074611983865438230961281599522510874170963474182867114717608533569061695099484916960237653798178929357507134634362409579,0.915060496471339032564479754398870137669089615469688336661500923149435559421411706591684531081876728440162220834794568363844724915124410121321748077911616396
9,21,22,4,362880,0.000000000000000000000000000000000000000000000000000000000000000000000003133892845272672065660199363973008996378277595133449353309622773938089048158707626404,0.000000000000000000000000000000000000000000000000000000000000000000000003133892845272672065660199363973008996366574212246637788997401515254894836104196673610,1451520,0.000000000000000000000000000000000000000000000000000000000000000000000012535571381090688262640797455892035985513110380533797413238491095752356192634830505617,0.000000000000000000000000000000000000000000000000000000000000000000000012535571381090688262640797455892035985466296848986551155989606061019579344416786694443,0.000000000000000000000000000000000000000000000000000000000000000000000003111127904961443109627680940462667143108730803519770526988733869528640187017431300061,0.000000000000000000000000000000000000000000000000000000000000000000000000902160075770830968901734474643718140400859822587151454460932329789171616616520818940,0.103338984997347905740719840146549208926021612739555243923646082424597529533842618478023536259404889794158116428977503737093197088175091159010675372762980720,0.177112016836555759071695157241657381084727088177269777691133543630928814295183272783389650542505146727754828207153080385406026170692142240538197371026030790,0.245505054086343922792492811688485969277244153428955735192946029925293723585859703607019172316928652378677729487749580720658722724393004113660261037178522817,0.437705346853408484663336185362563105886684935573930810544605849633156274920655344319254544467880766473154335350893041346913157855201834777592515061081828239,x.103338984997347905740719840146549208926021612739555243923646082424597529533842618478023536259404889794158116428977503737093197088175091159010675372762980720,y.177112016836555759071695157241657381084727088177269777691133543630928814295183272783389650542505146727754828207153080385406026170692142240538197371026030790,x.245505054086343922792492811688485969277244153428955735192946029925293723585859703607019172316928652378677729487749580720658722724393004113660261037178522817,y.437705346853408484663336185362563105886684935573930810544605849633156274920655344319254544467880766473154335350893041346913157855201834777592515061081828239,0.424602756099195275593917668773739078074611983865438230961281599522510874170963474182867114717608533569061695099484916960237653798178929357507134634362409579,0.915060496471339032564479754398870137669089615469688336661500923149435559421411706591684531081876728440162220834794568363844724915124410121321748077911616396
10,23,24,2,3628800,0.000000000000000000000000000000000000000000000000000000000000000000000031338928452726720656601993639730089963782775951334493533096227739380890481587076264044,0.000000000000000000000000000000000000000000000000000000000000000000000031338928452726720656601993639730089963665742122466377889974015152548948361041966736107,7257600,0.000000000000000000000000000000000000000000000000000000000000000000000062677856905453441313203987279460179927565551902668987066192455478761780963174152528089,0.000000000000000000000000000000000000000000000000000000000000000000000062677856905453441313203987279460179927331484244932755779948030305097896722083933472215,0.000000000000000000000000000000000000000000000000000000000000000000000017013269325873166100900363942420512755961198244510817606147110570721955745840912537015,0.000000000000000000000000000000000000000000000000000000000000000000000030591692604665728929835064931153148191288744616895211754420737767786371034930098699376,0.969346059045660648238853485289867975589324835913608853759449832811541454241859108574039995438238437710242791488980441155701174370502526006054066994578072601,0.590628568311036430067234543809686981639498435664300426589353196285547371143933709304045074537035722847926152423256148129812898369056621594241725449824525193,0.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,0.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951,x.969346059045660648238853485289867975589324835913608853759449832811541454241859108574039995438238437710242791488980441155701174370502526006054066994578072601,y.590628568311036430067234543809686981639498435664300426589353196285547371143933709304045074537035722847926152423256148129812898369056621594241725449824525193,x.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,y.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951,0.691361536109873400217792981217702227218760888685144272964293480788782984771460078768865543148290786114475674730988027481884168016410393659473499168016796384,0.747427469183420303348821646186215085408335605497499261620378654351724320879749902850734626448016244361466759535678678210639947945718638667142236241821157377
10,24,25,6,3628800,0.000000000000000000000000000000000000000000000000000000000000000000000031338928452726720656601993639730089963782775951334493533096227739380890481587076264044,0.000000000000000000000000000000000000000000000000000000000000000000000031338928452726720656601993639730089963665742122466377889974015152548948361041966736107,21772800,0.000000000000000000000000000000000000000000000000000000000000000000000188033570716360323939611961838380539782696655708006961198577366436285342889522457584269,0.000000000000000000000000000000000000000000000000000000000000000000000188033570716360323939611961838380539781994452734798267339844090915293690166251800416647,0.000000000000000000000000000000000000000000000000000000000000000000000030591692604665728929835064931153148191288744616895211754420737767786371034930098699376,0.000000000000000000000000000000000000000000000000000000000000000000000004545293236063202056342465462558615497891465230426285812640636718828763527467375584615,0.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,0.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951,0.021480479192526762262598313118058735940964079564533051219215052513230437198271603251534721418683054487937485553534921957120428534850031932649674976372355254,0.718241956692444702446686253768266472805950977093376581192896932223024348391176361584918537699219707313089194987580090899741021022463279379539940905943673631,x.432254422958322699849622261184894755884870101914942821387558927926774477041435022616536363275039932737056280427347635333085875036540726921507382464753103861,y.828876391062977358346817926841198593100776291453402677777244838560506537280845984205661861635189329520132756793882264720010501348268471232764430063705840951,x.021480479192526762262598313118058735940964079564533051219215052513230437198271603251534721418683054487937485553534921957120428534850031932649674976372355254,y.718241956692444702446686253768266472805950977093376581192896932223024348391176361584918537699219707313089194987580090899741021022463279379539940905943673631,0.691361536109873400217792981217702227218760888685144272964293480788782984771460078768865543148290786114475674730988027481884168016410393659473499168016796384,0.747427469183420303348821646186215085408335605497499261620378654351724320879749902850734626448016244361466759535678678210639947945718638667142236241821157377
11,26,27,1,39916800,0.000000000000000000000000000000000000000000000000000000000000000000000344728212979993927222621930037030989601610535464679428864058505133189795297457838904494,0.000000000000000000000000000000000000000000000000000000000000000000000344728212979993927222621930037030989600323163347130156789714166678038431971461634097186,39916800,0.000000000000000000000000000000000000000000000000000000000000000000000344728212979993927222621930037030989601610535464679428864058505133189795297457838904494,0.000000000000000000000000000000000000000000000000000000000000000000000344728212979993927222621930037030989600323163347130156789714166678038431971461634097186,0.000000000000000000000000000000000000000000000000000000000000000000000126278592055041385167966010891682936154103148283873993380602980040604944399519424474094,0.000000000000000000000000000000000000000000000000000000000000000000000277362134248890470794525333171682847563251014765117394006617404070661322638421726876398,0.305897750575172734666323186375945083600682147534254427419234925733891650808141980667654193454114057898375193574804299635228502092841768851147035877241323536,0.029007027763135384528140865452624181290594607188120637968855956444563054437629992275428663069103395820849797117639468530366423419333908481745408688972070999,0.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,0.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467,x.305897750575172734666323186375945083600682147534254427419234925733891650808141980667654193454114057898375193574804299635228502092841768851147035877241323536,y.029007027763135384528140865452624181290594607188120637968855956444563054437629992275428663069103395820849797117639468530366423419333908481745408688972070999,x.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,y.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467,0.928251109886666350199317584952628906111699908019029070604296705960579112174177509723505072519114880224805363252346139142569550122222348756347533557483503712,0.636309986308256905678170437644174468785695939294759208188769209647099753089828130207144307602974533391070255758455996967211905765633951518634201024065357939
11,27,28,3,39916800,0.000000000000000000000000000000000000000000000000000000000000000000000344728212979993927222621930037030989601610535464679428864058505133189795297457838904494,0.000000000000000000000000000000000000000000000000000000000000000000000344728212979993927222621930037030989600323163347130156789714166678038431971461634097186,119750400,0.000000000000000000000000000000000000000000000000000000000000000000001034184638939981781667865790111092968804831606394038286592175515399569385892373516713484,0.000000000000000000000000000000000000000000000000000000000000000000001034184638939981781667865790111092968800969490041390470369142500034115295914384902291560,0.000000000000000000000000000000000000000000000000000000000000000000000277362134248890470794525333171682847563251014765117394006617404070661322638421726876398,0.000000000000000000000000000000000000000000000000000000000000000000000242248051527169650275494327383111230533733490081437579386218775173763129798234671718909,0.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,0.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467,0.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,0.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810,x.103611688647230517080966512392058934910335066199914051218872127206301148369770200871591992441785294064680364958868316677544750361413390058607367425808097837,y.012703317710739897754025143730832466350605773119194883771270273881192817350633397252860159503027101927912561501023193913035204955776259144038838046513872467,x.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,y.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810,0.928251109886666350199317584952628906111699908019029070604296705960579112174177509723505072519114880224805363252346139142569550122222348756347533557483503712,0.636309986308256905678170437644174468785695939294759208188769209647099753089828130207144307602974533391070255758455996967211905765633951518634201024065357939
11,28,29,5,39916800,0.000000000000000000000000000000000000000000000000000000000000000000000344728212979993927222621930037030989601610535464679428864058505133189795297457838904494,0.000000000000000000000000000000000000000000000000000000000000000000000344728212979993927222621930037030989600323163347130156789714166678038431971461634097186,199584000,0.000000000000000000000000000000000000000000000000000000000000000000001723641064899969636113109650185154948008052677323397144320292525665948976487289194522474,0.000000000000000000000000000000000000000000000000000000000000000000001723641064899969636113109650185154948001615816735650783948570833390192159857308170485934,0.000000000000000000000000000000000000000000000000000000000000000000000242248051527169650275494327383111230533733490081437579386218775173763129798234671718909,0.000000000000000000000000000000000000000000000000000000000000000000000013307420309533699156590077267277958896784914232461313127807203137744041517232869348768,0.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,0.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810,0.424481761692892706353230442759268784420577268877529495016470544947002071584924346473928799011280313149335806960662864227367594892414716001189412021274730370,0.960098723605647801640656840863872527111706947821888687187869080112055913657869194906420036327222406361176191523599342537895798396232148080937993382086635915,x.913671583761778015666704123850759158550655784070579973710316349176408589690102730639467278865712135195133396864499079779536128773723719882164692276801585217,y.038897593515047812794534328543438536479066412897023689190720407908907402267905649889454957787006881674930425883737764637717500376502415708894855155156566810,x.424481761692892706353230442759268784420577268877529495016470544947002071584924346473928799011280313149335806960662864227367594892414716001189412021274730370,y.960098723605647801640656840863872527111706947821888687187869080112055913657869194906420036327222406361176191523599342537895798396232148080937993382086635915,0.928251109886666350199317584952628906111699908019029070604296705960579112174177509723505072519114880224805363252346139142569550122222348756347533557483503712,0.636309986308256905678170437644174468785695939294759208188769209647099753089828130207144307602974533391070255758455996967211905765633951518634201024065357939
12,30,31,2,479001600,0.000000000000000000000000000000000000000000000000000000000000000000004136738555759927126671463160444371875219326425576153146368702061598277543569494066853939,0.000000000000000000000000000000000000000000000000000000000000000000004136738555759927126671463160444371875203877960165561881476570000136461183657539609166241,958003200,0.000000000000000000000000000000000000000000000000000000000000000000008273477111519854253342926320888743750438652851152306292737404123196555087138988133707878,0.000000000000000000000000000000000000000000000000000000000000000000008273477111519854253342926320888743750407755920331123762953140000272922367315079218332483,0.000000000000000000000000000000000000000000000000000000000000000000000649084790636790972643836274839399146521581200100402018477934728147517245238731040792689,0.000000000000000000000000000000000000000000000000000000000000000000001609627671697064597429897466231595355730088701102511636131521333788491450687176247766134,0.051394280744103420689678581749478177296709079590600740671997938576601467087603883717199183249708224393847379458480268517141827144304635397493836508109405298,0.690590542449817180219621312529331678252640875832467884172533484275489733710524437917886778438511228409183990336671537238851217094867355170037619308417428301,0.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,0.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752,x.051394280744103420689678581749478177296709079590600740671997938576601467087603883717199183249708224393847379458480268517141827144304635397493836508109405298,y.690590542449817180219621312529331678252640875832467884172533484275489733710524437917886778438511228409183990336671537238851217094867355170037619308417428301,x.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,y.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752,0.465944037411805262542075045312900892602967765497702800217841709711766749036669101364518297619420999128738155426613553344467177258926456975168146603236176832,0.496654741963289119361401533919948552525109210942101920757201766956661432650642534907118183627668762185153027276130495337222245848028220603237397991645629634
12,31,32,2,479001600,0.000000000000000000000000000000000000000000000000000000000000000000004136738555759927126671463160444371875219326425576153146368702061598277543569494066853939,0.000000000000000000000000000000000000000000000000000000000000000000004136738555759927126671463160444371875203877960165561881476570000136461183657539609166241,958003200,0.000000000000000000000000000000000000000000000000000000000000000000008273477111519854253342926320888743750438652851152306292737404123196555087138988133707878,0.000000000000000000000000000000000000000000000000000000000000000000008273477111519854253342926320888743750407755920331123762953140000272922367315079218332483,0.000000000000000000000000000000000000000000000000000000000000000000001609627671697064597429897466231595355730088701102511636131521333788491450687176247766134,0.000000000000000000000000000000000000000000000000000000000000000000001895321307746762891032314771545062730368416999592640966665430310560098268097196753133384,0.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,0.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752,0.038169995158619347004697265965088027629394481492724177965988515761955613796744201902642614865106516966541982448490410479370799824002058266475418609779446656,0.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275,x.530707410325727846399637838419189153698360658219151972719082361522428978501390045722140307074823350748342821549163903591446119839007777109514943353863545179,y.267264302657754195060689152872516145681545696221507319674199975873333051031398945354724321554835080039644361862702706713665392176434622171591077848863107752,x.038169995158619347004697265965088027629394481492724177965988515761955613796744201902642614865106516966541982448490410479370799824002058266475418609779446656,y.311775226196333813653828847220850555458150832706723007276583522303119531081740053695412732154714558541394227526395940840567495850711699472503143141673573275,0.465944037411805262542075045312900892602967765497702800217841709711766749036669101364518297619420999128738155426613553344467177258926456975168146603236176832,0.496654741963289119361401533919948552525109210942101920757201766956661432650642534907118183627668762185153027276130495337222245848028220603237397991645629634
13,33,34,1,6227020800,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377851243532489990902793126800777608066403422869101208,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377650413482152304459195410001773995387548014919161145,6227020800,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377851243532489990902793126800777608066403422869101208,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377650413482152304459195410001773995387548014919161145,0.000000000000000000000000000000000000000000000000000000000000000000007862515634674297163088164347146560010010829882318397858351009721280158449138777322761131,0.000000000000000000000000000000000000000000000000000000000000000000014500390899406110546968102708395742471767610265811110992666296625840924652903204062946688,0.638025901787876621291709158366389781655148105948027492927303298730332588304124935883138927863932940617926656460469266393873446930221025837250057311875052424,0.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270,0.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,0.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,x.638025901787876621291709158366389781655148105948027492927303298730332588304124935883138927863932940617926656460469266393873446930221025837250057311875052424,y.015963399573301299456205042965700668097543258394517178706732551557899207506189805155125941118314520142217000375751502996817319653179207057977923752897131270,x.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,y.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,0.405701667359777540840361799062043890048624180693351941524589571497007980724152791205137668228452806472843421671393866594727989528520503072211602342639593427,0.077108349466758937087621362867365228396020228073277706776256065614922863239229318947967163073724162046785194290918328491716913535107147475838381628205054435
13,34,35,1,6227020800,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377851243532489990902793126800777608066403422869101208,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377650413482152304459195410001773995387548014919161145,6227020800,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377851243532489990902793126800777608066403422869101208,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377650413482152304459195410001773995387548014919161145,0.000000000000000000000000000000000000000000000000000000000000000000014500390899406110546968102708395742471767610265811110992666296625840924652903204062946688,0.000000000000000000000000000000000000000000000000000000000000000000012365347248079295261652100225774307527322839080399157510540796328542903234363916132242034,0.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,0.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,0.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,0.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,x.237756575828640827132832661278617500907073538668075969982755819941648929445016753918590687464665338834808972885573727119644906325903245810556253684199021394,y.781208863643563692811806291993198625555107479724903140133266754908018083616806660420569641655233796641876050770499251341868752978019984833763887097849484348,x.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,y.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,0.405701667359777540840361799062043890048624180693351941524589571497007980724152791205137668228452806472843421671393866594727989528520503072211602342639593427,0.077108349466758937087621362867365228396020228073277706776256065614922863239229318947967163073724162046785194290918328491716913535107147475838381628205054435
13,35,36,3,6227020800,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377851243532489990902793126800777608066403422869101208,0.000000000000000000000000000000000000000000000000000000000000000000053777601224879052646729021085776834377650413482152304459195410001773995387548014919161145,18681062400,0.000000000000000000000000000000000000000000000000000000000000000000161332803674637157940187063257330503133553730597469972708379380402332824199210268607303626,0.000000000000000000000000000000000000000000000000000000000000000000161332803674637157940187063257330503132951240446456913377586230005321986162644044757483435,0.000000000000000000000000000000000000000000000000000000000000000000012365347248079295261652100225774307527322839080399157510540796328542903234363916132242034,0.000000000000000000000000000000000000000000000000000000000000000000043402318872577960076349824877066849406815278474108276012000172898644694784197522204775718,0.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,0.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,0.702750332979652786081849138803881716270656427354988394227673313276041633255343293250815562041264724823729314378703407444579487702078082673647457697054408585,0.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876,x.963502200875332643910608257556081713754417841054249062854428506432394713427505674432058744828709384364207539400352276909858349069794011478589637803339497451,y.561984154032554027548295810058071202699725739744991530809294491627866146856732663691793454370064614319267289990657172943530122652583151677428318441385701231,x.702750332979652786081849138803881716270656427354988394227673313276041633255343293250815562041264724823729314378703407444579487702078082673647457697054408585,y.430096962266917870856113373706565115688999364896384187122694007021511259329934088135352886446017747842156702708758648467268603082530293154185117918320860876,0.405701667359777540840361799062043890048624180693351941524589571497007980724152791205137668228452806472843421671393866594727989528520503072211602342639593427,0.077108349466758937087621362867365228396020228073277706776256065614922863239229318947967163073724162046785194290918328491716913535107147475838381628205054435
14,37,38,0,87178291200,0.000000000000000000000000000000000000000000000000000000000000000000752886417148306737054206295200875681289917409454859872639103775210886512929647920167416923,0.000000000000000000000000000000000000000000000000000000000000000000752886417148306737054206295200875681287105788750132262428735740024835935425672208868256033,0,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.000000000000000000000000000000000000000000000000000000000000000000112902958061377574255585633858649702707263564614396837443246344162036549763221763434267623,0.000000000000000000000000000000000000000000000000000000000000000000516384545661436199221681649740080607873318980114941474233482092915101137213683065661337324,0.488952861152067880817836132905138175062330181159433588544124889015880599845176400017422861967510109016183454511796911695981683516342110895384000610898111821,0.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875,0.751478307755962565689583521092941054015388458354716854739295412473768120709345723673717206279442920661807629004760766056275246848055689815087214554203418841,0.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603,x.488952861152067880817836132905138175062330181159433588544124889015880599845176400017422861967510109016183454511796911695981683516342110895384000610898111821,y.379956845046310008747522852254108936671142942291971327176014255168714696035943778922072501171340596149032640841918823738231621949480891849372803480107002875,x.751478307755962565689583521092941054015388458354716854739295412473768120709345723673717206279442920661807629004760766056275246848055689815087214554203418841,y.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603,0.395821789413088194166816914894929057135917089936046730555460419024902030266874386859081714268170242367162454739583578487086878413430351745912227784174521706,0.895557914776722569637617537538538496485416042238689871641273492789333367449527877423489169222335779448758394147066641816611975316577255384306819448415024709
14,38,39,2,87178291200,0.000000000000000000000000000000000000000000000000000000000000000000752886417148306737054206295200875681289917409454859872639103775210886512929647920167416923,0.000000000000000000000000000000000000000000000000000000000000000000752886417148306737054206295200875681287105788750132262428735740024835935425672208868256033,174356582400,0.000000000000000000000000000000000000000000000000000000000000000001505772834296613474108412590401751362579834818909719745278207550421773025859295840334833846,0.000000000000000000000000000000000000000000000000000000000000000001505772834296613474108412590401751362574211577500264524857471480049671870851344417736512066,0.000000000000000000000000000000000000000000000000000000000000000000516384545661436199221681649740080607873318980114941474233482092915101137213683065661337324,0.000000000000000000000000000000000000000000000000000000000000000000537084145787725048291844472806184393131403690909392368055518178986761896055405675685639310,0.751478307755962565689583521092941054015388458354716854739295412473768120709345723673717206279442920661807629004760766056275246848055689815087214554203418841,0.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603,0.177609269600912978182976166563519893399611134056953950258496602671050571598808183918073651946118211944466012742689310439247596085451836895642948400588720808,0.209961171009290844820244201693679158573071912576265768847735387654643350209597369010734092170555293843123137477015164202843786764566644126026308768738385058,x.751478307755962565689583521092941054015388458354716854739295412473768120709345723673717206279442920661807629004760766056275246848055689815087214554203418841,y.217712263601685594498730950161126535527810796933504032659475349966777494260252172058706243970548027370884300061095916595908753771773573703856164353835271603,x.177609269600912978182976166563519893399611134056953950258496602671050571598808183918073651946118211944466012742689310439247596085451836895642948400588720808,y.209961171009290844820244201693679158573071912576265768847735387654643350209597369010734092170555293843123137477015164202843786764566644126026308768738385058,0.395821789413088194166816914894929057135917089936046730555460419024902030266874386859081714268170242367162454739583578487086878413430351745912227784174521706,0.895557914776722569637617537538538496485416042238689871641273492789333367449527877423489169222335779448758394147066641816611975316577255384306819448415024709
