idx	priority	label	center_dec	center_hex	lo_dec	hi_dec	lo_hex	hi_hex	width_bits
21	3	diff_low(b3[52],b4[2])	34393544485926015191852389149852237859906	0x6512d3b8ced3e8921d0d01fb1ba4388c42	34393544485926015191704815197262561446978	34393544485926015191999963102441914272834	0000000000000000000000000000006512D3B8CED3E892150D01FB1BA4388C42	0000000000000000000000000000006512D3B8CED3E892250D01FB1BA4388C42	68
22	3	diff_low(b3[30],b4[2])	34400472936560758843747845062291068190554	0x65180a17cc42833cf6a99daa3ae7de7f5a	34400472936560758843600271109701391777626	34400472936560758843895419014880744603482	00000000000000000000000000000065180A17CC42833CEEA99DAA3AE7DE7F5A	00000000000000000000000000000065180A17CC42833CFEA99DAA3AE7DE7F5A	68
23	3	wavg2a(b2[13],b2[41])	34393405122175211210597256609332272931861	0x6512b8e1a4fe72d895f32fec9cc6a1a415	34393405122175211210449682656742596518933	34393405122175211210744830561921949344789	0000000000000000000000000000006512B8E1A4FE72D88DF32FEC9CC6A1A415	0000000000000000000000000000006512B8E1A4FE72D89DF32FEC9CC6A1A415	68
24	3	diff_low(b1[48],b1[59])	34393379618631147821813101340133175024918	0x6512b3f8390322380e7d971addca175d16	34393379618631147821665527387543498611990	34393379618631147821960675292722851437846	0000000000000000000000000000006512B3F839032238067D971ADDCA175D16	0000000000000000000000000000006512B3F839032238167D971ADDCA175D16	68
25	3	wavg2a(b2[13],b3[5])	34392853162648384149838560609222923893312	0x65124e93f052818f00eb3bd609faa7ba40	34392853162648384149690986656633247480384	34392853162648384149986134561812600306240	00000000000000000000000000000065124E93F052818EF8EB3BD609FAA7BA40	00000000000000000000000000000065124E93F052818F08EB3BD609FAA7BA40	68
26	3	wavg2a(b2[15],b2[26])	34401384911526559932418313316199036058455	0x6518b9bba29cdf9beff785e5d318b37b57	34401384911526559932270739363609359645527	34401384911526559932565887268788712471383	0000000000000000000000000000006518B9BBA29CDF9BE7F785E5D318B37B57	0000000000000000000000000000006518B9BBA29CDF9BF7F785E5D318B37B57	68
27	3	avg(b1[22],b3[17])	34401597861826669358652210603794452990630	0x6518e2bee546e779b3bc88f90a38284aa6	34401597861826669358504636651204776577702	34401597861826669358799784556384129403558	0000000000000000000000000000006518E2BEE546E779ABBC88F90A38284AA6	0000000000000000000000000000006518E2BEE546E779BBBC88F90A38284AA6	68
28	3	diff_low(b1[21],b3[47])	34402101676503025514727365409603275989296	0x651943c6e080e0f749d0485a160c042130	34402101676503025514579791457013599576368	34402101676503025514874939362192952402224	000000000000000000000000000000651943C6E080E0F741D0485A160C042130	000000000000000000000000000000651943C6E080E0F751D0485A160C042130	68
29	3	wavg2a(b1[52],b4[52])	34391727451889385900069348589234292172852	0x651175c61cfd0fda47798c3a841bf6a834	34391727451889385899921774636644615759924	34391727451889385900216922541823968585780	000000000000000000000000000000651175C61CFD0FDA3F798C3A841BF6A834	000000000000000000000000000000651175C61CFD0FDA4F798C3A841BF6A834	68
30	3	avg(b1[70],b2[7])	34391561686900465583047198005462573916821	0x651155d944ae5ce62319f44857970a2295	34391561686900465582899624052872897503893	34391561686900465583194771958052250329749	000000000000000000000000000000651155D944AE5CE61B19F44857970A2295	000000000000000000000000000000651155D944AE5CE62B19F44857970A2295	68
31	3	wavg2b(b2[13],b3[31])	34391072195652521148138757587737249097687	0x6510f7937c89b2e017628c5eafb654a7d7	34391072195652521147991183635147572684759	34391072195652521148286331540326925510615	0000000000000000000000000000006510F7937C89B2E00F628C5EAFB654A7D7	0000000000000000000000000000006510F7937C89B2E01F628C5EAFB654A7D7	68
32	3	wavg2a(b4[30],b4[48])	34391014935016507622552346327850507535111	0x6510ec8c51b40e0803a48dcb744cb38307	34391014935016507622404772375260831122183	34391014935016507622699920280440183948039	0000000000000000000000000000006510EC8C51B40E07FBA48DCB744CB38307	0000000000000000000000000000006510EC8C51B40E080BA48DCB744CB38307	68
33	3	diff_low(b3[22],b4[50])	34402914716807436690371597616804537894374	0x6519e05cdbdf2a1a322e994cb36f7505e6	34402914716807436690224023664214861481446	34402914716807436690519171569394214307302	0000000000000000000000000000006519E05CDBDF2A1A2A2E994CB36F7505E6	0000000000000000000000000000006519E05CDBDF2A1A3A2E994CB36F7505E6	68
34	3	avg(b1[22],b4[45])	34390660986042838695527354181908158847492	0x6510a86149943a0d835db5e7d436e99a04	34390660986042838695379780229318482434564	34390660986042838695674928134497835260420	0000000000000000000000000000006510A86149943A0D7B5DB5E7D436E99A04	0000000000000000000000000000006510A86149943A0D8B5DB5E7D436E99A04	68
35	3	diff_low(b2[24],b4[61])	34403434793674149806135528520669493535399	0x651a4486a0cc28844a07a03fe5a01922a7	34403434793674149805987954568079817122471	34403434793674149806283102473259169948327	000000000000000000000000000000651A4486A0CC28844207A03FE5A01922A7	000000000000000000000000000000651A4486A0CC28845207A03FE5A01922A7	68
36	3	diff_low(b1[29],b1[48])	34390217950924724543948449158867134319507	0x6510530df83ad9e2cb5d0d2d9b6af20b93	34390217950924724543800875206277457906579	34390217950924724544096023111456810732435	0000000000000000000000000000006510530DF83AD9E2C35D0D2D9B6AF20B93	0000000000000000000000000000006510530DF83AD9E2D35D0D2D9B6AF20B93	68
37	3	wavg2a(b2[10],b4[45])	34389905052324029412014922528151428321992	0x651016cae0a7dbe6c6daa400fc9726d2c8	34389905052324029411867348575561751909064	34389905052324029412162496480741104734920	000000000000000000000000000000651016CAE0A7DBE6BEDAA400FC9726D2C8	000000000000000000000000000000651016CAE0A7DBE6CEDAA400FC9726D2C8	68
38	3	wavg2a(b3[45],b4[30])	34389749191559523262826553342602823589786	0x650ff8c6593c3ab8c75f3af32493cbdf9a	34389749191559523262678979390013147176858	34389749191559523262974127295192500002714	000000000000000000000000000000650FF8C6593C3AB8BF5F3AF32493CBDF9A	000000000000000000000000000000650FF8C6593C3AB8CF5F3AF32493CBDF9A	68
39	3	avg(b1[60],b3[40])	34404178557557133362704950461991707789213	0x651ad3c504cc29ac68d315d1d91a80c79d	34404178557557133362557376509402031376285	34404178557557133362852524414581384202141	000000000000000000000000000000651AD3C504CC29AC60D315D1D91A80C79D	000000000000000000000000000000651AD3C504CC29AC70D315D1D91A80C79D	68
40	3	avg(b3[35],b4[6])	34389382618531398401615396864222335963555	0x650fb22ce7247cfb193a6906f1344191a3	34389382618531398401467822911632659550627	34389382618531398401762970816812012376483	000000000000000000000000000000650FB22CE7247CFB113A6906F1344191A3	000000000000000000000000000000650FB22CE7247CFB213A6906F1344191A3	68
41	3	diff_low(b1[62],b4[1])	34388896802891739704771223029980224447827	0x650f549c57b2bc42500346eddaeeb66553	34388896802891739704623649077390548034899	34388896802891739704918796982569900860755	000000000000000000000000000000650F549C57B2BC42480346EDDAEEB66553	000000000000000000000000000000650F549C57B2BC42580346EDDAEEB66553	68
42	3	diff_low(b1[55],b4[55])	34388776127219584730886532267590060223454	0x650f3d5e92941edc00ff8697873f562bde	34388776127219584730738958315000383810526	34388776127219584731034106220179736636382	000000000000000000000000000000650F3D5E92941EDBF8FF8697873F562BDE	000000000000000000000000000000650F3D5E92941EDC08FF8697873F562BDE	68
43	3	wavg2b(b3[29],b4[50])	34405512880881281138812393602055064605431	0x651bd4c03ce20e05e49239d678e76d52f7	34405512880881281138664819649465388192503	34405512880881281138959967554644741018359	000000000000000000000000000000651BD4C03CE20E05DC9239D678E76D52F7	000000000000000000000000000000651BD4C03CE20E05EC9239D678E76D52F7	68
44	3	diff_low(b3[40],b3[44])	34405538992176849881147337150213532887697	0x651bd9c79fc46520e2cd7ee56fed9f2a91	34405538992176849880999763197623856474769	34405538992176849881294911102803209300625	000000000000000000000000000000651BD9C79FC46520DACD7EE56FED9F2A91	000000000000000000000000000000651BD9C79FC46520EACD7EE56FED9F2A91	68
45	3	wavg2b(b1[40],b1[67])	34405646026348964162209645404316831306548	0x651bee64d0f31ab9c50f1817a52f1fd334	34405646026348964162062071451727154893620	34405646026348964162357219356906507719476	000000000000000000000000000000651BEE64D0F31AB9BD0F1817A52F1FD334	000000000000000000000000000000651BEE64D0F31AB9CD0F1817A52F1FD334	68
46	3	wavg2b(b2[28],b3[1])	34387956365078991986716973624765313015345	0x650e9f7d2db5bb92737d69ce1a97f15e31	34387956365078991986569399672175636602417	34387956365078991986864547577354989428273	000000000000000000000000000000650E9F7D2DB5BB926B7D69CE1A97F15E31	000000000000000000000000000000650E9F7D2DB5BB927B7D69CE1A97F15E31	68
47	3	avg(b3[42],b4[27])	34387790906869463556223915986256626670855	0x650e7f9f7580b5eaf0f48a9f7c3ffb5d07	34387790906869463556076342033666950257927	34387790906869463556371489938846303083783	000000000000000000000000000000650E7F9F7580B5EAE8F48A9F7C3FFB5D07	000000000000000000000000000000650E7F9F7580B5EAF8F48A9F7C3FFB5D07	68
48	3	avg(b2[11],b4[53])	34406262090566139481928005543535262553658	0x651c650b2090f1cedfaf40da7cd23fd63a	34406262090566139481780431590945586140730	34406262090566139482075579496124938966586	000000000000000000000000000000651C650B2090F1CED7AF40DA7CD23FD63A	000000000000000000000000000000651C650B2090F1CEE7AF40DA7CD23FD63A	68
49	3	avg(b1[9],b4[15])	34387568059963507704074305936786473663136	0x650e54b4421c87cf1b126f9d0cd764baa0	34387568059963507703926731984196797250208	34387568059963507704221879889376150076064	000000000000000000000000000000650E54B4421C87CF13126F9D0CD764BAA0	000000000000000000000000000000650E54B4421C87CF23126F9D0CD764BAA0	68
50	3	avg(b1[39],b4[2])	34406564782937723332555321323020106949763	0x651c9f57036b0faa949ff03bb08fed6483	34406564782937723332407747370430430536835	34406564782937723332702895275609783362691	000000000000000000000000000000651C9F57036B0FAA8C9FF03BB08FED6483	000000000000000000000000000000651C9F57036B0FAA9C9FF03BB08FED6483	68
51	3	diff_low(b4[4],b4[70])	34386967571210114619460100950234999000141	0x650de10de07c78e9ce079f712107ab8c4d	34386967571210114619312526997645322587213	34386967571210114619607674902824675413069	000000000000000000000000000000650DE10DE07C78E9C6079F712107AB8C4D	000000000000000000000000000000650DE10DE07C78E9D6079F712107AB8C4D	68
52	3	wavg2a(b2[10],b4[1])	34386609876537544354641891890649357889236	0x650d9c2a2afebd4977a04fe17bb81c2ed4	34386609876537544354494317938059681476308	34386609876537544354789465843239034302164	000000000000000000000000000000650D9C2A2AFEBD496FA04FE17BB81C2ED4	000000000000000000000000000000650D9C2A2AFEBD497FA04FE17BB81C2ED4	68
53	3	diff_low(b2[28],b4[15])	34386385344861644721696564490264241452033	0x650d70ebe6d145121abfa85e2ff3c73401	34386385344861644721548990537674565039105	34386385344861644721844138442853917864961	000000000000000000000000000000650D70EBE6D1451212BFA85E2FF3C73401	000000000000000000000000000000650D70EBE6D1451222BFA85E2FF3C73401	68
54	3	wavg2a(b1[22],b3[46])	34407537910562843921093238311737205258579	0x651d5ac1e8d89f3016342699b4e1e0f953	34407537910562843920945664359147528845651	34407537910562843921240812264326881671507	000000000000000000000000000000651D5AC1E8D89F300E342699B4E1E0F953	000000000000000000000000000000651D5AC1E8D89F301E342699B4E1E0F953	68
55	3	diff_low(b1[10],b3[2])	34407892167740942653026924462814303016291	0x651d9efc230eac3435636fb68cc2ded563	34407892167740942652879350510224626603363	34407892167740942653174498415403979429219	000000000000000000000000000000651D9EFC230EAC342D636FB68CC2DED563	000000000000000000000000000000651D9EFC230EAC343D636FB68CC2DED563	68
56	3	diff_low(b1[48],b3[9])	34385942191418158377233155395813988900044	0x650d1b92bffdff0d82aead585186081ccc	34385942191418158377085581443224312487116	34385942191418158377380729348403665312972	000000000000000000000000000000650D1B92BFFDFF0D7AAEAD585186081CCC	000000000000000000000000000000650D1B92BFFDFF0D8AAEAD585186081CCC	68
57	3	avg(b1[22],b4[1])	34385718222363111109467808225655053198358	0x650cf07039168c218c8637b892e859a416	34385718222363111109320234273065376785430	34385718222363111109615382178244729611286	000000000000000000000000000000650CF07039168C21848637B892E859A416	000000000000000000000000000000650CF07039168C21948637B892E859A416	68
58	3	avg(b1[1],b3[8])	34385581999919942519640016838295044145968	0x650cd633f0217c7787d7a60b8ce91ac330	34385581999919942519492442885705367733040	34385581999919942519787590790884720558896	000000000000000000000000000000650CD633F0217C777FD7A60B8CE91AC330	000000000000000000000000000000650CD633F0217C778FD7A60B8CE91AC330	68
59	3	diff_low(b4[16],b4[27])	34385531666286757372964127404080791902988	0x650ccc824c5d225b9e87eadd50bc995b0c	34385531666286757372816553451491115490060	34385531666286757373111701356670468315916	000000000000000000000000000000650CCC824C5D225B9687EADD50BC995B0C	000000000000000000000000000000650CCC824C5D225BA687EADD50BC995B0C	68
60	3	wavg2b(b1[34],b1[65])	34409111194420687376350673113592079918677	0x651e89c2cae601ed7bf48c1d86ea212655	34409111194420687376203099161002403505749	34409111194420687376498247066181756331605	000000000000000000000000000000651E89C2CAE601ED73F48C1D86EA212655	000000000000000000000000000000651E89C2CAE601ED83F48C1D86EA212655	68
61	3	diff_low(b1[30],b2[6])	34384366274236604981637821561446069207931	0x650bec1008b8ccdfc3cc00e4e02510837b	34384366274236604981490247608856392795003	34384366274236604981785395514035745620859	000000000000000000000000000000650BEC1008B8CCDFBBCC00E4E02510837B	000000000000000000000000000000650BEC1008B8CCDFCBCC00E4E02510837B	68
62	3	diff_low(b1[17],b2[32])	34409630883667589138312148649519459474943	0x651eedd9735fd759491a1f5823f48a1dff	34409630883667589138164574696929783062015	34409630883667589138459722602109135887871	000000000000000000000000000000651EEDD9735FD759411A1F5823F48A1DFF	000000000000000000000000000000651EEDD9735FD759511A1F5823F48A1DFF	68
63	3	wavg2b(b2[38],b3[19])	34384085552221681130280191735369514555048	0x650bb5ff5ec1c70ae3d2316a69326b16a8	34384085552221681130132617782779838142120	34384085552221681130427765687959190967976	000000000000000000000000000000650BB5FF5EC1C70ADBD2316A69326B16A8	000000000000000000000000000000650BB5FF5EC1C70AEBD2316A69326B16A8	68
64	3	wavg2a(b1[5],b1[52])	34383830634436955560413948616701509346370	0x650b84e6f3f75f15b66f80c33a76cba442	34383830634436955560266374664111832933442	34383830634436955560561522569291185759298	000000000000000000000000000000650B84E6F3F75F15AE6F80C33A76CBA442	000000000000000000000000000000650B84E6F3F75F15BE6F80C33A76CBA442	68
65	3	wavg2a(b1[65],b4[58])	34410093904908952386813464880527273259559	0x651f470629105f4391b179316e40f27227	34410093904908952386665890927937596846631	34410093904908952386961038833116949672487	000000000000000000000000000000651F470629105F4389B179316E40F27227	000000000000000000000000000000651F470629105F4399B179316E40F27227	68
66	3	diff_low(b1[37],b1[38])	34383684261993533125035155812944835365013	0x650b68b63bfeac08055c1cbeb5301dc895	34383684261993533124887581860355158952085	34383684261993533125182729765534511777941	000000000000000000000000000000650B68B63BFEAC07FD5C1CBEB5301DC895	000000000000000000000000000000650B68B63BFEAC080D5C1CBEB5301DC895	68
67	3	wavg2b(b4[39],b4[55])	34383206453416684792807104866421207257005	0x650b0cb073e43b89986a3ac1543028cfad	34383206453416684792659530913831530844077	34383206453416684792954678819010883669933	000000000000000000000000000000650B0CB073E43B89906A3AC1543028CFAD	000000000000000000000000000000650B0CB073E43B89A06A3AC1543028CFAD	68
68	3	avg(b1[73],b4[3])	34410992064434387568059963507704074305936	0x651ff400d80b5312e4edca6c0021bf8190	34410992064434387567912389555114397893008	34410992064434387568207537460293750718864	000000000000000000000000000000651FF400D80B5312DCEDCA6C0021BF8190	000000000000000000000000000000651FF400D80B5312ECEDCA6C0021BF8190	68
69	3	avg(b3[7],b4[18])	34411085555580450091779905804498742208136	0x652006025034bf5b5479866ef659a6e688	34411085555580450091632331851909065795208	34411085555580450091927479757088418621064	000000000000000000000000000000652006025034BF5B4C79866EF659A6E688	000000000000000000000000000000652006025034BF5B5C79866EF659A6E688	68
70	3	diff_low(b1[25],b1[61])	34411196803719975368601024516553268117781	0x65201b6f452285428aa4b24f17676dc115	34411196803719975368453450563963591704853	34411196803719975368748598469142944530709	00000000000000000000000000000065201B6F4522854282A4B24F17676DC115	00000000000000000000000000000065201B6F4522854292A4B24F17676DC115	68
71	3	wavg2b(b2[10],b2[34])	34382244521951791212939262540088312302576	0x650a536d91df7ed5b8c3fe2a47a6738bf0	34382244521951791212791688587498635889648	34382244521951791213086836492677988715504	000000000000000000000000000000650A536D91DF7ED5B0C3FE2A47A6738BF0	000000000000000000000000000000650A536D91DF7ED5C0C3FE2A47A6738BF0	68
72	3	wavg2a(b1[14],b2[22])	34411688656407437158601505969113986306877	0x65207a297ad5c9c199f3af9d6a87fd133d	34411688656407437158453932016524309893949	34411688656407437158749079921703662719805	00000000000000000000000000000065207A297AD5C9C191F3AF9D6A87FD133D	00000000000000000000000000000065207A297AD5C9C1A1F3AF9D6A87FD133D	68
73	3	wavg2a(b2[26],b3[38])	34411742516632688291277506778663077360273	0x65208488fe73ad3b737fed44a4ef8d3291	34411742516632688291129932826073400947345	34411742516632688291425080731252753773201	00000000000000000000000000000065208488FE73AD3B6B7FED44A4EF8D3291	00000000000000000000000000000065208488FE73AD3B7B7FED44A4EF8D3291	68
74	3	diff_low(b3[18],b4[12])	34411795170696121920620341651221386804617	0x65208ead0a2a89aaf02155d75f9606bd89	34411795170696121920472767698631710391689	34411795170696121920767915603811063217545	00000000000000000000000000000065208EAD0A2A89AAE82155D75F9606BD89	00000000000000000000000000000065208EAD0A2A89AAF82155D75F9606BD89	68
75	3	wavg2b(b4[12],b4[24])	34411866680726487333101531423915217501202	0x65209c72c1a48b03e6429e6d051343bc12	34411866680726487332953957471325541088274	34411866680726487333249105376504893914130	00000000000000000000000000000065209C72C1A48B03DE429E6D051343BC12	00000000000000000000000000000065209C72C1A48B03EE429E6D051343BC12	68
76	3	wavg2a(b3[26],b3[39])	34381948888413279458991609138279268674419	0x650a1a7db60529768f32881421a842eb73	34381948888413279458844035185689592261491	34381948888413279459139183090868945087347	000000000000000000000000000000650A1A7DB60529768732881421A842EB73	000000000000000000000000000000650A1A7DB60529769732881421A842EB73	68
77	3	wavg2b(b2[47],b4[6])	34381554486282806497890387646292254582295	0x6509ce882f46049eb961591962d89ce617	34381554486282806497742813693702578169367	34381554486282806498037961598881930995223	0000000000000000000000000000006509CE882F46049EB161591962D89CE617	0000000000000000000000000000006509CE882F46049EC161591962D89CE617	68
78	3	avg(b3[52],b4[17])	34381428269485638156567934428045542046047	0x6509b6393752d86e21131b651eb8ae395f	34381428269485638156420360475455865633119	34381428269485638156715508380635218458975	0000000000000000000000000000006509B6393752D86E19131B651EB8AE395F	0000000000000000000000000000006509B6393752D86E29131B651EB8AE395F	68
79	3	diff_low(b1[18],b3[19])	34412507725807306854038266009518020874439	0x652117e8b8162d6964b289a2fdd919d0c7	34412507725807306853890692056928344461511	34412507725807306854185839962107697287367	000000000000000000000000000000652117E8B8162D695CB289A2FDD919D0C7	000000000000000000000000000000652117E8B8162D696CB289A2FDD919D0C7	68
80	3	avg(b2[9],b3[29])	34381332723299991129956478765459570279100	0x6509a3d26cea65d1425c800aa05b79c2bc	34381332723299991129808904812869893866172	34381332723299991130104052718049246692028	0000000000000000000000000000006509A3D26CEA65D13A5C800AA05B79C2BC	0000000000000000000000000000006509A3D26CEA65D14A5C800AA05B79C2BC	68
81	3	diff_low(b1[54],b3[25])	34381204206131002306289311373770098068048	0x65098b120a30fe0fb0688e9f6cdc35ca50	34381204206131002306141737421180421655120	34381204206131002306436885326359774480976	00000000000000000000000000000065098B120A30FE0FA8688E9F6CDC35CA50	00000000000000000000000000000065098B120A30FE0FB8688E9F6CDC35CA50	68
82	3	wavg2b(b2[13],b2[19])	34412942003362163603735895867581187153787	0x65216b8c417281d9572c2eb66adc6edf7b	34412942003362163603588321914991510740859	34412942003362163603883469820170863566715	00000000000000000000000000000065216B8C417281D94F2C2EB66ADC6EDF7B	00000000000000000000000000000065216B8C417281D95F2C2EB66ADC6EDF7B	68
83	3	diff_low(b4[16],b4[17])	34413263713931742167464689066673518947534	0x6521a981cfb49aa0f68ad828f35b482cce	34413263713931742167317115114083842534606	34413263713931742167612263019263195360462	0000000000000000000000000000006521A981CFB49AA0EE8AD828F35B482CCE	0000000000000000000000000000006521A981CFB49AA0FE8AD828F35B482CCE	68
84	3	diff_low(b4[7],b4[75])	34380613427222956615171920622875717345936	0x6509194a640b5d6aee34331f9c85672290	34380613427222956615024346670286040933008	34380613427222956615319494575465393758864	0000000000000000000000000000006509194A640B5D6AE634331F9C85672290	0000000000000000000000000000006509194A640B5D6AF634331F9C85672290	68
85	3	avg(b1[56],b4[52])	34413427345125305237805472600208849201697	0x6521c90573baa6e98e2aa0bf87a1cf6a21	34413427345125305237657898647619172788769	34413427345125305237953046552798525614625	0000000000000000000000000000006521C90573BAA6E9862AA0BF87A1CF6A21	0000000000000000000000000000006521C90573BAA6E9962AA0BF87A1CF6A21	68
86	3	wavg2a(b1[9],b1[44])	34380371234056237231748513824475533789209	0x6508eaa558833a52104790e0c9a4a7c819	34380371234056237231600939871885857376281	34380371234056237231896087777065210202137	0000000000000000000000000000006508EAA558833A52084790E0C9A4A7C819	0000000000000000000000000000006508EAA558833A52184790E0C9A4A7C819	68
87	3	diff_low(b1[23],b2[44])	34380087747680510190296135794281656513712	0x6508b40c6368b5fd1891d34fa0850a74b0	34380087747680510190148561841691980100784	34380087747680510190443709746871332926640	0000000000000000000000000000006508B40C6368B5FD1091D34FA0850A74B0	0000000000000000000000000000006508B40C6368B5FD2091D34FA0850A74B0	68
